year,state,county,subgroup_type,subgroup,score_transit_trips,score_transit_trips_quality,share_transportation_cost,share_transportation_cost_quality
2015,27,155,race-ethnicity,White neighborhoods,2,1,0.3117125984251969,1
2015,27,155,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,27,157,all,All,0,1,0.2605439517480174,1
2015,27,157,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,27,157,race-ethnicity,White neighborhoods,0,1,0.2605439517480174,1
2015,27,157,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,27,159,all,All,2,1,0.3591856160761502,1
2015,27,159,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,27,159,race-ethnicity,White neighborhoods,2,1,0.3591856160761502,1
2015,27,159,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,27,161,all,All,0,1,0.3008969283276451,1
2015,27,161,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,27,161,race-ethnicity,White neighborhoods,0,1,0.3008969283276451,1
2015,27,161,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,27,163,all,All,0,1,0.22544043900936964,1
2015,27,163,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,27,163,race-ethnicity,White neighborhoods,0,1,0.22544043900936964,1
2015,27,163,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,27,165,all,All,1,1,0.3248337078651685,1
2015,27,165,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,27,165,race-ethnicity,White neighborhoods,1,1,0.3248337078651685,1
2015,27,165,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,27,167,all,All,2,1,0.30668587896253596,1
2015,27,167,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,27,167,race-ethnicity,White neighborhoods,2,1,0.30668587896253596,1
2015,27,167,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,27,169,all,All,0,1,0.31252202643171806,1
2015,27,169,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,27,169,race-ethnicity,White neighborhoods,0,1,0.31252202643171806,1
2015,27,169,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,27,171,all,All,0,1,0.24761471335468907,1
2015,27,171,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,27,171,race-ethnicity,White neighborhoods,0,1,0.24761471335468907,1
2015,27,171,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,27,173,all,All,1,1,0.3182602478551001,1
2015,27,173,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,27,173,race-ethnicity,White neighborhoods,1,1,0.3182602478551001,1
2015,27,173,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,001,all,All,1,1,0.44961194533490806,1
2015,28,001,race-ethnicity,Neighborhoods of color,1,1,0.450710635579687,1
2015,28,001,race-ethnicity,White neighborhoods,0,1,0.41,1
2015,28,001,race-ethnicity,Mixed neighborhoods,1,1,0.46697637377223256,1
2015,28,003,all,All,1,1,0.39548764014588683,1
2015,28,003,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,003,race-ethnicity,White neighborhoods,1,1,0.39548764014588683,1
2015,28,003,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,005,all,All,1,1,0.49513139418254765,1
2015,28,005,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,005,race-ethnicity,White neighborhoods,1,1,0.5,1
2015,28,005,race-ethnicity,Mixed neighborhoods,1,1,0.4929055831628179,1
2015,28,007,all,All,1,1,0.4407797611058919,1
2015,28,007,race-ethnicity,Neighborhoods of color,2,1,0.46,1
2015,28,007,race-ethnicity,White neighborhoods,1,1,0.4727375434530707,1
2015,28,007,race-ethnicity,Mixed neighborhoods,1,1,0.39013064576334455,1
2015,28,009,all,All,1,1,0.3529757085020242,1
2015,28,009,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,009,race-ethnicity,White neighborhoods,1,1,0.36,1
2015,28,009,race-ethnicity,Mixed neighborhoods,1,1,0.35,1
2015,28,011,all,All,1,1,0.47967452753997736,1
2015,28,011,race-ethnicity,Neighborhoods of color,2,1,0.4741902083599642,1
2015,28,011,race-ethnicity,White neighborhoods,0,1,0.48,1
2015,28,011,race-ethnicity,Mixed neighborhoods,1,1,0.5,1
2015,28,013,all,All,1,1,0.47077845322526163,1
2015,28,013,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,013,race-ethnicity,White neighborhoods,1,1,0.4944147488245484,1
2015,28,013,race-ethnicity,Mixed neighborhoods,2,1,0.42,1
2015,28,015,all,All,2,1,0.57,1
2015,28,015,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,015,race-ethnicity,White neighborhoods,2,1,0.57,1
2015,28,015,race-ethnicity,Mixed neighborhoods,2,1,0.57,1
2015,28,017,all,All,1,1,0.475146514497224,1
2015,28,017,race-ethnicity,Neighborhoods of color,2,1,0.44,1
2015,28,017,race-ethnicity,White neighborhoods,1,1,0.5022043795620439,1
2015,28,017,race-ethnicity,Mixed neighborhoods,1,1,0.45000000000000007,1
2015,28,019,all,All,1,1,0.4877051165607024,1
2015,28,019,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,019,race-ethnicity,White neighborhoods,1,1,0.51,1
2015,28,019,race-ethnicity,Mixed neighborhoods,2,1,0.4768138801261829,1
2015,28,021,all,All,2,1,0.39038220551378444,1
2015,28,021,race-ethnicity,Neighborhoods of color,2,1,0.39038220551378444,1
2015,28,021,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,021,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,023,all,All,1,1,0.4278985507246377,1
2015,28,023,race-ethnicity,Neighborhoods of color,1,1,0.42,1
2015,28,023,race-ethnicity,White neighborhoods,1,1,0.430072748721982,1
2015,28,023,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,025,all,All,1,1,0.44702373316228355,1
2015,28,025,race-ethnicity,Neighborhoods of color,1,1,0.39597330021732385,1
2015,28,025,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,025,race-ethnicity,Mixed neighborhoods,1,1,0.48297332750327937,1
2015,28,027,all,All,2,1,0.4355833333333333,1
2015,28,027,race-ethnicity,Neighborhoods of color,2,1,0.4232764019356675,1
2015,28,027,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,027,race-ethnicity,Mixed neighborhoods,1,1,0.47263067694944305,1
2015,28,029,all,All,1,1,0.34339126016260163,1
2015,28,029,race-ethnicity,Neighborhoods of color,1,1,0.3155156695156695,1
2015,28,029,race-ethnicity,White neighborhoods,1,1,0.35477028885832185,1
2015,28,029,race-ethnicity,Mixed neighborhoods,1,1,0.36434879406307974,1
2015,28,031,all,All,1,1,0.48427177500358737,1
2015,28,031,race-ethnicity,Neighborhoods of color,1,1,0.5,1
2015,28,031,race-ethnicity,White neighborhoods,1,1,0.49,1
2015,28,031,race-ethnicity,Mixed neighborhoods,1,1,0.46581810631229237,1
2015,28,033,all,All,0,1,0.31687035494084326,1
2015,28,033,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,033,race-ethnicity,White neighborhoods,0,1,0.3238789700226677,1
2015,28,033,race-ethnicity,Mixed neighborhoods,0,1,0.3036067865233528,1
2015,28,035,all,All,0,1,0.3234717507057857,1
2015,28,035,race-ethnicity,Neighborhoods of color,1,1,0.3006543209876543,1
2015,28,035,race-ethnicity,White neighborhoods,0,1,0.3495916364734299,1
2015,28,035,race-ethnicity,Mixed neighborhoods,0,1,0.2991740768651092,1
2015,28,037,all,All,1,1,0.4,1
2015,28,037,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,037,race-ethnicity,White neighborhoods,1,1,0.4,1
2015,28,037,race-ethnicity,Mixed neighborhoods,2,1,0.4,1
2015,28,039,all,All,1,1,0.36948467407308255,1
2015,28,039,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,039,race-ethnicity,White neighborhoods,1,1,0.36948467407308255,1
2015,28,039,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,041,all,All,2,2,0.37844976076555026,2
2015,28,041,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,041,race-ethnicity,White neighborhoods,2,2,0.37844976076555026,2
2015,28,041,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,043,all,All,1,1,0.4683066361556064,1
2015,28,043,race-ethnicity,Neighborhoods of color,0,1,0.42565066512434935,1
2015,28,043,race-ethnicity,White neighborhoods,1,1,0.4812456140350877,1
2015,28,043,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,045,all,All,1,1,0.33194986821580336,1
2015,28,045,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,045,race-ethnicity,White neighborhoods,1,1,0.33194986821580336,1
2015,28,045,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,047,all,All,1,1,0.30196871458316865,1
2015,28,047,race-ethnicity,Neighborhoods of color,2,1,0.26925512104283056,1
2015,28,047,race-ethnicity,White neighborhoods,1,1,0.3150046546974446,1
2015,28,047,race-ethnicity,Mixed neighborhoods,3,1,0.273542675893887,1
2015,28,049,all,All,1,1,0.2957202406435186,1
2015,28,049,race-ethnicity,Neighborhoods of color,2,1,0.28311178953339006,1
2015,28,049,race-ethnicity,White neighborhoods,1,1,0.2956474480151229,1
2015,28,049,race-ethnicity,Mixed neighborhoods,0,1,0.33720050441361915,1
2015,28,051,all,All,3,1,0.6047056074766355,1
2015,28,051,race-ethnicity,Neighborhoods of color,3,1,0.6047056074766355,1
2015,28,051,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,051,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,053,all,All,3,2,0.5433595027805037,2
2015,28,053,race-ethnicity,Neighborhoods of color,3,2,0.5433595027805037,2
2015,28,053,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,053,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,055,all,All,4,2,0.55,2
2015,28,055,race-ethnicity,Neighborhoods of color,4,2,0.55,2
2015,28,055,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,055,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,057,all,All,1,1,0.3818064516129032,1
2015,28,057,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,057,race-ethnicity,White neighborhoods,1,1,0.3818064516129032,1
2015,28,057,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,059,all,All,0,1,0.32623143983121683,1
2015,28,059,race-ethnicity,Neighborhoods of color,0,1,0.29687512527560633,1
2015,28,059,race-ethnicity,White neighborhoods,0,1,0.3350867052023121,1
2015,28,059,race-ethnicity,Mixed neighborhoods,0,1,0.3048310328415041,1
2015,28,061,all,All,1,1,0.43759493670886074,1
2015,28,061,race-ethnicity,Neighborhoods of color,1,1,0.42137965760322255,1
2015,28,061,race-ethnicity,White neighborhoods,1,1,0.45,1
2015,28,061,race-ethnicity,Mixed neighborhoods,1,1,0.45,1
2015,28,063,all,All,3,2,0.5932023575638508,2
2015,28,063,race-ethnicity,Neighborhoods of color,3,2,0.5932023575638508,2
2015,28,063,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,063,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,065,all,All,2,1,0.5438493723849372,1
2015,28,065,race-ethnicity,Neighborhoods of color,2,1,0.5372175379426645,1
2015,28,065,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,065,race-ethnicity,Mixed neighborhoods,1,1,0.56,1
2015,28,067,all,All,0,1,0.4075106876755832,1
2015,28,067,race-ethnicity,Neighborhoods of color,0,1,0.36267291471415175,1
2015,28,067,race-ethnicity,White neighborhoods,0,1,0.4274923826934796,1
2015,28,067,race-ethnicity,Mixed neighborhoods,0,1,0.376015625,1
2015,28,069,all,All,1,2,0.43929331514324693,2
2015,28,069,race-ethnicity,Neighborhoods of color,1,2,0.43,2
2015,28,069,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,069,race-ethnicity,Mixed neighborhoods,1,2,0.45,2
2015,28,071,all,All,0,1,0.3315437867774316,1
2015,28,071,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,071,race-ethnicity,White neighborhoods,0,1,0.3297185241536706,1
2015,28,071,race-ethnicity,Mixed neighborhoods,1,1,0.35,1
2015,28,073,all,All,0,1,0.3487002058083696,1
2015,28,073,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,073,race-ethnicity,White neighborhoods,0,1,0.3728315250150693,1
2015,28,073,race-ethnicity,Mixed neighborhoods,0,1,0.311429070173397,1
2015,28,075,all,All,0,1,0.3794666846234133,1
2015,28,075,race-ethnicity,Neighborhoods of color,0,1,0.3340836612135018,1
2015,28,075,race-ethnicity,White neighborhoods,1,1,0.403046357615894,1
2015,28,075,race-ethnicity,Mixed neighborhoods,1,1,0.39485673352435524,1
2015,28,077,all,All,1,1,0.4353933054393306,1
2015,28,077,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,077,race-ethnicity,White neighborhoods,1,1,0.45,1
2015,28,077,race-ethnicity,Mixed neighborhoods,1,1,0.4291582089552239,1
2015,28,079,all,All,1,1,0.45135073370218903,1
2015,28,079,race-ethnicity,Neighborhoods of color,1,1,0.42665458937198064,1
2015,28,079,race-ethnicity,White neighborhoods,1,1,0.47475679816162386,1
2015,28,079,race-ethnicity,Mixed neighborhoods,1,1,0.4600000000000001,1
2015,28,081,all,All,0,1,0.3527807867289777,1
2015,28,081,race-ethnicity,Neighborhoods of color,0,1,0.3153649419634074,1
2015,28,081,race-ethnicity,White neighborhoods,0,1,0.3709500364697301,1
2015,28,081,race-ethnicity,Mixed neighborhoods,0,1,0.3134051398337113,1
2015,28,083,all,All,2,1,0.463979120473023,1
2015,28,083,race-ethnicity,Neighborhoods of color,2,1,0.457139190292848,1
2015,28,083,race-ethnicity,White neighborhoods,0,1,0.49,1
2015,28,083,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,085,all,All,1,1,0.40338874778727,1
2015,28,085,race-ethnicity,Neighborhoods of color,1,1,0.35,1
2015,28,085,race-ethnicity,White neighborhoods,1,1,0.423197997169914,1
2015,28,085,race-ethnicity,Mixed neighborhoods,1,1,0.36,1
2015,28,087,all,All,1,1,0.3505749892565535,1
2015,28,087,race-ethnicity,Neighborhoods of color,0,1,0.3263352739214808,1
2015,28,087,race-ethnicity,White neighborhoods,1,1,0.3662892863344331,1
2015,28,087,race-ethnicity,Mixed neighborhoods,0,1,0.3468909558678013,1
2015,28,089,all,All,1,1,0.32428463632198773,1
2015,28,089,race-ethnicity,Neighborhoods of color,1,1,0.29540139326588155,1
2015,28,089,race-ethnicity,White neighborhoods,0,1,0.33895504989275393,1
2015,28,089,race-ethnicity,Mixed neighborhoods,0,1,0.3336247571468221,1
2015,28,091,all,All,1,1,0.4722182596291013,1
2015,28,091,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,091,race-ethnicity,White neighborhoods,1,1,0.4764683636363637,1
2015,28,091,race-ethnicity,Mixed neighborhoods,1,1,0.4622762844504934,1
2015,28,093,all,All,1,1,0.3341782389745155,1
2015,28,093,race-ethnicity,Neighborhoods of color,1,1,0.30541857559350266,1
2015,28,093,race-ethnicity,White neighborhoods,1,1,0.3322442477876106,1
2015,28,093,race-ethnicity,Mixed neighborhoods,1,1,0.35,1
2015,28,095,all,All,1,1,0.3975947187141217,1
2015,28,095,race-ethnicity,Neighborhoods of color,1,1,0.358829071332436,1
2015,28,095,race-ethnicity,White neighborhoods,1,1,0.41112286158631417,1
2015,28,095,race-ethnicity,Mixed neighborhoods,1,1,0.39748531362516587,1
2015,28,097,all,All,2,1,0.4690119690213565,1
2015,28,097,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,097,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,097,race-ethnicity,Mixed neighborhoods,2,1,0.4690119690213565,1
2015,28,099,all,All,0,1,0.4371950083814491,1
2015,28,099,race-ethnicity,Neighborhoods of color,0,1,0.42387828162291175,1
2015,28,099,race-ethnicity,White neighborhoods,1,1,0.45109496260759135,1
2015,28,099,race-ethnicity,Mixed neighborhoods,0,1,0.38,1
2015,28,101,all,All,1,1,0.4157421046061665,1
2015,28,101,race-ethnicity,Neighborhoods of color,0,1,0.37,1
2015,28,101,race-ethnicity,White neighborhoods,1,1,0.42966219239373604,1
2015,28,101,race-ethnicity,Mixed neighborhoods,1,1,0.42,1
2015,28,103,all,All,2,2,0.5293041553970986,2
2015,28,103,race-ethnicity,Neighborhoods of color,2,2,0.5293041553970986,2
2015,28,103,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,103,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,105,all,All,1,1,0.40658868615226224,1
2015,28,105,race-ethnicity,Neighborhoods of color,0,1,0.38,1
2015,28,105,race-ethnicity,White neighborhoods,0,1,0.39125,1
2015,28,105,race-ethnicity,Mixed neighborhoods,1,1,0.4257059467347683,1
2015,28,107,all,All,1,1,0.4138036759251628,1
2015,28,107,race-ethnicity,Neighborhoods of color,1,1,0.4096304591265397,1
2015,28,107,race-ethnicity,White neighborhoods,1,1,0.43,1
2015,28,107,race-ethnicity,Mixed neighborhoods,1,1,0.4109116149930588,1
2015,28,109,all,All,1,1,0.3632869067261963,1
2015,28,109,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,109,race-ethnicity,White neighborhoods,1,1,0.3632869067261963,1
2015,28,109,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,111,all,All,1,1,0.38314890710382515,1
2015,28,111,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,111,race-ethnicity,White neighborhoods,1,1,0.38314890710382515,1
2015,28,111,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,113,all,All,1,1,0.4374290744126211,1
2015,28,113,race-ethnicity,Neighborhoods of color,1,1,0.4165609614827686,1
2015,28,113,race-ethnicity,White neighborhoods,1,1,0.4779708420113062,1
2015,28,113,race-ethnicity,Mixed neighborhoods,0,1,0.43917370057752114,1
2015,28,115,all,All,1,1,0.3737848605577689,1
2015,28,115,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,115,race-ethnicity,White neighborhoods,1,1,0.3737848605577689,1
2015,28,115,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,117,all,All,1,1,0.43694901315789475,1
2015,28,117,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,117,race-ethnicity,White neighborhoods,1,1,0.44037744327117506,1
2015,28,117,race-ethnicity,Mixed neighborhoods,2,1,0.4,1
2015,28,119,all,All,3,1,0.5189846053062561,1
2015,28,119,race-ethnicity,Neighborhoods of color,3,1,0.5084146341463415,1
2015,28,119,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,119,race-ethnicity,Mixed neighborhoods,3,1,0.53,1
2015,28,121,all,All,0,1,0.3264169144981413,1
2015,28,121,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,121,race-ethnicity,White neighborhoods,0,1,0.327602734266013,1
2015,28,121,race-ethnicity,Mixed neighborhoods,0,1,0.30998895637769186,1
2015,28,123,all,All,1,1,0.45454055154167095,1
2015,28,123,race-ethnicity,Neighborhoods of color,0,1,0.4113881652400447,1
2015,28,123,race-ethnicity,White neighborhoods,1,1,0.48,1
2015,28,123,race-ethnicity,Mixed neighborhoods,1,1,0.46770681605975717,1
2015,28,125,all,All,2,1,0.44569248162803843,1
2015,28,125,race-ethnicity,Neighborhoods of color,2,1,0.44569248162803843,1
2015,28,125,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,125,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,127,all,All,1,1,0.34169768167169146,1
2015,28,127,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,127,race-ethnicity,White neighborhoods,1,1,0.34931306128879785,1
2015,28,127,race-ethnicity,Mixed neighborhoods,1,1,0.3269254278728606,1
2015,28,129,all,All,1,1,0.4732062448644207,1
2015,28,129,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,129,race-ethnicity,White neighborhoods,1,1,0.4732062448644207,1
2015,28,129,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,131,all,All,1,1,0.3681922276197086,1
2015,28,131,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,131,race-ethnicity,White neighborhoods,1,1,0.3681922276197086,1
2015,28,131,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,133,all,All,2,1,0.47267865538316883,1
2015,28,133,race-ethnicity,Neighborhoods of color,2,1,0.47267865538316883,1
2015,28,133,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,133,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,135,all,All,2,1,0.4485271317829457,1
2015,28,135,race-ethnicity,Neighborhoods of color,3,1,0.41232436772380565,1
2015,28,135,race-ethnicity,White neighborhoods,1,1,0.5,1
2015,28,135,race-ethnicity,Mixed neighborhoods,2,2,0.49,2
2015,28,137,all,All,1,1,0.338859456217513,1
2015,28,137,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,137,race-ethnicity,White neighborhoods,1,1,0.35376725838264306,1
2015,28,137,race-ethnicity,Mixed neighborhoods,0,1,0.3100703193671257,1
2015,28,139,all,All,1,1,0.4218361480416816,1
2015,28,139,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,139,race-ethnicity,White neighborhoods,1,1,0.43,1
2015,28,139,race-ethnicity,Mixed neighborhoods,0,1,0.37,1
2015,28,141,all,All,1,1,0.42523261892315734,1
2015,28,141,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,141,race-ethnicity,White neighborhoods,1,1,0.42523261892315734,1
2015,28,141,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,143,all,All,1,1,0.31073451992980694,1
2015,28,143,race-ethnicity,Neighborhoods of color,1,1,0.31073451992980694,1
2015,28,143,race-ethnicity,White neighborhoods,NA,NA,NA,NA
2015,28,143,race-ethnicity,Mixed neighborhoods,NA,NA,NA,NA
2015,28,145,all,All,1,1,0.41051812469792165,1
2015,28,145,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,145,race-ethnicity,White neighborhoods,1,1,0.4162510047077736,1
2015,28,145,race-ethnicity,Mixed neighborhoods,1,1,0.38000000000000006,1
2015,28,147,all,All,1,1,0.47551813921194236,1
2015,28,147,race-ethnicity,Neighborhoods of color,NA,NA,NA,NA
2015,28,147,race-ethnicity,White neighborhoods,1,1,0.49,1
2015,28,147,race-ethnicity,Mixed neighborhoods,1,1,0.4637888784165881,1
2015,28,149,all,All,1,1,0.3716003258213413,1
2015,28,149,race-ethnicity,Neighborhoods of color,0,1,0.3383640274230407,1
2015,28,149,race-ethnicity,White neighborhoods,1,1,0.40046166878441336,1
2015,28,149,race-ethnicity,Mixed neighborhoods,0,1,0.38259953763164656,1
2015,28,151,all,All,1,1,0.440660144011433,1
2015,28,151,race-ethnicity,Neighborhoods of color,1,1,0.4262175732217574,1
2015,28,151,race-ethnicity,White neighborhoods,2,1,0.5049009672961768,1
2015,28,151,race-ethnicity,Mixed neighborhoods,1,1,0.45817170663885987,1
2015,28,153,all,All,1,1,0.47666579292267364,1
