year,state,place,state_name,place_name,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
2016,18,36003,Indiana,Indianapolis city (balance),13.4%:25.9%,1,3.3%:6.7%,1,2.7%:5.0%,1,80.6%:62.4%,1
2016,18,71000,Indiana,South Bend city,7.3%:19.3%,3,4.2%:7.6%,3,3.7%:4.6%,3,84.8%:68.4%,3
2016,19,12000,Iowa,Cedar Rapids city,2.2%:3.9%,3,1.1%:2.3%,3,2.2%:3.6%,3,94.5%:90.3%,3
2016,19,19000,Iowa,Davenport city,2.1%:7.7%,3,2.5%:4.3%,3,3.8%:3.8%,3,91.6%:84.2%,3
2016,19,21000,Iowa,Des Moines city,3.7%:8.8%,3,4.4%:7.8%,3,4.8%:5.9%,3,87.1%:77.4%,3
2016,19,73335,Iowa,Sioux City city,0.1%:4.2%,3,2.1%:9.2%,3,1.6%:4.5%,3,96.2%:82.2%,2
2016,20,36000,Kansas,Kansas City city,17.5%:26.0%,3,13.7%:19.5%,3,2.3%:6.5%,3,66.5%:48.0%,3
2016,20,38900,Kansas,Lawrence city,2.2%:5.9%,3,2.4%:3.8%,3,9.5%:9.3%,3,85.9%:81.0%,1
2016,20,52575,Kansas,Olathe city,2.0%:4.8%,3,2.7%:6.9%,3,6.0%:6.5%,2,89.2%:81.8%,2
2016,20,53775,Kansas,Overland Park city,1.1%:3.9%,3,2.3%:4.4%,3,5.6%:6.1%,2,91.0%:85.6%,2
2016,20,71000,Kansas,Topeka city,4.0%:11.9%,3,4.3%:8.8%,3,1.1%:4.1%,3,90.6%:75.3%,3
2016,20,79000,Kansas,Wichita city,2.2%:8.6%,2,6.1%:10.7%,2,6.0%:6.1%,2,85.6%:74.5%,2
2016,21,46027,Kentucky,Lexington-Fayette urban county,4.4%:13.8%,1,2.4%:5.0%,3,3.1%:6.2%,3,90.1%:75.0%,1
2016,21,48006,Kentucky,Louisville/Jefferson County metro government (balance),7.9%:16.3%,2,2.6%:5.1%,2,4.4%:4.1%,2,85.1%:74.5%,2
2016,22,05000,Louisiana,Baton Rouge city,21.8%:44.6%,3,1.2%:3.6%,3,3.7%:4.7%,3,73.3%:47.1%,3
2016,22,40735,Louisiana,Lafayette city,11.0%:24.3%,2,0.8%:2.0%,3,1.1%:3.2%,3,87.1%:70.5%,2
2016,22,41155,Louisiana,Lake Charles city,17.9%:33.5%,2,1.5%:1.9%,3,3.8%:2.7%,3,76.8%:62.0%,2
2016,22,55000,Louisiana,New Orleans city,27.3%:54.2%,3,4.1%:5.4%,3,3.5%:4.3%,3,65.0%:36.2%,3
2016,22,70000,Louisiana,Shreveport city,23.9%:45.9%,3,1.5%:2.1%,3,1.5%:1.7%,3,73.1%:50.3%,3
2016,24,04000,Maryland,Baltimore city,40.8%:60.0%,2,1.8%:3.5%,2,4.0%:5.1%,2,53.4%:31.5%,2
2016,24,30325,Maryland,Frederick city,5.4%:12.7%,3,8.6%:7.5%,3,5.5%:7.5%,3,80.6%:72.3%,2
2016,25,07000,Massachusetts,Boston city,14.5%:18.9%,2,5.0%:15.1%,2,10.6%:12.6%,2,69.9%:53.4%,2
2016,25,09000,Massachusetts,Brockton city,21.4%:24.9%,2,4.6%:9.3%,3,10.9%:10.7%,3,63.1%:55.1%,2
2016,25,11000,Massachusetts,Cambridge city,8.3%:9.7%,3,2.3%:9.3%,3,9.9%:20.5%,3,79.5%:60.6%,3
2016,25,23000,Massachusetts,Fall River city,2.0%:3.4%,3,3.5%:7.1%,3,1.7%:5.9%,3,92.8%:83.6%,2
2016,25,34550,Massachusetts,Lawrence city,4.5%:2.4%,3,17.0%:37.3%,2,2.4%:2.1%,3,76.1%:58.2%,2
2016,25,37000,Massachusetts,Lowell city,2.8%:7.1%,3,6.0%:15.0%,3,14.2%:20.3%,3,77.0%:57.5%,3
2016,25,37490,Massachusetts,Lynn city,4.9%:10.1%,3,12.0%:27.0%,3,6.1%:7.1%,3,77.0%:55.8%,1
2016,25,45000,Massachusetts,New Bedford city,1.2%:4.5%,3,1.7%:13.2%,3,5.7%:10.3%,3,91.4%:71.9%,3
2016,25,45560,Massachusetts,Newton city,1.4%:2.9%,3,3.5%:5.6%,3,10.3%:14.7%,2,84.8%:76.8%,2
2016,25,55745,Massachusetts,Quincy city,8.9%:6.7%,3,1.3%:4.0%,3,18.9%:21.0%,1,70.8%:68.2%,1
2016,25,62535,Massachusetts,Somerville city,5.2%:8.0%,3,14.9%:11.9%,3,8.9%:10.8%,3,71.0%:69.3%,2
2016,25,67000,Massachusetts,Springfield city,14.9%:15.6%,3,20.4%:37.0%,3,5.8%:4.0%,3,58.9%:43.5%,3
2016,25,82000,Massachusetts,Worcester city,8.6%:11.6%,3,5.0%:16.7%,3,8.4%:6.4%,3,78.1%:65.4%,3
2016,26,03000,Michigan,Ann Arbor city,2.8%:7.9%,3,3.3%:4.2%,3,7.1%:18.4%,3,86.8%:69.4%,3
2016,26,21000,Michigan,Dearborn city,2.4%:6.3%,3,7.2%:2.9%,3,1.3%:2.6%,3,89.2%:88.2%,3
2016,26,22000,Michigan,Detroit city,66.6%:76.2%,1,4.5%:4.5%,1,3.1%:4.3%,1,25.7%:14.9%,1
2016,26,27440,Michigan,Farmington Hills city,24.4%:41.3%,2,0.5%:1.6%,3,8.8%:10.8%,3,66.3%:46.3%,2
2016,26,29000,Michigan,Flint city,39.5%:51.6%,3,6.5%:5.8%,3,1.1%:2.0%,3,52.9%:40.6%,3
2016,26,34000,Michigan,Grand Rapids city,8.9%:16.6%,1,4.9%:10.3%,1,4.8%:5.8%,1,81.5%:67.3%,1
2016,26,46000,Michigan,Lansing city,8.9%:18.8%,3,7.7%:8.9%,3,2.1%:7.1%,3,81.3%:65.2%,3
2016,26,49000,Michigan,Livonia city,4.6%:15.8%,3,2.8%:1.6%,3,5.3%:3.8%,3,87.2%:78.9%,2
2016,26,69035,Michigan,Rochester Hills city,2.3%:3.9%,2,1.9%:2.6%,3,19.3%:17.3%,2,76.5%:76.3%,2
2016,26,74900,Michigan,Southfield city,24.4%:41.3%,2,0.5%:1.6%,3,8.8%:10.8%,3,66.3%:46.3%,2
2016,26,76460,Michigan,Sterling Heights city,2.1%:5.0%,3,0.5%:1.4%,3,7.8%:7.3%,3,89.6%:86.3%,1
2016,26,80700,Michigan,Troy city,2.2%:3.7%,3,1.9%:2.5%,3,19.4%:17.4%,2,76.5%:76.4%,2
2016,26,84000,Michigan,Warren city,5.5%:17.8%,3,1.7%:2.0%,3,9.2%:7.8%,3,83.7%:72.4%,2
2016,26,86000,Michigan,Westland city,8.2%:23.8%,2,2.6%:3.7%,3,3.9%:5.2%,3,85.3%:67.3%,2
2016,26,88940,Michigan,Wyoming city,1.2%:5.6%,3,7.5%:11.3%,3,2.1%:4.7%,3,89.2%:78.4%,2
2016,27,06616,Minnesota,Bloomington city,1.3%:7.6%,3,3.5%:6.6%,3,4.4%:6.7%,3,90.8%:79.0%,2
2016,27,07966,Minnesota,Brooklyn Park city,6.5%:16.5%,3,0.7%:5.1%,3,16.5%:9.3%,3,76.2%:69.1%,2
2016,27,17000,Minnesota,Duluth city,0.1%:3.9%,3,0.6%:1.3%,3,5.8%:6.0%,3,93.5%:88.8%,3
2016,27,43000,Minnesota,Minneapolis city,4.3%:15.6%,2,3.5%:5.9%,3,6.0%:9.5%,2,86.1%:69.0%,2
2016,27,51730,Minnesota,Plymouth city,0.7%:2.3%,3,0.4%:2.7%,3,8.3%:8.8%,3,90.6%:86.2%,2
2016,27,54880,Minnesota,Rochester city,0.4%:5.3%,3,0.3%:3.4%,3,5.1%:4.8%,3,94.2%:86.5%,2
2016,27,58000,Minnesota,St. Paul city,4.2%:13.3%,3,4.2%:7.7%,3,7.4%:12.6%,1,84.1%:66.4%,1
2016,27,71428,Minnesota,Woodbury city,2.5%:4.6%,3,3.6%:4.2%,3,6.6%:8.2%,3,87.2%:83.0%,2
2016,28,36000,Mississippi,Jackson city,43.4%:72.0%,3,1.5%:1.2%,3,2.4%:1.4%,3,52.8%:25.4%,3
2016,29,15670,Missouri,Columbia city,1.8%:9.0%,3,1.4%:2.8%,3,3.6%:5.5%,3,93.1%:82.7%,2
2016,29,35000,Missouri,Independence city,8.7%:12.0%,3,3.8%:5.4%,3,1.8%:2.7%,3,85.7%:79.8%,3
2016,29,38000,Missouri,Kansas City city,11.7%:26.8%,1,4.5%:7.3%,1,2.7%:4.2%,1,81.2%:61.7%,1
2016,29,41348,Missouri,Lee's Summit city,6.9%:7.6%,3,2.6%:3.6%,3,1.4%:2.5%,3,89.0%:86.4%,1
2016,29,54074,Missouri,O'Fallon city,3.1%:4.5%,3,1.1%:1.8%,3,2.3%:3.0%,3,93.5%:90.7%,2
2016,29,65000,Missouri,St. Louis city,16.8%:41.3%,3,2.3%:3.1%,3,2.9%:5.0%,3,78.1%:50.5%,3
2016,29,70000,Missouri,Springfield city,NA%:4.1%,NA,2.0%:3.1%,3,3.1%:3.8%,3,94.9%:88.9%,3
2016,30,06550,Montana,Billings city,0.1%:1.5%,3,1.5%:3.3%,3,2.4%:4.0%,1,96.1%:91.3%,1
2016,31,28000,Nebraska,Lincoln city,1.7%:4.1%,3,2.6%:5.7%,3,1.8%:6.0%,3,93.8%:84.2%,3
2016,31,37000,Nebraska,Omaha city,4.4%:12.7%,3,4.9%:7.9%,3,3.3%:4.7%,3,87.4%:74.7%,3
2016,32,31900,Nevada,Henderson city,2.6%:4.8%,1,7.5%:10.7%,1,11.4%:12.1%,1,78.5%:72.4%,1
2016,32,40000,Nevada,Las Vegas city,7.3%:14.5%,2,15.4%:24.7%,2,9.4%:8.6%,2,67.9%:52.1%,2
2016,32,51800,Nevada,North Las Vegas city,16.8%:19.5%,1,25.4%:32.7%,1,11.0%:8.1%,1,46.9%:39.8%,1
2016,32,60600,Nevada,Reno city,1.3%:3.0%,3,6.2%:17.0%,1,5.1%:8.7%,1,87.4%:71.3%,1
2016,32,68400,Nevada,Sparks city,0.5%:0.7%,3,10.8%:20.1%,2,7.0%:7.9%,2,81.6%:71.3%,2
2016,33,45140,New Hampshire,Manchester city,0.5%:4.6%,3,0.8%:7.1%,3,6.5%:7.3%,3,92.3%:81.0%,1
2016,33,50260,New Hampshire,Nashua city,NA%:2.3%,NA,2.9%:6.1%,3,4.5%:4.5%,3,92.6%:87.2%,2
2016,34,13690,New Jersey,Clifton city,2.7%:6.9%,3,21.1%:40.4%,2,8.1%:6.8%,2,68.1%:45.9%,2
2016,34,21000,New Jersey,Elizabeth city,4.0%:24.4%,3,56.2%:55.0%,3,7.4%:4.6%,3,32.4%:16.1%,3
2016,34,36000,New Jersey,Jersey City city,10.1%:21.7%,3,15.0%:24.9%,3,39.4%:26.6%,3,35.5%:26.9%,3
2016,34,51000,New Jersey,Newark city,34.4%:52.2%,3,33.1%:30.4%,3,4.2%:3.7%,3,28.4%:13.8%,3
2016,34,57000,New Jersey,Paterson city,26.7%:28.8%,2,50.5%:53.7%,2,5.4%:3.0%,3,17.4%:14.5%,3
2016,34,74000,New Jersey,Trenton city,24.6%:40.5%,2,5.4%:17.3%,3,6.0%:6.1%,3,64.1%:36.0%,2
2016,35,02000,New Mexico,Albuquerque city,0.8%:2.8%,3,32.2%:40.4%,2,5.5%:7.6%,2,61.4%:49.3%,2
2016,35,39380,New Mexico,Las Cruces city,1.7%:2.3%,3,41.2%:52.7%,1,3.3%:4.3%,3,53.8%:40.7%,1
2016,35,63460,New Mexico,Rio Rancho city,0.9%:1.0%,3,29.8%:32.1%,2,7.7%:12.7%,2,61.6%:54.2%,2
2016,35,70500,New Mexico,Santa Fe city,0.2%:0.7%,3,26.1%:41.9%,2,3.6%:4.7%,2,70.1%:52.8%,2
2016,36,01000,New York,Albany city,15.5%:26.2%,3,3.1%:8.1%,3,2.3%:9.5%,3,79.1%:56.3%,3
2016,36,11000,New York,Buffalo city,17.4%:37.3%,2,2.5%:8.0%,3,6.7%:6.6%,3,73.4%:48.1%,2
2016,36,50617,New York,New Rochelle city,13.6%:28.7%,2,9.6%:16.7%,2,8.2%:6.9%,3,68.6%:47.6%,2
2016,36,51000,New York,New York city,12.2%:22.3%,1,9.0%:25.0%,1,16.1%:14.5%,1,62.7%:38.2%,1
2016,36,63000,New York,Rochester city,20.2%:34.9%,3,5.5%:13.8%,3,14.5%:4.9%,3,59.8%:46.4%,3
2016,36,73000,New York,Syracuse city,13.1%:22.1%,3,4.3%:7.6%,3,5.3%:11.2%,3,77.2%:59.1%,3
2016,36,84000,New York,Yonkers city,8.6%:18.1%,3,16.0%:30.7%,2,8.3%:7.9%,2,67.1%:43.4%,2
2016,37,02140,North Carolina,Asheville city,3.1%:8.4%,3,1.5%:4.9%,3,4.2%:4.2%,3,91.2%:82.5%,2
2016,37,10740,North Carolina,Cary town,4.0%:9.7%,2,2.7%:6.5%,2,11.5%:12.1%,2,81.9%:71.7%,2
2016,37,12000,North Carolina,Charlotte city,10.6%:32.2%,2,4.0%:9.5%,2,5.5%:6.7%,2,79.8%:51.6%,2
2016,37,14100,North Carolina,Concord city,12.2%:19.5%,2,4.9%:7.6%,3,6.3%:4.3%,3,76.6%:68.6%,2
2016,37,19000,North Carolina,Durham city,22.1%:36.5%,3,3.0%:8.2%,3,5.8%:7.4%,3,69.1%:47.9%,3
2016,37,22920,North Carolina,Fayetteville city,28.1%:39.6%,1,8.6%:9.9%,1,6.0%:7.0%,1,57.3%:43.5%,1
2016,37,25580,North Carolina,Gastonia city,6.2%:19.2%,2,2.2%:5.7%,3,2.8%:3.5%,3,88.8%:71.6%,2
2016,37,28000,North Carolina,Greensboro city,15.3%:37.7%,2,2.3%:5.6%,2,6.3%:6.2%,2,76.2%:50.5%,2
2016,37,28080,North Carolina,Greenville city,15.0%:32.9%,2,6.1%:4.3%,3,1.6%:3.2%,3,77.3%:59.6%,2
2016,37,31400,North Carolina,High Point city,13.5%:30.8%,2,5.5%:6.8%,2,4.3%:5.1%,2,76.7%:57.3%,2
2016,37,55000,North Carolina,Raleigh city,8.2%:23.5%,3,3.2%:7.0%,3,6.0%:6.1%,3,82.7%:63.4%,3
2016,37,74440,North Carolina,Wilmington city,6.0%:12.5%,2,1.0%:3.3%,3,2.2%:3.9%,3,90.8%:80.3%,2
2016,37,75000,North Carolina,Winston-Salem city,14.6%:34.7%,3,4.2%:8.0%,3,2.2%:4.4%,3,79.0%:52.9%,3
2016,38,25700,North Dakota,Fargo city,0.5%:4.9%,3,0.1%:1.5%,3,1.3%:5.0%,3,98.1%:88.6%,2
2016,39,01000,Ohio,Akron city,20.6%:28.5%,3,1.2%:2.1%,3,2.0%:5.2%,3,76.3%:64.2%,3
2016,39,15000,Ohio,Cincinnati city,14.5%:38.0%,2,1.7%:2.7%,2,3.0%:4.4%,2,80.8%:54.9%,2
2016,39,16000,Ohio,Cleveland city,35.2%:49.7%,3,5.6%:8.3%,3,3.4%:3.7%,3,55.8%:38.3%,3
2016,39,18000,Ohio,Columbus city,10.2%:22.5%,2,2.5%:3.5%,2,4.8%:6.5%,2,82.5%:67.5%,2
2016,39,21000,Ohio,Dayton city,24.9%:33.6%,3,2.0%:2.2%,3,1.9%:2.8%,3,71.2%:61.5%,3
2016,39,61000,Ohio,Parma city,0.9%:5.0%,3,3.1%:5.0%,3,2.1%:2.2%,3,93.9%:87.8%,3
2016,39,77000,Ohio,Toledo city,16.1%:28.3%,3,3.6%:5.5%,3,1.8%:3.9%,3,78.5%:62.3%,3
2016,40,09050,Oklahoma,Broken Arrow city,3.1%:6.1%,3,5.3%:10.0%,2,9.6%:11.9%,2,82.0%:72.0%,2
2016,40,23200,Oklahoma,Edmond city,9.1%:13.1%,3,4.2%:7.4%,3,8.6%:8.5%,3,78.2%:71.0%,2
2016,40,41850,Oklahoma,Lawton city,19.8%:20.0%,3,5.9%:10.0%,3,6.8%:10.9%,3,67.5%:59.1%,1
2016,40,52500,Oklahoma,Norman city,1.8%:4.7%,3,7.1%:6.5%,3,11.8%:15.2%,2,79.3%:73.5%,2
2016,40,55000,Oklahoma,Oklahoma City city,5.7%:14.1%,3,6.4%:12.7%,3,10.3%:10.6%,3,77.6%:62.6%,3
2016,40,75000,Oklahoma,Tulsa city,2.9%:11.2%,3,3.9%:8.5%,3,9.9%:11.7%,3,83.3%:68.6%,3
2016,41,05350,Oregon,Beaverton city,1.4%:3.0%,3,5.0%:12.2%,2,11.9%:11.1%,2,81.7%:73.8%,2
2016,41,05800,Oregon,Bend city,NA,NA,1.7%:5.1%,3,5.0%:3.9%,3,93.4%:90.9%,2
2016,41,23850,Oregon,Eugene city,0.1%:1.3%,3,5.2%:8.3%,2,5.5%:7.1%,2,89.1%:83.2%,2
2016,41,31250,Oregon,Gresham city,1.2%:3.9%,3,2.9%:9.2%,2,10.0%:8.8%,2,85.9%:78.1%,2
2016,41,34100,Oregon,Hillsboro city,2.3%:3.3%,3,8.5%:16.1%,1,13.7%:17.8%,1,75.4%:62.8%,1
2016,41,47000,Oregon,Medford city,0.0%:0.2%,3,2.6%:10.7%,3,4.5%:5.9%,3,92.9%:83.2%,2
2016,41,59000,Oregon,Portland city,2.0%:5.1%,2,4.0%:7.0%,2,9.3%:11.3%,2,84.7%:76.6%,2
2016,41,64900,Oregon,Salem city,0.0%:1.0%,3,8.7%:13.5%,2,5.4%:7.5%,2,85.9%:78.0%,2
2016,42,02000,Pennsylvania,Allentown city,6.2%:11.1%,3,19.5%:39.7%,3,1.7%:3.8%,3,72.6%:45.4%,3
2016,42,06088,Pennsylvania,Bethlehem city,4.5%:6.4%,3,6.3%:14.1%,3,3.7%:5.0%,3,85.5%:74.5%,2
2016,42,24000,Pennsylvania,Erie city,3.7%:14.4%,3,3.5%:5.0%,3,2.2%:3.1%,3,90.7%:77.4%,3
2016,42,60000,Pennsylvania,Philadelphia city,25.4%:39.9%,1,5.7%:10.5%,1,8.0%:8.6%,1,61.0%:41.1%,1
2016,42,61000,Pennsylvania,Pittsburgh city,8.2%:22.2%,2,1.1%:2.3%,3,4.9%:7.6%,3,85.9%:67.9%,2
2016,42,63624,Pennsylvania,Reading city,2.8%:8.4%,3,12.8%:32.9%,2,3.6%:2.6%,3,80.7%:56.1%,2
2016,42,69000,Pennsylvania,Scranton city,0.7%:3.6%,3,0.6%:7.3%,3,2.0%:4.0%,3,96.8%:85.2%,3
2016,44,19180,Rhode Island,Cranston city,2.3%:6.6%,3,5.6%:8.7%,3,4.7%:5.8%,3,87.4%:78.9%,2
2016,44,54640,Rhode Island,Pawtucket city,2.7%:7.8%,3,4.7%:14.7%,3,4.0%:6.5%,3,88.6%:70.9%,2
2016,44,59000,Rhode Island,Providence city,6.8%:11.0%,3,14.1%:34.6%,3,8.3%:10.0%,3,70.8%:44.4%,3
2016,44,74300,Rhode Island,Warwick city,0.5%:1.3%,3,2.7%:3.2%,3,4.0%:3.6%,3,92.8%:91.9%,2
2016,45,13330,South Carolina,Charleston city,9.8%:23.0%,2,0.7%:2.7%,3,0.9%:2.1%,3,88.6%:72.3%,2
2016,45,16000,South Carolina,Columbia city,24.4%:41.6%,3,1.0%:5.0%,3,3.9%:5.9%,3,70.7%:47.6%,3
2016,45,48535,South Carolina,Mount Pleasant town,6.7%:17.4%,2,2.0%:2.0%,3,2.4%:2.8%,3,89.0%:77.8%,2
2016,45,50875,South Carolina,North Charleston city,17.1%:34.4%,2,2.7%:7.3%,3,3.9%:4.9%,2,76.3%:53.5%,2
2016,46,59020,South Dakota,Sioux Falls city,0.3%:3.7%,3,1.3%:2.5%,3,1.8%:4.6%,3,96.7%:89.2%,1
2016,47,14000,Tennessee,Chattanooga city,13.9%:27.7%,3,1.7%:3.0%,3,3.3%:3.6%,3,81.1%:65.8%,3
2016,47,15160,Tennessee,Clarksville city,14.4%:18.7%,2,8.5%:8.2%,3,3.5%:5.0%,3,73.6%:68.0%,2
2016,47,27740,Tennessee,Franklin city,4.5%:4.8%,3,1.1%:4.2%,3,3.7%:5.8%,3,90.7%:85.2%,3
2016,47,40000,Tennessee,Knoxville city,9.0%:17.3%,3,1.0%:3.7%,3,2.4%:3.9%,3,87.6%:75.1%,3
2016,47,48000,Tennessee,Memphis city,29.4%:60.1%,2,2.2%:4.4%,2,2.6%:2.4%,2,65.8%:33.0%,2
2016,47,51560,Tennessee,Murfreesboro city,8.5%:16.3%,2,1.9%:4.1%,3,3.0%:3.7%,3,86.6%:75.9%,2
2016,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),13.0%:26.5%,1,2.7%:6.8%,1,3.6%:4.9%,1,80.7%:61.8%,1
2016,48,01000,Texas,Abilene city,1.4%:7.7%,3,14.4%:17.0%,3,4.6%:4.6%,3,79.6%:70.8%,3
2016,48,01924,Texas,Allen city,6.6%:9.4%,2,8.5%:12.0%,2,18.3%:14.2%,2,66.6%:64.5%,2
2016,48,03000,Texas,Amarillo city,1.4%:7.2%,3,12.4%:24.3%,3,4.1%:4.5%,3,82.1%:64.1%,3
2016,48,04000,Texas,Arlington city,17.4%:24.2%,3,16.9%:23.0%,3,10.9%:8.9%,3,54.8%:43.9%,3
2016,48,05000,Texas,Austin city,2.1%:7.5%,2,12.4%:25.7%,2,7.0%:8.4%,2,78.6%:58.5%,2
2016,48,06128,Texas,Baytown city,11.4%:17.3%,2,39.4%:32.7%,2,3.4%:3.3%,3,45.8%:46.7%,2
2016,48,07000,Texas,Beaumont city,29.1%:44.9%,3,8.4%:13.4%,3,9.3%:4.3%,3,53.3%:37.4%,3
2016,48,10768,Texas,Brownsville city,0.2%:0.1%,3,78.8%:89.3%,1,0.5%:0.6%,3,20.5%:10.0%,1
2016,48,10912,Texas,Bryan city,2.7%:10.9%,3,10.2%:20.7%,2,7.4%:8.3%,3,79.7%:60.1%,2
2016,48,13024,Texas,Carrollton city,4.5%:17.0%,2,10.0%:18.5%,2,21.4%:17.4%,2,64.1%:47.1%,2
2016,48,13552,Texas,Cedar Park city,6.0%:5.2%,3,11.1%:15.4%,3,7.1%:6.3%,3,75.9%:73.0%,3
2016,48,15976,Texas,College Station city,2.7%:10.9%,3,10.2%:20.7%,2,7.4%:8.3%,3,79.7%:60.1%,2
2016,48,16432,Texas,Conroe city,1.8%:4.3%,3,13.8%:20.6%,3,3.0%:2.4%,3,81.4%:72.8%,3
2016,48,17000,Texas,Corpus Christi city,1.7%:5.2%,3,44.2%:58.9%,2,2.4%:2.1%,3,51.7%:33.8%,2
2016,48,19000,Texas,Dallas city,6.0%:24.9%,2,12.7%:29.5%,2,6.0%:5.9%,2,75.4%:39.7%,2
2016,48,19972,Texas,Denton city,3.1%:10.2%,2,7.8%:16.7%,2,5.2%:7.5%,2,84.0%:65.7%,2
2016,48,22660,Texas,Edinburg city,NA%:0.1%,NA,86.8%:90.2%,2,1.7%:1.1%,3,11.4%:8.7%,3
2016,48,24000,Texas,El Paso city,2.7%:4.9%,3,71.1%:75.0%,2,3.4%:2.5%,2,22.8%:17.7%,2
2016,48,26232,Texas,Flower Mound town,2.2%:3.9%,2,7.0%:9.0%,2,10.6%:8.7%,2,80.2%:78.4%,2
2016,48,27000,Texas,Fort Worth city,8.3%:15.9%,2,14.5%:25.1%,2,4.9%:5.1%,2,72.3%:54.0%,2
2016,48,27684,Texas,Frisco city,4.9%:8.5%,2,6.7%:9.7%,2,18.7%:15.0%,2,69.8%:66.8%,2
2016,48,29000,Texas,Garland city,13.7%:16.6%,3,16.7%:26.1%,3,13.5%:11.9%,3,56.1%:45.4%,3
2016,48,30464,Texas,Grand Prairie city,18.2%:21.4%,2,33.1%:38.2%,2,10.9%:7.4%,2,37.8%:32.9%,2
2016,48,35000,Texas,Houston city,7.9%:22.8%,2,17.3%:35.4%,2,10.2%:9.1%,2,64.6%:32.7%,2
2016,48,37000,Texas,Irving city,3.6%:16.3%,3,17.6%:32.6%,3,26.3%:16.2%,3,52.4%:34.8%,3
2016,48,39148,Texas,Killeen city,36.9%:31.4%,1,23.5%:18.7%,1,8.6%:11.4%,1,31.0%:38.5%,1
2016,48,41464,Texas,Laredo city,0.1%:0.4%,3,90.6%:93.4%,1,0.5%:0.5%,3,8.8%:5.7%,3
2016,48,41980,Texas,League City city,3.9%:8.0%,2,12.0%:17.0%,2,8.1%:7.0%,2,76.0%:67.9%,2
2016,48,42508,Texas,Lewisville city,6.2%:11.4%,1,13.2%:23.1%,1,17.0%:11.4%,1,63.5%:54.1%,1
2016,48,43888,Texas,Longview city,6.7%:22.1%,2,10.2%:12.1%,2,0.4%:2.9%,3,82.8%:62.9%,2
2016,48,45000,Texas,Lubbock city,1.7%:6.4%,3,15.2%:27.8%,3,2.5%:4.0%,3,80.7%:61.8%,3
2016,48,45384,Texas,McAllen city,0.9%:1.5%,3,71.2%:79.9%,1,6.3%:4.9%,3,21.6%:13.8%,1
2016,48,45744,Texas,McKinney city,8.6%:10.4%,1,8.1%:12.7%,1,11.5%:9.1%,1,71.8%:67.7%,1
2016,48,47892,Texas,Mesquite city,18.5%:24.9%,2,21.5%:29.5%,2,6.7%:4.1%,2,53.3%:41.5%,2
2016,48,48072,Texas,Midland city,1.6%:8.2%,3,23.3%:36.6%,1,4.1%:3.4%,3,71.0%:51.9%,1
2016,48,48768,Texas,Mission city,0.0%:0.1%,3,82.0%:82.9%,2,1.2%:0.8%,3,16.7%:16.2%,2
2016,48,50820,Texas,New Braunfels city,4.0%:2.6%,2,13.8%:21.5%,2,1.1%:2.4%,3,81.2%:73.5%,2
2016,48,53388,Texas,Odessa city,1.0%:4.9%,3,38.4%:49.7%,2,1.5%:3.0%,3,59.1%:42.3%,2
2016,48,56000,Texas,Pasadena city,1.9%:5.5%,3,32.6%:52.5%,3,8.1%:3.7%,3,57.3%:38.2%,3
2016,48,56348,Texas,Pearland city,18.1%:19.0%,2,24.3%:21.5%,2,15.4%:10.2%,2,42.1%:49.3%,2
2016,48,57200,Texas,Pharr city,NA%:0.0%,NA,89.7%:89.6%,2,1.3%:0.5%,3,9.0%:9.9%,3
2016,48,58016,Texas,Plano city,4.6%:11.9%,1,8.8%:12.2%,1,20.0%:19.1%,1,66.6%:56.8%,1
2016,48,61796,Texas,Richardson city,1.6%:11.1%,3,8.0%:17.3%,2,9.3%:15.2%,2,81.1%:56.4%,2
2016,48,63500,Texas,Round Rock city,5.9%:8.4%,2,19.1%:24.2%,2,10.0%:9.4%,2,65.1%:58.0%,2
2016,48,64472,Texas,San Angelo city,0.4%:4.0%,3,24.7%:32.4%,1,1.1%:1.7%,3,73.8%:62.0%,1
2016,48,65000,Texas,San Antonio city,4.1%:7.6%,2,41.9%:55.2%,2,3.7%:3.9%,2,50.3%:33.3%,2
2016,48,70808,Texas,Sugar Land city,5.8%:15.4%,2,10.8%:12.8%,2,38.4%:28.4%,2,45.1%:43.4%,2
2016,48,72176,Texas,Temple city,4.5%:13.1%,3,14.1%:20.0%,2,1.8%:4.6%,3,79.6%:62.3%,2
2016,48,74144,Texas,Tyler city,10.6%:25.4%,1,8.1%:13.6%,1,2.9%:3.9%,3,78.5%:57.1%,1
2016,48,76000,Texas,Waco city,7.7%:20.2%,1,14.8%:24.2%,1,1.0%:2.5%,3,76.4%:53.1%,1
2016,48,79000,Texas,Wichita Falls city,1.7%:12.3%,3,12.4%:15.3%,3,3.1%:4.5%,3,82.9%:67.9%,3
2016,49,43660,Utah,Layton city,0.7%:2.0%,3,5.0%:9.4%,3,3.6%:5.3%,3,90.7%:83.2%,3
2016,49,44320,Utah,Lehi city,0.0%:0.2%,3,4.5%:6.9%,3,2.1%:3.4%,3,93.4%:89.6%,3
