year,state,place,subgroup_type,subgroup,index_air_hazard,environmental_quality
2014,55,31000,race-ethnicity,"Majority White, Non-Hispanic",86,1
2014,55,31000,race-ethnicity,No Majority Race/Ethnicity,76,1
2014,55,39225,all,All,78,1
2014,55,39225,race-ethnicity,Majority Non-White,74,1
2014,55,39225,race-ethnicity,"Majority White, Non-Hispanic",78,1
2014,55,39225,race-ethnicity,No Majority Race/Ethnicity,77,1
2014,55,48000,all,All,82,1
2014,55,48000,race-ethnicity,Majority Non-White,82,1
2014,55,48000,race-ethnicity,"Majority White, Non-Hispanic",82,1
2014,55,48000,race-ethnicity,No Majority Race/Ethnicity,85,1
2014,55,53000,all,All,68,1
2014,55,53000,race-ethnicity,Majority Non-White,67,1
2014,55,53000,race-ethnicity,"Majority White, Non-Hispanic",70,1
2014,55,53000,race-ethnicity,No Majority Race/Ethnicity,64,1
2014,55,66000,all,All,81,1
2014,55,66000,race-ethnicity,Majority Non-White,84,1
2014,55,66000,race-ethnicity,"Majority White, Non-Hispanic",79,1
2014,55,66000,race-ethnicity,No Majority Race/Ethnicity,83,1
2018,01,03076,all,All,15,1
2018,01,03076,race-ethnicity,Majority Non-White,NA,NA
2018,01,03076,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,01,03076,race-ethnicity,No Majority Race/Ethnicity,15,1
2018,01,07000,all,All,7,1
2018,01,07000,race-ethnicity,Majority Non-White,7,1
2018,01,07000,race-ethnicity,"Majority White, Non-Hispanic",7,1
2018,01,07000,race-ethnicity,No Majority Race/Ethnicity,7,1
2018,01,35896,all,All,9,1
2018,01,35896,race-ethnicity,Majority Non-White,8,1
2018,01,35896,race-ethnicity,"Majority White, Non-Hispanic",10,1
2018,01,35896,race-ethnicity,No Majority Race/Ethnicity,8,1
2018,01,37000,all,All,18,1
2018,01,37000,race-ethnicity,Majority Non-White,18,1
2018,01,37000,race-ethnicity,"Majority White, Non-Hispanic",18,1
2018,01,37000,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,01,50000,all,All,17,1
2018,01,50000,race-ethnicity,Majority Non-White,15,1
2018,01,50000,race-ethnicity,"Majority White, Non-Hispanic",18,1
2018,01,50000,race-ethnicity,No Majority Race/Ethnicity,17,1
2018,01,51000,all,All,15,1
2018,01,51000,race-ethnicity,Majority Non-White,16,1
2018,01,51000,race-ethnicity,"Majority White, Non-Hispanic",14,1
2018,01,51000,race-ethnicity,No Majority Race/Ethnicity,15,1
2018,01,77256,all,All,7,1
2018,01,77256,race-ethnicity,Majority Non-White,6,1
2018,01,77256,race-ethnicity,"Majority White, Non-Hispanic",8,1
2018,01,77256,race-ethnicity,No Majority Race/Ethnicity,6,1
2018,02,03000,all,All,46,1
2018,02,03000,race-ethnicity,Majority Non-White,41,1
2018,02,03000,race-ethnicity,"Majority White, Non-Hispanic",62,1
2018,02,03000,race-ethnicity,No Majority Race/Ethnicity,33,1
2018,04,04720,all,All,20,1
2018,04,04720,race-ethnicity,Majority Non-White,20,1
2018,04,04720,race-ethnicity,"Majority White, Non-Hispanic",74,1
2018,04,04720,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,04,07940,all,All,68,1
2018,04,07940,race-ethnicity,Majority Non-White,NA,NA
2018,04,07940,race-ethnicity,"Majority White, Non-Hispanic",66,1
2018,04,07940,race-ethnicity,No Majority Race/Ethnicity,68,1
2018,04,12000,all,All,19,1
2018,04,12000,race-ethnicity,Majority Non-White,14,1
2018,04,12000,race-ethnicity,"Majority White, Non-Hispanic",22,1
2018,04,12000,race-ethnicity,No Majority Race/Ethnicity,16,1
2018,04,23620,all,All,92,1
2018,04,23620,race-ethnicity,Majority Non-White,NA,NA
2018,04,23620,race-ethnicity,"Majority White, Non-Hispanic",91,1
2018,04,23620,race-ethnicity,No Majority Race/Ethnicity,95,1
2018,04,27400,all,All,26,1
2018,04,27400,race-ethnicity,Majority Non-White,NA,NA
2018,04,27400,race-ethnicity,"Majority White, Non-Hispanic",26,1
2018,04,27400,race-ethnicity,No Majority Race/Ethnicity,19,1
2018,04,27820,all,All,26,1
2018,04,27820,race-ethnicity,Majority Non-White,26,1
2018,04,27820,race-ethnicity,"Majority White, Non-Hispanic",27,1
2018,04,27820,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,04,28380,all,All,34,1
2018,04,28380,race-ethnicity,Majority Non-White,26,1
2018,04,28380,race-ethnicity,"Majority White, Non-Hispanic",60,1
2018,04,28380,race-ethnicity,No Majority Race/Ethnicity,27,1
2018,04,46000,all,All,27,1
2018,04,46000,race-ethnicity,Majority Non-White,26,1
2018,04,46000,race-ethnicity,"Majority White, Non-Hispanic",28,1
2018,04,46000,race-ethnicity,No Majority Race/Ethnicity,24,1
2018,04,54050,all,All,34,1
2018,04,54050,race-ethnicity,Majority Non-White,26,1
2018,04,54050,race-ethnicity,"Majority White, Non-Hispanic",37,1
2018,04,54050,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,04,55000,all,All,26,1
2018,04,55000,race-ethnicity,Majority Non-White,23,1
2018,04,55000,race-ethnicity,"Majority White, Non-Hispanic",31,1
2018,04,55000,race-ethnicity,No Majority Race/Ethnicity,22,1
2018,04,65000,all,All,37,1
2018,04,65000,race-ethnicity,Majority Non-White,NA,NA
2018,04,65000,race-ethnicity,"Majority White, Non-Hispanic",37,1
2018,04,65000,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,04,71510,all,All,53,1
2018,04,71510,race-ethnicity,Majority Non-White,26,1
2018,04,71510,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,04,71510,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,04,73000,all,All,16,1
2018,04,73000,race-ethnicity,Majority Non-White,17,1
2018,04,73000,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,04,73000,race-ethnicity,No Majority Race/Ethnicity,19,1
2018,04,77000,all,All,58,NA
2018,04,77000,race-ethnicity,Majority Non-White,53,1
2018,04,77000,race-ethnicity,"Majority White, Non-Hispanic",66,1
2018,04,77000,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,04,85540,all,All,34,1
2018,04,85540,race-ethnicity,Majority Non-White,36,1
2018,04,85540,race-ethnicity,"Majority White, Non-Hispanic",24,1
2018,04,85540,race-ethnicity,No Majority Race/Ethnicity,30,1
2018,05,23290,all,All,28,1
2018,05,23290,race-ethnicity,Majority Non-White,NA,NA
2018,05,23290,race-ethnicity,"Majority White, Non-Hispanic",28,1
2018,05,23290,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,05,24550,all,All,13,1
2018,05,24550,race-ethnicity,Majority Non-White,14,1
2018,05,24550,race-ethnicity,"Majority White, Non-Hispanic",13,1
2018,05,24550,race-ethnicity,No Majority Race/Ethnicity,14,1
2018,05,35710,all,All,47,1
2018,05,35710,race-ethnicity,Majority Non-White,NA,NA
2018,05,35710,race-ethnicity,"Majority White, Non-Hispanic",50,1
2018,05,35710,race-ethnicity,No Majority Race/Ethnicity,42,1
2018,05,41000,all,All,20,1
2018,05,41000,race-ethnicity,Majority Non-White,21,1
2018,05,41000,race-ethnicity,"Majority White, Non-Hispanic",19,1
2018,05,41000,race-ethnicity,No Majority Race/Ethnicity,19,1
2018,05,66080,all,All,23,1
2018,05,66080,race-ethnicity,Majority Non-White,24,1
2018,05,66080,race-ethnicity,"Majority White, Non-Hispanic",25,1
2018,05,66080,race-ethnicity,No Majority Race/Ethnicity,21,1
2018,06,00562,all,All,48,1
2018,06,00562,race-ethnicity,Majority Non-White,49,1
2018,06,00562,race-ethnicity,"Majority White, Non-Hispanic",48,1
2018,06,00562,race-ethnicity,No Majority Race/Ethnicity,48,1
2018,06,00884,all,All,4,1
2018,06,00884,race-ethnicity,Majority Non-White,4,1
2018,06,00884,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,00884,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,02000,all,All,6,1
2018,06,02000,race-ethnicity,Majority Non-White,5,1
2018,06,02000,race-ethnicity,"Majority White, Non-Hispanic",11,1
2018,06,02000,race-ethnicity,No Majority Race/Ethnicity,11,1
2018,06,02252,all,All,32,1
2018,06,02252,race-ethnicity,Majority Non-White,31,1
2018,06,02252,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,02252,race-ethnicity,No Majority Race/Ethnicity,38,1
2018,06,02364,all,All,54,1
2018,06,02364,race-ethnicity,Majority Non-White,55,1
2018,06,02364,race-ethnicity,"Majority White, Non-Hispanic",56,1
2018,06,02364,race-ethnicity,No Majority Race/Ethnicity,53,1
2018,06,03526,all,All,24,1
2018,06,03526,race-ethnicity,Majority Non-White,23,1
2018,06,03526,race-ethnicity,"Majority White, Non-Hispanic",28,1
2018,06,03526,race-ethnicity,No Majority Race/Ethnicity,24,1
2018,06,04982,all,All,4,1
2018,06,04982,race-ethnicity,Majority Non-White,4,1
2018,06,04982,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,04982,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,06000,all,All,40,1
2018,06,06000,race-ethnicity,Majority Non-White,40,1
2018,06,06000,race-ethnicity,"Majority White, Non-Hispanic",41,1
2018,06,06000,race-ethnicity,No Majority Race/Ethnicity,39,1
2018,06,08786,all,All,5,1
2018,06,08786,race-ethnicity,Majority Non-White,5,1
2018,06,08786,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,08786,race-ethnicity,No Majority Race/Ethnicity,5,1
2018,06,08954,all,All,12,1
2018,06,08954,race-ethnicity,Majority Non-White,9,1
2018,06,08954,race-ethnicity,"Majority White, Non-Hispanic",13,1
2018,06,08954,race-ethnicity,No Majority Race/Ethnicity,12,1
2018,06,11194,all,All,51,1
2018,06,11194,race-ethnicity,Majority Non-White,NA,NA
2018,06,11194,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,06,11194,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,11530,all,All,0,1
2018,06,11530,race-ethnicity,Majority Non-White,0,1
2018,06,11530,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,11530,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,13014,all,All,1,1
2018,06,13014,race-ethnicity,Majority Non-White,NA,NA
2018,06,13014,race-ethnicity,"Majority White, Non-Hispanic",1,1
2018,06,13014,race-ethnicity,No Majority Race/Ethnicity,1,1
2018,06,13210,all,All,9,1
2018,06,13210,race-ethnicity,Majority Non-White,9,1
2018,06,13210,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,13210,race-ethnicity,No Majority Race/Ethnicity,12,1
2018,06,13214,all,All,16,1
2018,06,13214,race-ethnicity,Majority Non-White,15,1
2018,06,13214,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,13214,race-ethnicity,No Majority Race/Ethnicity,18,1
2018,06,13392,all,All,31,1
2018,06,13392,race-ethnicity,Majority Non-White,31,1
2018,06,13392,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,13392,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,06,13588,all,All,1,1
2018,06,13588,race-ethnicity,Majority Non-White,NA,NA
2018,06,13588,race-ethnicity,"Majority White, Non-Hispanic",1,1
2018,06,13588,race-ethnicity,No Majority Race/Ethnicity,1,1
2018,06,14218,all,All,11,1
2018,06,14218,race-ethnicity,Majority Non-White,7,1
2018,06,14218,race-ethnicity,"Majority White, Non-Hispanic",14,1
2018,06,14218,race-ethnicity,No Majority Race/Ethnicity,10,1
2018,06,15044,all,All,1,1
2018,06,15044,race-ethnicity,Majority Non-White,1,1
2018,06,15044,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,15044,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,16000,all,All,41,1
2018,06,16000,race-ethnicity,Majority Non-White,40,1
2018,06,16000,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,06,16000,race-ethnicity,No Majority Race/Ethnicity,36,1
2018,06,16350,all,All,15,1
2018,06,16350,race-ethnicity,Majority Non-White,13,1
2018,06,16350,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,16350,race-ethnicity,No Majority Race/Ethnicity,17,1
2018,06,16532,all,All,32,1
2018,06,16532,race-ethnicity,Majority Non-White,40,1
2018,06,16532,race-ethnicity,"Majority White, Non-Hispanic",37,1
2018,06,16532,race-ethnicity,No Majority Race/Ethnicity,21,1
2018,06,17918,all,All,69,1
2018,06,17918,race-ethnicity,Majority Non-White,69,1
2018,06,17918,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,17918,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,19766,all,All,4,1
2018,06,19766,race-ethnicity,Majority Non-White,4,1
2018,06,19766,race-ethnicity,"Majority White, Non-Hispanic",9,1
2018,06,19766,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,21712,all,All,20,1
2018,06,21712,race-ethnicity,Majority Non-White,20,1
2018,06,21712,race-ethnicity,"Majority White, Non-Hispanic",21,1
2018,06,21712,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,06,22020,all,All,6,1
2018,06,22020,race-ethnicity,Majority Non-White,6,1
2018,06,22020,race-ethnicity,"Majority White, Non-Hispanic",7,1
2018,06,22020,race-ethnicity,No Majority Race/Ethnicity,4,1
2018,06,22230,all,All,4,1
2018,06,22230,race-ethnicity,Majority Non-White,4,1
2018,06,22230,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,22230,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,22804,all,All,38,1
2018,06,22804,race-ethnicity,Majority Non-White,38,1
2018,06,22804,race-ethnicity,"Majority White, Non-Hispanic",40,1
2018,06,22804,race-ethnicity,No Majority Race/Ethnicity,37,1
2018,06,23182,all,All,34,1
2018,06,23182,race-ethnicity,Majority Non-White,30,1
2018,06,23182,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,23182,race-ethnicity,No Majority Race/Ethnicity,45,1
2018,06,24638,all,All,4,1
2018,06,24638,race-ethnicity,Majority Non-White,4,1
2018,06,24638,race-ethnicity,"Majority White, Non-Hispanic",4,1
2018,06,24638,race-ethnicity,No Majority Race/Ethnicity,5,1
2018,06,24680,all,All,12,1
2018,06,24680,race-ethnicity,Majority Non-White,12,1
2018,06,24680,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,24680,race-ethnicity,No Majority Race/Ethnicity,77,1
2018,06,26000,all,All,55,1
2018,06,26000,race-ethnicity,Majority Non-White,55,1
2018,06,26000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,26000,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,06,27000,all,All,10,1
2018,06,27000,race-ethnicity,Majority Non-White,9,1
2018,06,27000,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,06,27000,race-ethnicity,No Majority Race/Ethnicity,11,1
2018,06,28000,all,All,6,1
2018,06,28000,race-ethnicity,Majority Non-White,5,1
2018,06,28000,race-ethnicity,"Majority White, Non-Hispanic",7,1
2018,06,28000,race-ethnicity,No Majority Race/Ethnicity,6,1
2018,06,29000,all,All,6,1
2018,06,29000,race-ethnicity,Majority Non-White,6,1
2018,06,29000,race-ethnicity,"Majority White, Non-Hispanic",5,1
2018,06,29000,race-ethnicity,No Majority Race/Ethnicity,5,1
2018,06,30000,all,All,10,1
2018,06,30000,race-ethnicity,Majority Non-White,8,1
2018,06,30000,race-ethnicity,"Majority White, Non-Hispanic",10,1
2018,06,30000,race-ethnicity,No Majority Race/Ethnicity,10,1
2018,06,32548,all,All,4,1
2018,06,32548,race-ethnicity,Majority Non-White,4,1
2018,06,32548,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,32548,race-ethnicity,No Majority Race/Ethnicity,5,1
2018,06,33000,all,All,46,1
2018,06,33000,race-ethnicity,Majority Non-White,46,1
2018,06,33000,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,33000,race-ethnicity,No Majority Race/Ethnicity,50,1
2018,06,33182,all,All,48,1
2018,06,33182,race-ethnicity,Majority Non-White,49,1
2018,06,33182,race-ethnicity,"Majority White, Non-Hispanic",49,1
2018,06,33182,race-ethnicity,No Majority Race/Ethnicity,45,1
2018,06,33434,all,All,42,1
2018,06,33434,race-ethnicity,Majority Non-White,42,1
2018,06,33434,race-ethnicity,"Majority White, Non-Hispanic",37,1
2018,06,33434,race-ethnicity,No Majority Race/Ethnicity,40,1
2018,06,36000,all,All,32,1
2018,06,36000,race-ethnicity,Majority Non-White,34,1
2018,06,36000,race-ethnicity,"Majority White, Non-Hispanic",34,1
2018,06,36000,race-ethnicity,No Majority Race/Ethnicity,29,1
2018,06,36448,all,All,49,1
2018,06,36448,race-ethnicity,Majority Non-White,51,1
2018,06,36448,race-ethnicity,"Majority White, Non-Hispanic",47,1
2018,06,36448,race-ethnicity,No Majority Race/Ethnicity,45,1
2018,06,36546,all,All,2,1
2018,06,36546,race-ethnicity,Majority Non-White,2,1
2018,06,36546,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,36546,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,36770,all,All,18,1
2018,06,36770,race-ethnicity,Majority Non-White,20,1
2018,06,36770,race-ethnicity,"Majority White, Non-Hispanic",13,1
2018,06,36770,race-ethnicity,No Majority Race/Ethnicity,14,1
2018,06,37692,race-ethnicity,Majority Non-White,NA,NA
2018,06,37692,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,37692,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,39496,all,All,20,1
2018,06,39496,race-ethnicity,Majority Non-White,20,1
2018,06,39496,race-ethnicity,"Majority White, Non-Hispanic",19,1
2018,06,39496,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,06,39892,all,All,1,1
2018,06,39892,race-ethnicity,Majority Non-White,1,1
2018,06,39892,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,39892,race-ethnicity,No Majority Race/Ethnicity,1,1
2018,06,40130,all,All,63,1
2018,06,40130,race-ethnicity,Majority Non-White,62,1
2018,06,40130,race-ethnicity,"Majority White, Non-Hispanic",93,1
2018,06,40130,race-ethnicity,No Majority Race/Ethnicity,63,1
2018,06,41992,all,All,55,1
2018,06,41992,race-ethnicity,Majority Non-White,55,1
2018,06,41992,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,06,41992,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,06,43000,all,All,0,1
2018,06,43000,race-ethnicity,Majority Non-White,0,1
2018,06,43000,race-ethnicity,"Majority White, Non-Hispanic",1,1
2018,06,43000,race-ethnicity,No Majority Race/Ethnicity,0,1
2018,06,44000,all,All,10,NA
2018,06,44000,race-ethnicity,Majority Non-White,8,1
2018,06,44000,race-ethnicity,"Majority White, Non-Hispanic",15,1
2018,06,44000,race-ethnicity,No Majority Race/Ethnicity,14,1
2018,06,45484,all,All,26,1
2018,06,45484,race-ethnicity,Majority Non-White,26,1
2018,06,45484,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,45484,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,06,46842,all,All,33,1
2018,06,46842,race-ethnicity,Majority Non-White,32,1
2018,06,46842,race-ethnicity,"Majority White, Non-Hispanic",29,1
2018,06,46842,race-ethnicity,No Majority Race/Ethnicity,35,1
2018,06,46898,all,All,17,1
2018,06,46898,race-ethnicity,Majority Non-White,15,1
2018,06,46898,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,46898,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,06,47766,all,All,58,1
2018,06,47766,race-ethnicity,Majority Non-White,58,1
2018,06,47766,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,47766,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,06,48256,all,All,21,1
2018,06,48256,race-ethnicity,Majority Non-White,37,1
2018,06,48256,race-ethnicity,"Majority White, Non-Hispanic",20,1
2018,06,48256,race-ethnicity,No Majority Race/Ethnicity,20,1
2018,06,48354,all,All,26,1
2018,06,48354,race-ethnicity,Majority Non-White,26,1
2018,06,48354,race-ethnicity,"Majority White, Non-Hispanic",25,1
2018,06,48354,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,06,49270,all,All,23,1
2018,06,49270,race-ethnicity,Majority Non-White,23,1
2018,06,49270,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,49270,race-ethnicity,No Majority Race/Ethnicity,26,1
2018,06,49670,all,All,55,1
2018,06,49670,race-ethnicity,Majority Non-White,55,1
2018,06,49670,race-ethnicity,"Majority White, Non-Hispanic",55,1
2018,06,49670,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,06,50076,all,All,39,1
2018,06,50076,race-ethnicity,Majority Non-White,40,1
2018,06,50076,race-ethnicity,"Majority White, Non-Hispanic",41,1
2018,06,50076,race-ethnicity,No Majority Race/Ethnicity,39,1
2018,06,50258,all,All,54,1
2018,06,50258,race-ethnicity,Majority Non-White,55,1
2018,06,50258,race-ethnicity,"Majority White, Non-Hispanic",51,1
2018,06,50258,race-ethnicity,No Majority Race/Ethnicity,55,1
2018,06,51182,all,All,44,1
2018,06,51182,race-ethnicity,Majority Non-White,NA,NA
2018,06,51182,race-ethnicity,"Majority White, Non-Hispanic",45,1
2018,06,51182,race-ethnicity,No Majority Race/Ethnicity,17,1
2018,06,52526,all,All,5,1
2018,06,52526,race-ethnicity,Majority Non-White,5,1
2018,06,52526,race-ethnicity,"Majority White, Non-Hispanic",NA,NA
2018,06,52526,race-ethnicity,No Majority Race/Ethnicity,NA,NA
2018,06,53000,all,All,47,1
2018,06,53000,race-ethnicity,Majority Non-White,47,1
2018,06,53000,race-ethnicity,"Majority White, Non-Hispanic",47,1
