year,state,county,subgroup_type,subgroup,poverty_exposure
2018,21,025,race-ethnicity,Other Races and Ethnicities,0.5588235294117647
2018,21,025,race-ethnicity,"White, Non-Hispanic",0.2718829811934061
2018,21,027,all,All,0
2018,21,027,race-ethnicity,"Black, Non-Hispanic",0
2018,21,027,race-ethnicity,Hispanic,0
2018,21,027,race-ethnicity,Other Races and Ethnicities,0
2018,21,027,race-ethnicity,"White, Non-Hispanic",0
2018,21,029,all,All,0
2018,21,029,race-ethnicity,"Black, Non-Hispanic",0
2018,21,029,race-ethnicity,Hispanic,0
2018,21,029,race-ethnicity,Other Races and Ethnicities,0
2018,21,029,race-ethnicity,"White, Non-Hispanic",0
2018,21,031,all,All,0
2018,21,031,race-ethnicity,"Black, Non-Hispanic",0
2018,21,031,race-ethnicity,Hispanic,0
2018,21,031,race-ethnicity,Other Races and Ethnicities,0
2018,21,031,race-ethnicity,"White, Non-Hispanic",0
2018,21,033,all,All,0
2018,21,033,race-ethnicity,"Black, Non-Hispanic",0
2018,21,033,race-ethnicity,Hispanic,0
2018,21,033,race-ethnicity,Other Races and Ethnicities,0
2018,21,033,race-ethnicity,"White, Non-Hispanic",0
2018,21,035,all,All,0.4389055472263868
2018,21,035,race-ethnicity,"Black, Non-Hispanic",0.4288888888888889
2018,21,035,race-ethnicity,Hispanic,0.15632754342431762
2018,21,035,race-ethnicity,Other Races and Ethnicities,0.4993548387096774
2018,21,035,race-ethnicity,"White, Non-Hispanic",0.4394400486914181
2018,21,037,all,All,0.22383055282957148
2018,21,037,race-ethnicity,"Black, Non-Hispanic",0.5704441041347627
2018,21,037,race-ethnicity,Hispanic,0.07298136645962733
2018,21,037,race-ethnicity,Other Races and Ethnicities,0.11093990755007704
2018,21,037,race-ethnicity,"White, Non-Hispanic",0.1915736040609137
2018,21,039,all,All,0
2018,21,039,race-ethnicity,"Black, Non-Hispanic",0
2018,21,039,race-ethnicity,Hispanic,0
2018,21,039,race-ethnicity,Other Races and Ethnicities,0
2018,21,039,race-ethnicity,"White, Non-Hispanic",0
2018,21,041,all,All,0
2018,21,041,race-ethnicity,"Black, Non-Hispanic",0
2018,21,041,race-ethnicity,Hispanic,0
2018,21,041,race-ethnicity,Other Races and Ethnicities,0
2018,21,041,race-ethnicity,"White, Non-Hispanic",0
2018,21,043,all,All,0.19661856872176067
2018,21,043,race-ethnicity,"Black, Non-Hispanic",0.07575757575757576
2018,21,043,race-ethnicity,Hispanic,0.8125
2018,21,043,race-ethnicity,Other Races and Ethnicities,0.08673469387755102
2018,21,043,race-ethnicity,"White, Non-Hispanic",0.19935394554683894
2018,21,045,all,All,0
2018,21,045,race-ethnicity,"Black, Non-Hispanic",0
2018,21,045,race-ethnicity,Hispanic,0
2018,21,045,race-ethnicity,Other Races and Ethnicities,0
2018,21,045,race-ethnicity,"White, Non-Hispanic",0
2018,21,047,all,All,0.2322289156626506
2018,21,047,race-ethnicity,"Black, Non-Hispanic",0.34517258629314657
2018,21,047,race-ethnicity,Hispanic,0.018205461638491547
2018,21,047,race-ethnicity,Other Races and Ethnicities,0.17036290322580644
2018,21,047,race-ethnicity,"White, Non-Hispanic",0.19658009771149396
2018,21,049,all,All,0
2018,21,049,race-ethnicity,"Black, Non-Hispanic",0
2018,21,049,race-ethnicity,Hispanic,0
2018,21,049,race-ethnicity,Other Races and Ethnicities,0
2018,21,049,race-ethnicity,"White, Non-Hispanic",0
2018,21,051,all,All,0.2750406063887385
2018,21,051,race-ethnicity,"Black, Non-Hispanic",0
2018,21,051,race-ethnicity,Hispanic,0
2018,21,051,race-ethnicity,Other Races and Ethnicities,0.3904761904761905
2018,21,051,race-ethnicity,"White, Non-Hispanic",0.28197139215408584
2018,21,053,all,All,0
2018,21,053,race-ethnicity,"Black, Non-Hispanic",0
2018,21,053,race-ethnicity,Hispanic,0
2018,21,053,race-ethnicity,Other Races and Ethnicities,0
2018,21,053,race-ethnicity,"White, Non-Hispanic",0
2018,21,055,all,All,0
2018,21,055,race-ethnicity,"Black, Non-Hispanic",0
2018,21,055,race-ethnicity,Hispanic,0
2018,21,055,race-ethnicity,Other Races and Ethnicities,0
2018,21,055,race-ethnicity,"White, Non-Hispanic",0
2018,21,057,all,All,0
2018,21,057,race-ethnicity,"Black, Non-Hispanic",0
2018,21,057,race-ethnicity,Hispanic,0
2018,21,057,race-ethnicity,Other Races and Ethnicities,0
2018,21,057,race-ethnicity,"White, Non-Hispanic",0
2018,21,059,all,All,0.10375064004096263
2018,21,059,race-ethnicity,"Black, Non-Hispanic",0.15080645161290324
2018,21,059,race-ethnicity,Hispanic,0.07083906464924347
2018,21,059,race-ethnicity,Other Races and Ethnicities,0.23501997336884153
2018,21,059,race-ethnicity,"White, Non-Hispanic",0.08538899430740038
2018,21,061,all,All,0.10888888888888888
2018,21,061,race-ethnicity,"Black, Non-Hispanic",0.9453125
2018,21,061,race-ethnicity,Hispanic,0.5689655172413793
2018,21,061,race-ethnicity,Other Races and Ethnicities,0.7478260869565218
2018,21,061,race-ethnicity,"White, Non-Hispanic",0.01667508842849924
2018,21,063,all,All,0
2018,21,063,race-ethnicity,"Black, Non-Hispanic",0
2018,21,063,race-ethnicity,Hispanic,0
2018,21,063,race-ethnicity,Other Races and Ethnicities,0
2018,21,063,race-ethnicity,"White, Non-Hispanic",0
2018,21,065,all,All,0
2018,21,065,race-ethnicity,"Black, Non-Hispanic",0
2018,21,065,race-ethnicity,Hispanic,0
2018,21,065,race-ethnicity,Other Races and Ethnicities,0
2018,21,065,race-ethnicity,"White, Non-Hispanic",0
2018,21,067,all,All,0.3279642140529794
2018,21,067,race-ethnicity,"Black, Non-Hispanic",0.23738384560400286
2018,21,067,race-ethnicity,Hispanic,0.3062037564029596
2018,21,067,race-ethnicity,Other Races and Ethnicities,0.37571606475716063
2018,21,067,race-ethnicity,"White, Non-Hispanic",0.3568733340256863
2018,21,069,all,All,0
2018,21,069,race-ethnicity,"Black, Non-Hispanic",0
2018,21,069,race-ethnicity,Hispanic,0
2018,21,069,race-ethnicity,Other Races and Ethnicities,0
2018,21,069,race-ethnicity,"White, Non-Hispanic",0
2018,21,071,all,All,0
2018,21,071,race-ethnicity,"Black, Non-Hispanic",0
2018,21,071,race-ethnicity,Hispanic,0
2018,21,071,race-ethnicity,Other Races and Ethnicities,0
2018,21,071,race-ethnicity,"White, Non-Hispanic",0
2018,21,073,all,All,0
2018,21,073,race-ethnicity,"Black, Non-Hispanic",0
2018,21,073,race-ethnicity,Hispanic,0
2018,21,073,race-ethnicity,Other Races and Ethnicities,0
2018,21,073,race-ethnicity,"White, Non-Hispanic",0
2018,21,075,all,All,0
2018,21,075,race-ethnicity,"Black, Non-Hispanic",0
2018,21,075,race-ethnicity,Hispanic,0
2018,21,075,race-ethnicity,Other Races and Ethnicities,0
2018,21,075,race-ethnicity,"White, Non-Hispanic",0
2018,21,077,all,All,0
2018,21,077,race-ethnicity,"Black, Non-Hispanic",0
2018,21,077,race-ethnicity,Hispanic,0
2018,21,077,race-ethnicity,Other Races and Ethnicities,0
2018,21,077,race-ethnicity,"White, Non-Hispanic",0
2018,21,079,all,All,0
2018,21,079,race-ethnicity,"Black, Non-Hispanic",0
2018,21,079,race-ethnicity,Hispanic,0
2018,21,079,race-ethnicity,Other Races and Ethnicities,0
2018,21,079,race-ethnicity,"White, Non-Hispanic",0
2018,21,081,all,All,0
2018,21,081,race-ethnicity,"Black, Non-Hispanic",0
2018,21,081,race-ethnicity,Hispanic,0
2018,21,081,race-ethnicity,Other Races and Ethnicities,0
2018,21,081,race-ethnicity,"White, Non-Hispanic",0
2018,21,083,all,All,0
2018,21,083,race-ethnicity,"Black, Non-Hispanic",0
2018,21,083,race-ethnicity,Hispanic,0
2018,21,083,race-ethnicity,Other Races and Ethnicities,0
2018,21,083,race-ethnicity,"White, Non-Hispanic",0
2018,21,085,all,All,0
2018,21,085,race-ethnicity,"Black, Non-Hispanic",0
2018,21,085,race-ethnicity,Hispanic,0
2018,21,085,race-ethnicity,Other Races and Ethnicities,0
2018,21,085,race-ethnicity,"White, Non-Hispanic",0
2018,21,087,all,All,0
2018,21,087,race-ethnicity,"Black, Non-Hispanic",0
2018,21,087,race-ethnicity,Hispanic,0
2018,21,087,race-ethnicity,Other Races and Ethnicities,0
2018,21,087,race-ethnicity,"White, Non-Hispanic",0
2018,21,089,all,All,0
2018,21,089,race-ethnicity,"Black, Non-Hispanic",0
2018,21,089,race-ethnicity,Hispanic,0
2018,21,089,race-ethnicity,Other Races and Ethnicities,0
2018,21,089,race-ethnicity,"White, Non-Hispanic",0
2018,21,091,all,All,0
2018,21,091,race-ethnicity,"Black, Non-Hispanic",0
2018,21,091,race-ethnicity,Hispanic,0
2018,21,091,race-ethnicity,Other Races and Ethnicities,0
2018,21,091,race-ethnicity,"White, Non-Hispanic",0
2018,21,093,all,All,0
2018,21,093,race-ethnicity,"Black, Non-Hispanic",0
2018,21,093,race-ethnicity,Hispanic,0
2018,21,093,race-ethnicity,Other Races and Ethnicities,0
2018,21,093,race-ethnicity,"White, Non-Hispanic",0
2018,21,095,all,All,0.40060650423507266
2018,21,095,race-ethnicity,"Black, Non-Hispanic",0.5799373040752351
2018,21,095,race-ethnicity,Hispanic,0.5916666666666667
2018,21,095,race-ethnicity,Other Races and Ethnicities,0.35294117647058826
2018,21,095,race-ethnicity,"White, Non-Hispanic",0.39715681919147044
2018,21,097,all,All,0
2018,21,097,race-ethnicity,"Black, Non-Hispanic",0
2018,21,097,race-ethnicity,Hispanic,0
2018,21,097,race-ethnicity,Other Races and Ethnicities,0
2018,21,097,race-ethnicity,"White, Non-Hispanic",0
2018,21,099,all,All,0
2018,21,099,race-ethnicity,"Black, Non-Hispanic",0
2018,21,099,race-ethnicity,Hispanic,0
2018,21,099,race-ethnicity,Other Races and Ethnicities,0
2018,21,099,race-ethnicity,"White, Non-Hispanic",0
2018,21,101,all,All,0
2018,21,101,race-ethnicity,"Black, Non-Hispanic",0
2018,21,101,race-ethnicity,Hispanic,0
2018,21,101,race-ethnicity,Other Races and Ethnicities,0
2018,21,101,race-ethnicity,"White, Non-Hispanic",0
2018,21,103,all,All,0
2018,21,103,race-ethnicity,"Black, Non-Hispanic",0
2018,21,103,race-ethnicity,Hispanic,0
2018,21,103,race-ethnicity,Other Races and Ethnicities,0
2018,21,103,race-ethnicity,"White, Non-Hispanic",0
2018,21,105,all,All,0
2018,21,105,race-ethnicity,"Black, Non-Hispanic",0
2018,21,105,race-ethnicity,Hispanic,0
2018,21,105,race-ethnicity,Other Races and Ethnicities,0
2018,21,105,race-ethnicity,"White, Non-Hispanic",0
2018,21,107,all,All,0.10332661290322581
2018,21,107,race-ethnicity,"Black, Non-Hispanic",0.19781420765027322
2018,21,107,race-ethnicity,Hispanic,0.171021377672209
2018,21,107,race-ethnicity,Other Races and Ethnicities,0.13825757575757575
2018,21,107,race-ethnicity,"White, Non-Hispanic",0.08946353999357533
2018,21,109,all,All,0
2018,21,109,race-ethnicity,"Black, Non-Hispanic",0
2018,21,109,race-ethnicity,Hispanic,0
2018,21,109,race-ethnicity,Other Races and Ethnicities,0
2018,21,109,race-ethnicity,"White, Non-Hispanic",0
2018,21,111,all,All,0.19974392959867276
2018,21,111,race-ethnicity,"Black, Non-Hispanic",0.3157587422417335
2018,21,111,race-ethnicity,Hispanic,0.11919167473378509
2018,21,111,race-ethnicity,Other Races and Ethnicities,0.14493235750720782
2018,21,111,race-ethnicity,"White, Non-Hispanic",0.11449496490692707
2018,21,113,all,All,0
2018,21,113,race-ethnicity,"Black, Non-Hispanic",0
2018,21,113,race-ethnicity,Hispanic,0
2018,21,113,race-ethnicity,Other Races and Ethnicities,0
2018,21,113,race-ethnicity,"White, Non-Hispanic",0
2018,21,115,all,All,0
2018,21,115,race-ethnicity,"Black, Non-Hispanic",0
2018,21,115,race-ethnicity,Hispanic,0
2018,21,115,race-ethnicity,Other Races and Ethnicities,0
2018,21,115,race-ethnicity,"White, Non-Hispanic",0
2018,21,117,all,All,0.13991850360842456
2018,21,117,race-ethnicity,"Black, Non-Hispanic",0.296164139161463
2018,21,117,race-ethnicity,Hispanic,0.2828507795100223
2018,21,117,race-ethnicity,Other Races and Ethnicities,0.29736294240111033
2018,21,117,race-ethnicity,"White, Non-Hispanic",0.07873114224137931
2018,21,119,all,All,0.1814663951120163
2018,21,119,race-ethnicity,"Black, Non-Hispanic",0.4117647058823529
2018,21,119,race-ethnicity,Hispanic,0
2018,21,119,race-ethnicity,Other Races and Ethnicities,0.4642857142857143
2018,21,119,race-ethnicity,"White, Non-Hispanic",0.17812031684864055
2018,21,121,all,All,0.0766886245206961
2018,21,121,race-ethnicity,"Black, Non-Hispanic",0.16326530612244897
2018,21,121,race-ethnicity,Hispanic,0
2018,21,121,race-ethnicity,Other Races and Ethnicities,0
2018,21,121,race-ethnicity,"White, Non-Hispanic",0.07875476754973713
2018,21,123,all,All,0
2018,21,123,race-ethnicity,"Black, Non-Hispanic",0
2018,21,123,race-ethnicity,Hispanic,0
2018,21,123,race-ethnicity,Other Races and Ethnicities,0
2018,21,123,race-ethnicity,"White, Non-Hispanic",0
2018,21,125,all,All,0
2018,21,125,race-ethnicity,"Black, Non-Hispanic",0
2018,21,125,race-ethnicity,Hispanic,0
2018,21,125,race-ethnicity,Other Races and Ethnicities,0
2018,21,125,race-ethnicity,"White, Non-Hispanic",0
2018,21,127,all,All,0
2018,21,127,race-ethnicity,"Black, Non-Hispanic",0
2018,21,127,race-ethnicity,Hispanic,0
2018,21,127,race-ethnicity,Other Races and Ethnicities,0
2018,21,127,race-ethnicity,"White, Non-Hispanic",0
2018,21,129,all,All,0
2018,21,129,race-ethnicity,"Black, Non-Hispanic",0
2018,21,129,race-ethnicity,Hispanic,0
2018,21,129,race-ethnicity,Other Races and Ethnicities,0
2018,21,129,race-ethnicity,"White, Non-Hispanic",0
2018,21,131,all,All,0
2018,21,131,race-ethnicity,"Black, Non-Hispanic",0
2018,21,131,race-ethnicity,Hispanic,0
2018,21,131,race-ethnicity,Other Races and Ethnicities,0
2018,21,131,race-ethnicity,"White, Non-Hispanic",0
2018,21,133,all,All,0
2018,21,133,race-ethnicity,"Black, Non-Hispanic",0
2018,21,133,race-ethnicity,Hispanic,0
2018,21,133,race-ethnicity,Other Races and Ethnicities,0
2018,21,133,race-ethnicity,"White, Non-Hispanic",0
2018,21,135,all,All,0
2018,21,135,race-ethnicity,"Black, Non-Hispanic",0
2018,21,135,race-ethnicity,Hispanic,0
2018,21,135,race-ethnicity,Other Races and Ethnicities,0
2018,21,135,race-ethnicity,"White, Non-Hispanic",0
2018,21,137,all,All,0
2018,21,137,race-ethnicity,"Black, Non-Hispanic",0
2018,21,137,race-ethnicity,Hispanic,0
2018,21,137,race-ethnicity,Other Races and Ethnicities,0
2018,21,137,race-ethnicity,"White, Non-Hispanic",0
2018,21,139,all,All,0
2018,21,139,race-ethnicity,"Black, Non-Hispanic",0
2018,21,139,race-ethnicity,Hispanic,0
2018,21,139,race-ethnicity,Other Races and Ethnicities,0
2018,21,139,race-ethnicity,"White, Non-Hispanic",0
2018,21,141,all,All,0
2018,21,141,race-ethnicity,"Black, Non-Hispanic",0
2018,21,141,race-ethnicity,Hispanic,0
2018,21,141,race-ethnicity,Other Races and Ethnicities,0
2018,21,141,race-ethnicity,"White, Non-Hispanic",0
2018,21,143,all,All,0
2018,21,143,race-ethnicity,"Black, Non-Hispanic",0
2018,21,143,race-ethnicity,Hispanic,0
2018,21,143,race-ethnicity,Other Races and Ethnicities,0
2018,21,143,race-ethnicity,"White, Non-Hispanic",0
2018,21,145,all,All,0.036417910447761194
2018,21,145,race-ethnicity,"Black, Non-Hispanic",0.07205697528278174
2018,21,145,race-ethnicity,Hispanic,0.030612244897959183
2018,21,145,race-ethnicity,Other Races and Ethnicities,0.07575757575757576
2018,21,145,race-ethnicity,"White, Non-Hispanic",0.02457440966501922
2018,21,147,all,All,0.4730379956860793
2018,21,147,race-ethnicity,"Black, Non-Hispanic",0
2018,21,147,race-ethnicity,Hispanic,0
2018,21,147,race-ethnicity,Other Races and Ethnicities,0.6212121212121212
2018,21,147,race-ethnicity,"White, Non-Hispanic",0.48148148148148145
2018,21,149,all,All,0
2018,21,149,race-ethnicity,"Black, Non-Hispanic",0
2018,21,149,race-ethnicity,Hispanic,0
2018,21,149,race-ethnicity,Other Races and Ethnicities,0
2018,21,149,race-ethnicity,"White, Non-Hispanic",0
2018,21,151,all,All,0.05418034857287194
2018,21,151,race-ethnicity,"Black, Non-Hispanic",0.06677265500794913
2018,21,151,race-ethnicity,Hispanic,0
2018,21,151,race-ethnicity,Other Races and Ethnicities,0.18166383701188454
2018,21,151,race-ethnicity,"White, Non-Hispanic",0.05043096930288825
2018,21,153,all,All,0
2018,21,153,race-ethnicity,"Black, Non-Hispanic",0
2018,21,153,race-ethnicity,Hispanic,0
2018,21,153,race-ethnicity,Other Races and Ethnicities,0
2018,21,153,race-ethnicity,"White, Non-Hispanic",0
2018,21,155,all,All,0
2018,21,155,race-ethnicity,"Black, Non-Hispanic",0
2018,21,155,race-ethnicity,Hispanic,0
2018,21,155,race-ethnicity,Other Races and Ethnicities,0
2018,21,155,race-ethnicity,"White, Non-Hispanic",0
2018,21,157,all,All,0
2018,21,157,race-ethnicity,"Black, Non-Hispanic",0
2018,21,157,race-ethnicity,Hispanic,0
2018,21,157,race-ethnicity,Other Races and Ethnicities,0
2018,21,157,race-ethnicity,"White, Non-Hispanic",0
2018,21,159,all,All,0
2018,21,159,race-ethnicity,"Black, Non-Hispanic",0
2018,21,159,race-ethnicity,Hispanic,0
2018,21,159,race-ethnicity,Other Races and Ethnicities,0
2018,21,159,race-ethnicity,"White, Non-Hispanic",0
2018,21,161,all,All,0
2018,21,161,race-ethnicity,"Black, Non-Hispanic",0
2018,21,161,race-ethnicity,Hispanic,0
2018,21,161,race-ethnicity,Other Races and Ethnicities,0
2018,21,161,race-ethnicity,"White, Non-Hispanic",0
2018,21,163,all,All,0
2018,21,163,race-ethnicity,"Black, Non-Hispanic",0
2018,21,163,race-ethnicity,Hispanic,0
2018,21,163,race-ethnicity,Other Races and Ethnicities,0
2018,21,163,race-ethnicity,"White, Non-Hispanic",0
2018,21,165,all,All,0
2018,21,165,race-ethnicity,"Black, Non-Hispanic",0
2018,21,165,race-ethnicity,Hispanic,0
2018,21,165,race-ethnicity,Other Races and Ethnicities,0
2018,21,165,race-ethnicity,"White, Non-Hispanic",0
2018,21,167,all,All,0
2018,21,167,race-ethnicity,"Black, Non-Hispanic",0
2018,21,167,race-ethnicity,Hispanic,0
2018,21,167,race-ethnicity,Other Races and Ethnicities,0
2018,21,167,race-ethnicity,"White, Non-Hispanic",0
2018,21,169,all,All,0
2018,21,169,race-ethnicity,"Black, Non-Hispanic",0
2018,21,169,race-ethnicity,Hispanic,0
2018,21,169,race-ethnicity,Other Races and Ethnicities,0
2018,21,169,race-ethnicity,"White, Non-Hispanic",0
2018,21,171,all,All,0
2018,21,171,race-ethnicity,"Black, Non-Hispanic",0
2018,21,171,race-ethnicity,Hispanic,0
2018,21,171,race-ethnicity,Other Races and Ethnicities,0
2018,21,171,race-ethnicity,"White, Non-Hispanic",0
2018,21,173,all,All,0
2018,21,173,race-ethnicity,"Black, Non-Hispanic",0
2018,21,173,race-ethnicity,Hispanic,0
2018,21,173,race-ethnicity,Other Races and Ethnicities,0
2018,21,173,race-ethnicity,"White, Non-Hispanic",0
2018,21,175,all,All,0
2018,21,175,race-ethnicity,"Black, Non-Hispanic",0
2018,21,175,race-ethnicity,Hispanic,0
2018,21,175,race-ethnicity,Other Races and Ethnicities,0
2018,21,175,race-ethnicity,"White, Non-Hispanic",0
2018,21,177,all,All,0
2018,21,177,race-ethnicity,"Black, Non-Hispanic",0
2018,21,177,race-ethnicity,Hispanic,0
2018,21,177,race-ethnicity,Other Races and Ethnicities,0
2018,21,177,race-ethnicity,"White, Non-Hispanic",0
2018,21,179,all,All,0
2018,21,179,race-ethnicity,"Black, Non-Hispanic",0
2018,21,179,race-ethnicity,Hispanic,0
2018,21,179,race-ethnicity,Other Races and Ethnicities,0
2018,21,179,race-ethnicity,"White, Non-Hispanic",0
2018,21,181,all,All,0
2018,21,181,race-ethnicity,"Black, Non-Hispanic",0
2018,21,181,race-ethnicity,Hispanic,0
2018,21,181,race-ethnicity,Other Races and Ethnicities,0
2018,21,181,race-ethnicity,"White, Non-Hispanic",0
2018,21,183,all,All,0
2018,21,183,race-ethnicity,"Black, Non-Hispanic",0
2018,21,183,race-ethnicity,Hispanic,0
2018,21,183,race-ethnicity,Other Races and Ethnicities,0
2018,21,183,race-ethnicity,"White, Non-Hispanic",0
2018,21,185,all,All,0
2018,21,185,race-ethnicity,"Black, Non-Hispanic",0
2018,21,185,race-ethnicity,Hispanic,0
2018,21,185,race-ethnicity,Other Races and Ethnicities,0
2018,21,185,race-ethnicity,"White, Non-Hispanic",0
2018,21,187,all,All,0
2018,21,187,race-ethnicity,"Black, Non-Hispanic",0
2018,21,187,race-ethnicity,Hispanic,0
2018,21,187,race-ethnicity,Other Races and Ethnicities,0
2018,21,187,race-ethnicity,"White, Non-Hispanic",0
2018,21,189,all,All,0.4976897689768977
2018,21,189,race-ethnicity,"Black, Non-Hispanic",0
2018,21,189,race-ethnicity,Hispanic,1
2018,21,189,race-ethnicity,Other Races and Ethnicities,1
2018,21,189,race-ethnicity,"White, Non-Hispanic",0.491869918699187
2018,21,191,all,All,0
2018,21,191,race-ethnicity,"Black, Non-Hispanic",0
2018,21,191,race-ethnicity,Hispanic,0
2018,21,191,race-ethnicity,Other Races and Ethnicities,0
2018,21,191,race-ethnicity,"White, Non-Hispanic",0
2018,21,193,all,All,0.12041365632525854
2018,21,193,race-ethnicity,"Black, Non-Hispanic",0
2018,21,193,race-ethnicity,Hispanic,0
2018,21,193,race-ethnicity,Other Races and Ethnicities,0.08870967741935484
2018,21,193,race-ethnicity,"White, Non-Hispanic",0.12210740794644157
2018,21,195,all,All,0.05986498535218444
2018,21,195,race-ethnicity,"Black, Non-Hispanic",0.1169811320754717
2018,21,195,race-ethnicity,Hispanic,0.05333333333333334
2018,21,195,race-ethnicity,Other Races and Ethnicities,0.08139534883720931
