state,place,environmental,subgroup,subgroup_type,geoid,environmental_quality,year
06,68252,NA,No Majority Race/Ethnicity,race-ethnicity,0668252,NA,2018
06,68378,49,Majority Non-White,race-ethnicity,0668378,1,2018
06,68378,49,"Majority White, Non-Hispanic",race-ethnicity,0668378,1,2018
06,68378,NA,No Majority Race/Ethnicity,race-ethnicity,0668378,NA,2018
06,69000,9,Majority Non-White,race-ethnicity,0669000,1,2018
06,69000,NA,"Majority White, Non-Hispanic",race-ethnicity,0669000,NA,2018
06,69000,NA,No Majority Race/Ethnicity,race-ethnicity,0669000,NA,2018
06,69070,55,Majority Non-White,race-ethnicity,0669070,1,2018
06,69070,61,"Majority White, Non-Hispanic",race-ethnicity,0669070,1,2018
06,69070,NA,No Majority Race/Ethnicity,race-ethnicity,0669070,NA,2018
06,69084,21,Majority Non-White,race-ethnicity,0669084,1,2018
06,69084,NA,"Majority White, Non-Hispanic",race-ethnicity,0669084,NA,2018
06,69084,NA,No Majority Race/Ethnicity,race-ethnicity,0669084,NA,2018
06,69088,40,Majority Non-White,race-ethnicity,0669088,1,2018
06,69088,44,"Majority White, Non-Hispanic",race-ethnicity,0669088,1,2018
06,69088,NA,No Majority Race/Ethnicity,race-ethnicity,0669088,NA,2018
06,69196,74,Majority Non-White,race-ethnicity,0669196,1,2018
06,69196,77,"Majority White, Non-Hispanic",race-ethnicity,0669196,1,2018
06,69196,NA,No Majority Race/Ethnicity,race-ethnicity,0669196,NA,2018
06,70000,12,Majority Non-White,race-ethnicity,0670000,1,2018
06,70000,17,"Majority White, Non-Hispanic",race-ethnicity,0670000,1,2018
06,70000,NA,No Majority Race/Ethnicity,race-ethnicity,0670000,NA,2018
06,70098,36,Majority Non-White,race-ethnicity,0670098,1,2018
06,70098,39,"Majority White, Non-Hispanic",race-ethnicity,0670098,1,2018
06,70098,NA,No Majority Race/Ethnicity,race-ethnicity,0670098,NA,2018
06,72016,73,Majority Non-White,race-ethnicity,0672016,1,2018
06,72016,52,"Majority White, Non-Hispanic",race-ethnicity,0672016,1,2018
06,72016,NA,No Majority Race/Ethnicity,race-ethnicity,0672016,NA,2018
06,73080,4,Majority Non-White,race-ethnicity,0673080,1,2018
06,73080,NA,"Majority White, Non-Hispanic",race-ethnicity,0673080,NA,2018
06,73080,NA,No Majority Race/Ethnicity,race-ethnicity,0673080,NA,2018
06,75000,15,Majority Non-White,race-ethnicity,0675000,1,2018
06,75000,NA,"Majority White, Non-Hispanic",race-ethnicity,0675000,NA,2018
06,75000,NA,No Majority Race/Ethnicity,race-ethnicity,0675000,NA,2018
06,77000,49,Majority Non-White,race-ethnicity,0677000,1,2018
06,77000,NA,"Majority White, Non-Hispanic",race-ethnicity,0677000,NA,2018
06,77000,NA,No Majority Race/Ethnicity,race-ethnicity,0677000,NA,2018
06,78120,46,Majority Non-White,race-ethnicity,0678120,1,2018
06,78120,51,"Majority White, Non-Hispanic",race-ethnicity,0678120,1,2018
06,78120,NA,No Majority Race/Ethnicity,race-ethnicity,0678120,NA,2018
06,78582,NA,Majority Non-White,race-ethnicity,0678582,NA,2018
06,78582,43,"Majority White, Non-Hispanic",race-ethnicity,0678582,1,2018
06,78582,NA,No Majority Race/Ethnicity,race-ethnicity,0678582,NA,2018
06,80000,1,Majority Non-White,race-ethnicity,0680000,1,2018
06,80000,19,"Majority White, Non-Hispanic",race-ethnicity,0680000,1,2018
06,80000,NA,No Majority Race/Ethnicity,race-ethnicity,0680000,NA,2018
06,80238,41,Majority Non-White,race-ethnicity,0680238,1,2018
06,80238,NA,"Majority White, Non-Hispanic",race-ethnicity,0680238,NA,2018
06,80238,NA,No Majority Race/Ethnicity,race-ethnicity,0680238,NA,2018
06,80854,8,Majority Non-White,race-ethnicity,0680854,1,2018
06,80854,11,"Majority White, Non-Hispanic",race-ethnicity,0680854,1,2018
06,80854,NA,No Majority Race/Ethnicity,race-ethnicity,0680854,NA,2018
06,81344,9,Majority Non-White,race-ethnicity,0681344,1,2018
06,81344,20,"Majority White, Non-Hispanic",race-ethnicity,0681344,1,2018
06,81344,NA,No Majority Race/Ethnicity,race-ethnicity,0681344,NA,2018
06,81554,26,Majority Non-White,race-ethnicity,0681554,1,2018
06,81554,26,"Majority White, Non-Hispanic",race-ethnicity,0681554,1,2018
06,81554,NA,No Majority Race/Ethnicity,race-ethnicity,0681554,NA,2018
06,81666,45,Majority Non-White,race-ethnicity,0681666,1,2018
06,81666,NA,"Majority White, Non-Hispanic",race-ethnicity,0681666,NA,2018
06,81666,NA,No Majority Race/Ethnicity,race-ethnicity,0681666,NA,2018
06,82590,45,Majority Non-White,race-ethnicity,0682590,1,2018
06,82590,76,"Majority White, Non-Hispanic",race-ethnicity,0682590,1,2018
06,82590,NA,No Majority Race/Ethnicity,race-ethnicity,0682590,NA,2018
06,82954,8,Majority Non-White,race-ethnicity,0682954,1,2018
06,82954,7,"Majority White, Non-Hispanic",race-ethnicity,0682954,1,2018
06,82954,NA,No Majority Race/Ethnicity,race-ethnicity,0682954,NA,2018
06,82996,40,Majority Non-White,race-ethnicity,0682996,1,2018
06,82996,39,"Majority White, Non-Hispanic",race-ethnicity,0682996,1,2018
06,82996,NA,No Majority Race/Ethnicity,race-ethnicity,0682996,NA,2018
06,84200,4,Majority Non-White,race-ethnicity,0684200,1,2018
06,84200,NA,"Majority White, Non-Hispanic",race-ethnicity,0684200,NA,2018
06,84200,NA,No Majority Race/Ethnicity,race-ethnicity,0684200,NA,2018
06,84550,10,Majority Non-White,race-ethnicity,0684550,1,2018
06,84550,NA,"Majority White, Non-Hispanic",race-ethnicity,0684550,NA,2018
06,84550,NA,No Majority Race/Ethnicity,race-ethnicity,0684550,NA,2018
06,85292,3,Majority Non-White,race-ethnicity,0685292,1,2018
06,85292,NA,"Majority White, Non-Hispanic",race-ethnicity,0685292,NA,2018
06,85292,NA,No Majority Race/Ethnicity,race-ethnicity,0685292,NA,2018
08,03455,NA,Majority Non-White,race-ethnicity,0803455,NA,2018
08,03455,39,"Majority White, Non-Hispanic",race-ethnicity,0803455,1,2018
08,03455,NA,No Majority Race/Ethnicity,race-ethnicity,0803455,NA,2018
08,04000,36,Majority Non-White,race-ethnicity,0804000,1,2018
08,04000,62,"Majority White, Non-Hispanic",race-ethnicity,0804000,1,2018
08,04000,NA,No Majority Race/Ethnicity,race-ethnicity,0804000,NA,2018
08,07850,NA,Majority Non-White,race-ethnicity,0807850,NA,2018
08,07850,71,"Majority White, Non-Hispanic",race-ethnicity,0807850,1,2018
08,07850,NA,No Majority Race/Ethnicity,race-ethnicity,0807850,NA,2018
08,12815,NA,Majority Non-White,race-ethnicity,0812815,NA,2018
08,12815,51,"Majority White, Non-Hispanic",race-ethnicity,0812815,1,2018
08,12815,NA,No Majority Race/Ethnicity,race-ethnicity,0812815,NA,2018
08,16000,55,Majority Non-White,race-ethnicity,0816000,1,2018
08,16000,83,"Majority White, Non-Hispanic",race-ethnicity,0816000,1,2018
08,16000,NA,No Majority Race/Ethnicity,race-ethnicity,0816000,NA,2018
08,20000,23,Majority Non-White,race-ethnicity,0820000,1,2018
08,20000,24,"Majority White, Non-Hispanic",race-ethnicity,0820000,1,2018
08,20000,NA,No Majority Race/Ethnicity,race-ethnicity,0820000,NA,2018
08,27425,55,Majority Non-White,race-ethnicity,0827425,1,2018
08,27425,41,"Majority White, Non-Hispanic",race-ethnicity,0827425,1,2018
08,27425,NA,No Majority Race/Ethnicity,race-ethnicity,0827425,NA,2018
08,32155,1,Majority Non-White,race-ethnicity,0832155,1,2018
08,32155,1,"Majority White, Non-Hispanic",race-ethnicity,0832155,1,2018
08,32155,NA,No Majority Race/Ethnicity,race-ethnicity,0832155,NA,2018
08,43000,36,Majority Non-White,race-ethnicity,0843000,1,2018
08,43000,40,"Majority White, Non-Hispanic",race-ethnicity,0843000,1,2018
08,43000,NA,No Majority Race/Ethnicity,race-ethnicity,0843000,NA,2018
08,45970,NA,Majority Non-White,race-ethnicity,0845970,NA,2018
08,45970,9,"Majority White, Non-Hispanic",race-ethnicity,0845970,1,2018
08,45970,NA,No Majority Race/Ethnicity,race-ethnicity,0845970,NA,2018
08,46465,NA,Majority Non-White,race-ethnicity,0846465,NA,2018
08,46465,20,"Majority White, Non-Hispanic",race-ethnicity,0846465,1,2018
08,46465,NA,No Majority Race/Ethnicity,race-ethnicity,0846465,NA,2018
08,62000,64,Majority Non-White,race-ethnicity,0862000,1,2018
08,62000,79,"Majority White, Non-Hispanic",race-ethnicity,0862000,1,2018
08,62000,NA,No Majority Race/Ethnicity,race-ethnicity,0862000,NA,2018
08,77290,20,Majority Non-White,race-ethnicity,0877290,1,2018
08,77290,13,"Majority White, Non-Hispanic",race-ethnicity,0877290,1,2018
08,77290,NA,No Majority Race/Ethnicity,race-ethnicity,0877290,NA,2018
08,83835,16,Majority Non-White,race-ethnicity,0883835,1,2018
08,83835,30,"Majority White, Non-Hispanic",race-ethnicity,0883835,1,2018
08,83835,NA,No Majority Race/Ethnicity,race-ethnicity,0883835,NA,2018
09,08000,54,Majority Non-White,race-ethnicity,0908000,1,2018
09,08000,55,"Majority White, Non-Hispanic",race-ethnicity,0908000,1,2018
09,08000,NA,No Majority Race/Ethnicity,race-ethnicity,0908000,NA,2018
09,18430,94,Majority Non-White,race-ethnicity,0918430,1,2018
09,18430,95,"Majority White, Non-Hispanic",race-ethnicity,0918430,1,2018
09,18430,NA,No Majority Race/Ethnicity,race-ethnicity,0918430,NA,2018
09,37000,52,Majority Non-White,race-ethnicity,0937000,1,2018
09,37000,49,"Majority White, Non-Hispanic",race-ethnicity,0937000,1,2018
09,37000,NA,No Majority Race/Ethnicity,race-ethnicity,0937000,NA,2018
09,52000,57,Majority Non-White,race-ethnicity,0952000,1,2018
09,52000,56,"Majority White, Non-Hispanic",race-ethnicity,0952000,1,2018
09,52000,NA,No Majority Race/Ethnicity,race-ethnicity,0952000,NA,2018
09,55990,51,Majority Non-White,race-ethnicity,0955990,1,2018
09,55990,54,"Majority White, Non-Hispanic",race-ethnicity,0955990,1,2018
09,55990,NA,No Majority Race/Ethnicity,race-ethnicity,0955990,NA,2018
09,73000,55,Majority Non-White,race-ethnicity,0973000,1,2018
09,73000,54,"Majority White, Non-Hispanic",race-ethnicity,0973000,1,2018
09,73000,NA,No Majority Race/Ethnicity,race-ethnicity,0973000,NA,2018
09,80000,71,Majority Non-White,race-ethnicity,0980000,1,2018
09,80000,75,"Majority White, Non-Hispanic",race-ethnicity,0980000,1,2018
09,80000,NA,No Majority Race/Ethnicity,race-ethnicity,0980000,NA,2018
11,50000,23,Majority Non-White,race-ethnicity,1150000,1,2018
11,50000,21,"Majority White, Non-Hispanic",race-ethnicity,1150000,1,2018
11,50000,NA,No Majority Race/Ethnicity,race-ethnicity,1150000,NA,2018
12,07300,NA,Majority Non-White,race-ethnicity,1207300,NA,2018
12,07300,68,"Majority White, Non-Hispanic",race-ethnicity,1207300,1,2018
12,07300,NA,No Majority Race/Ethnicity,race-ethnicity,1207300,NA,2018
12,07875,76,Majority Non-White,race-ethnicity,1207875,1,2018
12,07875,62,"Majority White, Non-Hispanic",race-ethnicity,1207875,1,2018
12,07875,NA,No Majority Race/Ethnicity,race-ethnicity,1207875,NA,2018
12,10275,NA,Majority Non-White,race-ethnicity,1210275,NA,2018
12,10275,55,"Majority White, Non-Hispanic",race-ethnicity,1210275,1,2018
12,10275,NA,No Majority Race/Ethnicity,race-ethnicity,1210275,NA,2018
12,12875,55,Majority Non-White,race-ethnicity,1212875,1,2018
12,12875,52,"Majority White, Non-Hispanic",race-ethnicity,1212875,1,2018
12,12875,NA,No Majority Race/Ethnicity,race-ethnicity,1212875,NA,2018
12,14400,55,Majority Non-White,race-ethnicity,1214400,1,2018
12,14400,55,"Majority White, Non-Hispanic",race-ethnicity,1214400,1,2018
12,14400,NA,No Majority Race/Ethnicity,race-ethnicity,1214400,NA,2018
12,16475,26,Majority Non-White,race-ethnicity,1216475,1,2018
12,16475,35,"Majority White, Non-Hispanic",race-ethnicity,1216475,1,2018
12,16475,NA,No Majority Race/Ethnicity,race-ethnicity,1216475,NA,2018
12,16725,72,Majority Non-White,race-ethnicity,1216725,1,2018
12,16725,61,"Majority White, Non-Hispanic",race-ethnicity,1216725,1,2018
12,16725,NA,No Majority Race/Ethnicity,race-ethnicity,1216725,NA,2018
12,17200,NA,Majority Non-White,race-ethnicity,1217200,NA,2018
12,17200,51,"Majority White, Non-Hispanic",race-ethnicity,1217200,1,2018
12,17200,NA,No Majority Race/Ethnicity,race-ethnicity,1217200,NA,2018
12,17935,33,Majority Non-White,race-ethnicity,1217935,1,2018
12,17935,NA,"Majority White, Non-Hispanic",race-ethnicity,1217935,NA,2018
12,17935,NA,No Majority Race/Ethnicity,race-ethnicity,1217935,NA,2018
12,24000,52,Majority Non-White,race-ethnicity,1224000,1,2018
12,24000,67,"Majority White, Non-Hispanic",race-ethnicity,1224000,1,2018
12,24000,NA,No Majority Race/Ethnicity,race-ethnicity,1224000,NA,2018
12,24125,55,Majority Non-White,race-ethnicity,1224125,1,2018
12,24125,55,"Majority White, Non-Hispanic",race-ethnicity,1224125,1,2018
12,24125,NA,No Majority Race/Ethnicity,race-ethnicity,1224125,NA,2018
12,25175,26,Majority Non-White,race-ethnicity,1225175,1,2018
12,25175,27,"Majority White, Non-Hispanic",race-ethnicity,1225175,1,2018
12,25175,NA,No Majority Race/Ethnicity,race-ethnicity,1225175,NA,2018
12,30000,24,Majority Non-White,race-ethnicity,1230000,1,2018
12,30000,NA,"Majority White, Non-Hispanic",race-ethnicity,1230000,NA,2018
12,30000,NA,No Majority Race/Ethnicity,race-ethnicity,1230000,NA,2018
12,32000,45,Majority Non-White,race-ethnicity,1232000,1,2018
12,32000,55,"Majority White, Non-Hispanic",race-ethnicity,1232000,1,2018
12,32000,NA,No Majority Race/Ethnicity,race-ethnicity,1232000,NA,2018
12,32275,55,Majority Non-White,race-ethnicity,1232275,1,2018
12,32275,NA,"Majority White, Non-Hispanic",race-ethnicity,1232275,NA,2018
12,32275,NA,No Majority Race/Ethnicity,race-ethnicity,1232275,NA,2018
12,35000,29,Majority Non-White,race-ethnicity,1235000,1,2018
12,35000,40,"Majority White, Non-Hispanic",race-ethnicity,1235000,1,2018
12,35000,NA,No Majority Race/Ethnicity,race-ethnicity,1235000,NA,2018
12,36950,24,Majority Non-White,race-ethnicity,1236950,1,2018
12,36950,26,"Majority White, Non-Hispanic",race-ethnicity,1236950,1,2018
12,36950,NA,No Majority Race/Ethnicity,race-ethnicity,1236950,NA,2018
12,38250,26,Majority Non-White,race-ethnicity,1238250,1,2018
12,38250,38,"Majority White, Non-Hispanic",race-ethnicity,1238250,1,2018
12,38250,NA,No Majority Race/Ethnicity,race-ethnicity,1238250,NA,2018
12,39425,55,Majority Non-White,race-ethnicity,1239425,1,2018
12,39425,55,"Majority White, Non-Hispanic",race-ethnicity,1239425,1,2018
12,39425,NA,No Majority Race/Ethnicity,race-ethnicity,1239425,NA,2018
12,43975,76,Majority Non-White,race-ethnicity,1243975,1,2018
12,43975,73,"Majority White, Non-Hispanic",race-ethnicity,1243975,1,2018
12,43975,NA,No Majority Race/Ethnicity,race-ethnicity,1243975,NA,2018
12,45000,53,Majority Non-White,race-ethnicity,1245000,1,2018
12,45000,55,"Majority White, Non-Hispanic",race-ethnicity,1245000,1,2018
12,45000,NA,No Majority Race/Ethnicity,race-ethnicity,1245000,NA,2018
12,45025,77,Majority Non-White,race-ethnicity,1245025,1,2018
12,45025,76,"Majority White, Non-Hispanic",race-ethnicity,1245025,1,2018
12,45025,NA,No Majority Race/Ethnicity,race-ethnicity,1245025,NA,2018
12,45060,26,Majority Non-White,race-ethnicity,1245060,1,2018
12,45060,NA,"Majority White, Non-Hispanic",race-ethnicity,1245060,NA,2018
12,45060,NA,No Majority Race/Ethnicity,race-ethnicity,1245060,NA,2018
12,45975,34,Majority Non-White,race-ethnicity,1245975,1,2018
12,45975,NA,"Majority White, Non-Hispanic",race-ethnicity,1245975,NA,2018
12,45975,NA,No Majority Race/Ethnicity,race-ethnicity,1245975,NA,2018
12,49675,NA,Majority Non-White,race-ethnicity,1249675,NA,2018
12,49675,69,"Majority White, Non-Hispanic",race-ethnicity,1249675,1,2018
12,49675,NA,No Majority Race/Ethnicity,race-ethnicity,1249675,NA,2018
12,53000,25,Majority Non-White,race-ethnicity,1253000,1,2018
12,53000,26,"Majority White, Non-Hispanic",race-ethnicity,1253000,1,2018
12,53000,NA,No Majority Race/Ethnicity,race-ethnicity,1253000,NA,2018
12,54000,NA,Majority Non-White,race-ethnicity,1254000,NA,2018
12,54000,80,"Majority White, Non-Hispanic",race-ethnicity,1254000,1,2018
12,54000,NA,No Majority Race/Ethnicity,race-ethnicity,1254000,NA,2018
12,54200,NA,Majority Non-White,race-ethnicity,1254200,NA,2018
12,54200,58,"Majority White, Non-Hispanic",race-ethnicity,1254200,1,2018
12,54200,NA,No Majority Race/Ethnicity,race-ethnicity,1254200,NA,2018
12,55775,28,Majority Non-White,race-ethnicity,1255775,1,2018
12,55775,NA,"Majority White, Non-Hispanic",race-ethnicity,1255775,NA,2018
12,55775,NA,No Majority Race/Ethnicity,race-ethnicity,1255775,NA,2018
12,57425,55,Majority Non-White,race-ethnicity,1257425,1,2018
12,57425,NA,"Majority White, Non-Hispanic",race-ethnicity,1257425,NA,2018
12,57425,NA,No Majority Race/Ethnicity,race-ethnicity,1257425,NA,2018
12,58050,59,Majority Non-White,race-ethnicity,1258050,1,2018
12,58050,74,"Majority White, Non-Hispanic",race-ethnicity,1258050,1,2018
12,58050,NA,No Majority Race/Ethnicity,race-ethnicity,1258050,NA,2018
12,58715,55,Majority Non-White,race-ethnicity,1258715,1,2018
12,58715,64,"Majority White, Non-Hispanic",race-ethnicity,1258715,1,2018
12,58715,NA,No Majority Race/Ethnicity,race-ethnicity,1258715,NA,2018
12,63000,56,Majority Non-White,race-ethnicity,1263000,1,2018
12,63000,64,"Majority White, Non-Hispanic",race-ethnicity,1263000,1,2018
12,63000,NA,No Majority Race/Ethnicity,race-ethnicity,1263000,NA,2018
12,69700,55,Majority Non-White,race-ethnicity,1269700,1,2018
12,69700,NA,"Majority White, Non-Hispanic",race-ethnicity,1269700,NA,2018
12,69700,NA,No Majority Race/Ethnicity,race-ethnicity,1269700,NA,2018
12,70600,19,Majority Non-White,race-ethnicity,1270600,1,2018
12,70600,23,"Majority White, Non-Hispanic",race-ethnicity,1270600,1,2018
12,70600,NA,No Majority Race/Ethnicity,race-ethnicity,1270600,NA,2018
12,71000,24,Majority Non-White,race-ethnicity,1271000,1,2018
12,71000,38,"Majority White, Non-Hispanic",race-ethnicity,1271000,1,2018
12,71000,NA,No Majority Race/Ethnicity,race-ethnicity,1271000,NA,2018
12,76600,64,Majority Non-White,race-ethnicity,1276600,1,2018
12,76600,69,"Majority White, Non-Hispanic",race-ethnicity,1276600,1,2018
12,76600,NA,No Majority Race/Ethnicity,race-ethnicity,1276600,NA,2018
13,03440,25,Majority Non-White,race-ethnicity,1303440,1,2018
13,03440,25,"Majority White, Non-Hispanic",race-ethnicity,1303440,1,2018
13,03440,NA,No Majority Race/Ethnicity,race-ethnicity,1303440,NA,2018
13,04000,8,Majority Non-White,race-ethnicity,1304000,1,2018
13,04000,7,"Majority White, Non-Hispanic",race-ethnicity,1304000,1,2018
13,04000,NA,No Majority Race/Ethnicity,race-ethnicity,1304000,NA,2018
13,04204,24,Majority Non-White,race-ethnicity,1304204,1,2018
13,04204,24,"Majority White, Non-Hispanic",race-ethnicity,1304204,1,2018
13,04204,NA,No Majority Race/Ethnicity,race-ethnicity,1304204,NA,2018
13,19000,14,Majority Non-White,race-ethnicity,1319000,1,2018
13,19000,16,"Majority White, Non-Hispanic",race-ethnicity,1319000,1,2018
13,19000,NA,No Majority Race/Ethnicity,race-ethnicity,1319000,NA,2018
13,42425,NA,Majority Non-White,race-ethnicity,1342425,NA,2018
13,42425,26,"Majority White, Non-Hispanic",race-ethnicity,1342425,1,2018
13,42425,NA,No Majority Race/Ethnicity,race-ethnicity,1342425,NA,2018
13,49008,21,Majority Non-White,race-ethnicity,1349008,1,2018
13,49008,20,"Majority White, Non-Hispanic",race-ethnicity,1349008,1,2018
13,49008,NA,No Majority Race/Ethnicity,race-ethnicity,1349008,NA,2018
13,67284,20,Majority Non-White,race-ethnicity,1367284,1,2018
13,67284,26,"Majority White, Non-Hispanic",race-ethnicity,1367284,1,2018
13,67284,NA,No Majority Race/Ethnicity,race-ethnicity,1367284,NA,2018
13,68516,26,Majority Non-White,race-ethnicity,1368516,1,2018
13,68516,16,"Majority White, Non-Hispanic",race-ethnicity,1368516,1,2018
13,68516,NA,No Majority Race/Ethnicity,race-ethnicity,1368516,NA,2018
13,69000,32,Majority Non-White,race-ethnicity,1369000,1,2018
13,69000,31,"Majority White, Non-Hispanic",race-ethnicity,1369000,1,2018
13,69000,NA,No Majority Race/Ethnicity,race-ethnicity,1369000,NA,2018
13,72122,11,Majority Non-White,race-ethnicity,1372122,1,2018
13,72122,NA,"Majority White, Non-Hispanic",race-ethnicity,1372122,NA,2018
13,72122,NA,No Majority Race/Ethnicity,race-ethnicity,1372122,NA,2018
13,80508,11,Majority Non-White,race-ethnicity,1380508,1,2018
13,80508,26,"Majority White, Non-Hispanic",race-ethnicity,1380508,1,2018
