SCHOOL_YEAR_TEXT,STNAM,FIPST,LEAID,LEANM,SUBGRANT_STATUS,TOTAL,PREK_FLAG,HOTELS_MOTELS,UNSHELTERED,SHELTERED,DOUBLED_UP,CDW,LEP,MIG,UHY,DATE_CUR
2015-2016,TEXAS,48,4815690,CROCKETT COUNTY CONSOLIDATED CSD,No,27,,.,.,.,27,3,S,S,S,12APR17
2015-2016,TEXAS,48,4815720,CROCKETT ISD,No,52,Y,.,S,S,49,8,6,S,S,12APR17
2015-2016,TEXAS,48,4815750,CROSBY ISD,No,24,Y,S,.,S,14,S,S,S,8,12APR17
2015-2016,TEXAS,48,4815810,CROSS PLAINS ISD,Yes,26,,S,.,.,S,5,S,S,S,12APR17
2015-2016,TEXAS,48,4815840,CROSS ROADS ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4815870,CROWELL ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4815910,CROWLEY ISD,No,83,Y,20,S,S,55,9,S,S,4,12APR17
2015-2016,TEXAS,48,4815930,CRYSTAL CITY ISD,Yes,174,Y,.,6,.,168,15,9,11,S,12APR17
2015-2016,TEXAS,48,4815960,CUERO ISD,No,101,Y,.,11,.,90,14,5,S,36,12APR17
2015-2016,TEXAS,48,4815990,CULBERSON COUNTY-ALLAMOORE ISD,No,8,,4,S,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816020,CUMBY ISD,No,25,,.,.,.,25,3,S,S,12,12APR17
2015-2016,TEXAS,48,4816080,CUSHING ISD,No,S,Y,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816110,CYPRESS-FAIRBANKS ISD,Yes,1543,Y,257,13,86,1187,208,168,S,132,12APR17
2015-2016,TEXAS,48,4816140,D'HANIS ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816180,DAINGERFIELD-LONE STAR ISD,No,58,Y,.,.,S,S,4,S,S,16,12APR17
2015-2016,TEXAS,48,4816200,DALHART ISD,No,12,,.,.,.,12,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816230,DALLAS ISD,Yes,3576,Y,437,267,988,1884,336,736,S,187,12APR17
2015-2016,TEXAS,48,4816260,DAMON ISD,No,23,Y,.,.,.,23,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816290,DANBURY ISD,No,6,,.,.,.,6,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816320,DARROUZETT ISD,No,6,,.,.,.,6,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816350,DAWSON ISD,No,4,Y,.,.,.,4,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816380,DAWSON ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816410,DAYTON ISD,No,151,Y,S,S,.,139,19,7,S,28,12APR17
2015-2016,TEXAS,48,4816440,DE LEON ISD,Yes,84,Y,.,.,.,84,9,7,3,16,12APR17
2015-2016,TEXAS,48,4816500,DECATUR ISD,No,79,Y,6,S,S,67,12,11,S,3,12APR17
2015-2016,TEXAS,48,4816530,DEER PARK ISD,Yes,305,Y,19,5,7,274,46,30,S,39,12APR17
2015-2016,TEXAS,48,4816570,DEKALB ISD,No,3,,.,S,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816620,DEL VALLE ISD,No,327,Y,49,6,25,247,57,70,S,30,12APR17
2015-2016,TEXAS,48,4816650,DELL CITY ISD,No,S,,.,.,S,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816710,DENISON ISD,No,33,Y,S,S,19,12,12,S,S,10,12APR17
2015-2016,TEXAS,48,4816740,DENTON ISD,No,899,Y,134,9,95,661,158,103,S,138,12APR17
2015-2016,TEXAS,48,4816770,DENVER CITY ISD,No,S,,S,.,S,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816860,DESOTO ISD,No,86,Y,17,3,5,61,5,S,S,31,12APR17
2015-2016,TEXAS,48,4816890,DETROIT ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816920,DEVERS ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816950,DEVINE ISD,No,5,,.,.,.,5,S,S,S,S,12APR17
2015-2016,TEXAS,48,4816980,DEW ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817010,DEWEYVILLE ISD,No,209,Y,S,S,.,207,17,S,S,7,12APR17
2015-2016,TEXAS,48,4817040,DIBOLL ISD,No,69,Y,.,.,.,69,10,6,S,S,12APR17
2015-2016,TEXAS,48,4817070,DICKINSON ISD,No,310,Y,41,.,96,173,34,43,S,63,12APR17
2015-2016,TEXAS,48,4817100,DILLEY ISD,Yes,70,Y,.,6,.,64,13,S,7,S,12APR17
2015-2016,TEXAS,48,4817130,DIME BOX ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817160,DIMMITT ISD,No,28,Y,S,S,.,21,S,S,3,4,12APR17
2015-2016,TEXAS,48,4817190,DIVIDE ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817280,DODD CITY ISD,No,3,,.,.,.,3,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817390,DONNA ISD,Yes,1120,Y,5,206,24,885,68,676,146,290,12APR17
2015-2016,TEXAS,48,4817400,DOSS CONSOLIDATED CSD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817460,DOUGLASS ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817550,DRISCOLL ISD,No,5,Y,.,.,.,5,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817580,DUBLIN ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817610,DUMAS ISD,No,12,,.,.,.,12,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817640,DUNCANVILLE ISD,No,53,Y,11,.,15,27,7,S,S,9,12APR17
2015-2016,TEXAS,48,4817700,EAGLE MT-SAGINAW ISD,No,321,Y,89,.,16,216,39,16,S,S,12APR17
2015-2016,TEXAS,48,4817730,EAGLE PASS ISD,Yes,227,Y,.,.,S,S,31,118,33,S,12APR17
2015-2016,TEXAS,48,4817760,EANES ISD,No,6,,.,.,S,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817790,EARLY ISD,No,13,,.,.,S,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817830,EAST BERNARD ISD,No,8,,.,.,.,8,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817850,EAST CENTRAL ISD,Yes,362,Y,10,5,6,341,46,25,S,96,12APR17
2015-2016,TEXAS,48,4817880,EAST CHAMBERS ISD,No,13,,9,S,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4817960,EASTLAND ISD,Yes,57,Y,.,.,.,57,7,S,S,S,12APR17
2015-2016,TEXAS,48,4818000,ECTOR COUNTY ISD,No,1431,Y,40,107,50,1234,152,201,3,156,12APR17
2015-2016,TEXAS,48,4818030,ECTOR ISD,No,28,Y,.,S,.,S,9,S,S,10,12APR17
2015-2016,TEXAS,48,4818060,EDCOUCH-ELSA ISD,No,120,,.,.,S,S,3,49,26,4,12APR17
2015-2016,TEXAS,48,4818070,EDEN CISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4818120,EDGEWOOD ISD,No,14,,.,.,.,14,5,S,S,6,12APR17
2015-2016,TEXAS,48,4818150,EDGEWOOD ISD,Yes,608,Y,14,.,25,569,63,53,9,29,12APR17
2015-2016,TEXAS,48,4818180,EDINBURG CISD,No,52,Y,S,7,S,41,6,18,9,6,12APR17
2015-2016,TEXAS,48,4818210,EDNA ISD,No,75,Y,S,.,S,71,9,5,S,S,12APR17
2015-2016,TEXAS,48,4818280,EL CAMPO ISD,No,40,,.,.,S,S,6,5,5,S,12APR17
2015-2016,TEXAS,48,4818300,EL PASO ISD,Yes,1187,Y,24,25,409,729,154,486,22,218,12APR17
2015-2016,TEXAS,48,4818330,ELECTRA ISD,No,23,Y,.,.,.,23,S,S,S,S,12APR17
2015-2016,TEXAS,48,4818360,ELGIN ISD,Yes,293,Y,6,4,.,283,35,50,S,35,12APR17
2015-2016,TEXAS,48,4818390,ELKHART ISD,No,8,Y,.,.,.,8,S,S,S,S,12APR17
2015-2016,TEXAS,48,4818480,ELYSIAN FIELDS ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4818540,ENNIS ISD,Yes,359,Y,S,.,S,352,53,33,S,92,12APR17
2015-2016,TEXAS,48,4818600,ERA ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4818660,ETOILE ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4818690,EULA ISD,Yes,5,,.,.,.,5,S,S,S,S,12APR17
2015-2016,TEXAS,48,4818720,EUSTACE ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4818750,EVADALE ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4818780,EVANT ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4818810,EVERMAN ISD,No,288,Y,13,.,5,270,34,41,S,3,12APR17
2015-2016,TEXAS,48,4818840,EXCELSIOR ISD,No,7,,.,.,.,7,S,S,S,4,12APR17
2015-2016,TEXAS,48,4818890,EZZELL ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4818900,FABENS ISD,No,87,Y,.,S,S,83,6,53,8,5,12APR17
2015-2016,TEXAS,48,4818940,FAIRFIELD ISD,No,73,Y,.,5,.,68,10,7,S,21,12APR17
2015-2016,TEXAS,48,4819020,FALLS CITY ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4819050,FANNINDEL ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4819080,FARMERSVILLE ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4819110,FARWELL ISD,No,4,,.,.,.,4,S,S,S,S,12APR17
2015-2016,TEXAS,48,4819140,FAYETTEVILLE ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4819170,FERRIS ISD,No,131,Y,S,S,.,128,10,20,S,12,12APR17
2015-2016,TEXAS,48,4819280,FLATONIA ISD,Yes,24,Y,S,S,.,19,S,S,3,4,12APR17
2015-2016,TEXAS,48,4819320,FLORENCE ISD,No,49,Y,.,.,.,49,9,5,S,S,12APR17
2015-2016,TEXAS,48,4819350,FLORESVILLE ISD,No,16,Y,S,.,.,S,4,S,3,S,12APR17
2015-2016,TEXAS,48,4819380,FLOUR BLUFF ISD,No,51,Y,7,S,S,38,8,S,S,11,12APR17
2015-2016,TEXAS,48,4819440,FLOYDADA ISD,No,15,Y,.,.,.,15,S,S,S,S,12APR17
2015-2016,TEXAS,48,4819500,FOLLETT ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4819530,FORESTBURG ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4819560,FORNEY ISD,No,106,Y,S,S,3,98,14,4,S,11,12APR17
2015-2016,TEXAS,48,4819620,FORSAN ISD,No,6,Y,.,.,.,6,S,S,S,S,12APR17
2015-2016,TEXAS,48,4819650,FORT BEND ISD,No,963,Y,67,21,112,763,147,77,S,141,12APR17
2015-2016,TEXAS,48,4819700,FORT WORTH ISD,Yes,2389,Y,188,62,467,1672,246,417,S,390,12APR17
2015-2016,TEXAS,48,4819740,FRANKLIN ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4819770,FRANKSTON ISD,No,64,Y,.,6,3,55,7,S,S,22,12APR17
2015-2016,TEXAS,48,4819820,FREER ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4819830,FRENSHIP ISD,No,26,Y,S,.,S,23,3,S,S,8,12APR17
2015-2016,TEXAS,48,4819840,FREDERICKSBURG ISD,No,20,,S,.,.,S,4,9,S,5,12APR17
2015-2016,TEXAS,48,4819950,FRIENDSWOOD ISD,No,S,,.,.,S,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4819980,FRIONA ISD,No,54,Y,3,.,.,51,S,15,4,S,12APR17
2015-2016,TEXAS,48,4820010,FRISCO ISD,No,151,Y,19,S,S,118,30,12,S,39,12APR17
2015-2016,TEXAS,48,4820040,FROST ISD,No,6,Y,.,.,.,6,S,S,S,S,12APR17
2015-2016,TEXAS,48,4820070,FRUITVALE ISD,Yes,84,Y,.,9,4,71,12,S,S,21,12APR17
2015-2016,TEXAS,48,4820100,FT DAVIS ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4820130,FT HANCOCK ISD,No,20,,.,6,.,14,S,16,S,S,12APR17
2015-2016,TEXAS,48,4820160,FT SAM HOUSTON ISD,No,S,,.,.,S,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4820190,FORT STOCKTON ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4820220,GAINESVILLE ISD,No,91,Y,.,.,21,70,9,26,S,5,12APR17
2015-2016,TEXAS,48,4820250,GALENA PARK ISD,Yes,1262,Y,45,8,130,1079,154,290,3,157,12APR17
2015-2016,TEXAS,48,4820280,GALVESTON ISD,Yes,884,Y,21,54,126,683,72,158,S,76,12APR17
2015-2016,TEXAS,48,4820310,GANADO ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4820340,GARLAND ISD,Yes,1869,Y,129,12,23,1705,185,631,S,171,12APR17
2015-2016,TEXAS,48,4820370,GARNER ISD,No,6,,.,.,6,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4820400,GARRISON ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4820460,GARY ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4820500,GATESVILLE ISD,No,24,Y,.,.,.,24,S,S,S,8,12APR17
2015-2016,TEXAS,48,4820520,GAUSE ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4820550,GEORGE WEST ISD,No,6,,.,.,.,6,S,S,S,S,12APR17
2015-2016,TEXAS,48,4820600,GEORGETOWN ISD,Yes,71,Y,10,9,8,44,7,8,S,16,12APR17
2015-2016,TEXAS,48,4820610,GHOLSON ISD,No,13,,.,.,.,13,S,S,S,6,12APR17
2015-2016,TEXAS,48,4820640,GIDDINGS ISD,Yes,186,Y,S,S,.,175,16,37,S,8,12APR17
2015-2016,TEXAS,48,4820700,GILMER ISD,No,128,Y,.,.,3,125,7,3,S,6,12APR17
2015-2016,TEXAS,48,4820760,GLADEWATER ISD,No,73,Y,.,.,11,62,6,S,S,5,12APR17
2015-2016,TEXAS,48,4820790,GLASSCOCK COUNTY ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4820850,GLEN ROSE ISD,No,46,Y,S,.,S,43,6,S,S,4,12APR17
2015-2016,TEXAS,48,4820960,GODLEY ISD,No,35,Y,S,S,.,30,8,S,S,19,12APR17
2015-2016,TEXAS,48,4820970,GOLD BURG ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4821000,GOLDTHWAITE ISD,No,10,,.,.,.,10,S,3,S,6,12APR17
2015-2016,TEXAS,48,4821030,GOLIAD ISD,No,42,Y,S,S,11,27,6,S,S,5,12APR17
2015-2016,TEXAS,48,4821060,GONZALES ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4821090,GOODRICH ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4821150,GOOSE CREEK CISD,No,684,Y,71,8,62,543,87,74,4,84,12APR17
2015-2016,TEXAS,48,4821180,GORDON ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4821270,GORMAN ISD,Yes,44,Y,.,.,.,44,7,4,S,8,12APR17
2015-2016,TEXAS,48,4821300,GRADY ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4821330,GRAFORD ISD,No,3,,.,.,.,3,S,S,S,S,12APR17
2015-2016,TEXAS,48,4821360,GRAHAM ISD,No,17,,S,.,S,15,4,S,S,S,12APR17
2015-2016,TEXAS,48,4821390,GRANBURY ISD,No,334,Y,13,8,32,281,42,18,S,49,12APR17
2015-2016,TEXAS,48,4821420,GRAND PRAIRIE ISD,Yes,1556,Y,102,47,86,1321,158,264,S,219,12APR17
2015-2016,TEXAS,48,4821450,GRAND SALINE ISD,No,34,Y,.,.,.,34,4,S,S,4,12APR17
2015-2016,TEXAS,48,4821480,GRANDFALLS-ROYALTY ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4821540,GRANDVIEW ISD,No,20,Y,.,.,5,15,S,S,S,5,12APR17
2015-2016,TEXAS,48,4821560,GRANDVIEW-HOPKINS ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4821590,GRANGER ISD,No,43,Y,.,.,.,43,8,4,S,S,12APR17
2015-2016,TEXAS,48,4821600,GRAPE CREEK ISD,No,36,Y,.,S,S,31,6,S,S,3,12APR17
2015-2016,TEXAS,48,4821630,GRAPELAND ISD,No,19,Y,.,S,.,S,3,S,S,10,12APR17
2015-2016,TEXAS,48,4821660,GRAPEVINE-COLLEYVILLE ISD,No,202,Y,14,.,43,145,25,27,S,46,12APR17
2015-2016,TEXAS,48,4821720,GREENVILLE ISD,Yes,100,Y,S,S,31,64,9,11,S,11,12APR17
2015-2016,TEXAS,48,4821750,GREENWOOD ISD,No,167,Y,3,53,.,111,13,11,S,30,12APR17
2015-2016,TEXAS,48,4821780,GREGORY-PORTLAND ISD,No,23,,.,S,S,14,S,S,S,6,12APR17
2015-2016,TEXAS,48,4821810,GROESBECK ISD,No,38,Y,S,S,.,28,12,S,S,7,12APR17
2015-2016,TEXAS,48,4821840,GROOM ISD,No,3,Y,.,.,.,3,S,S,S,S,12APR17
2015-2016,TEXAS,48,4821900,GROVETON ISD,No,11,,.,.,.,11,3,S,S,S,12APR17
2015-2016,TEXAS,48,4821930,GRUVER ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4821960,GUNTER ISD,No,23,Y,.,.,.,23,S,3,S,S,12APR17
2015-2016,TEXAS,48,4821990,GUSTINE ISD,Yes,26,Y,.,11,.,15,9,6,4,S,12APR17
2015-2016,TEXAS,48,4822020,GUTHRIE CSD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822050,HALE CENTER ISD,No,7,,.,.,.,7,3,S,S,S,12APR17
2015-2016,TEXAS,48,4822120,HALLETTSVILLE ISD,No,15,Y,.,.,S,S,5,S,S,S,12APR17
2015-2016,TEXAS,48,4822140,HALLSBURG ISD,No,17,Y,.,.,.,17,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822170,HALLSVILLE ISD,No,37,Y,S,S,.,32,4,S,S,3,12APR17
2015-2016,TEXAS,48,4822230,HAMILTON ISD,No,45,Y,.,.,.,45,5,S,S,S,12APR17
2015-2016,TEXAS,48,4822260,HAMLIN ISD,Yes,93,Y,4,.,.,89,20,5,S,30,12APR17
2015-2016,TEXAS,48,4822320,HAMSHIRE-FANNETT ISD,No,22,Y,S,.,S,17,3,S,S,3,12APR17
2015-2016,TEXAS,48,4822350,HAPPY ISD,No,6,Y,.,.,.,6,S,3,S,S,12APR17
2015-2016,TEXAS,48,4822380,HARDIN ISD,No,12,,S,S,.,10,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822410,HARDIN-JEFFERSON ISD,No,10,,.,.,.,10,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822470,HARLANDALE ISD,Yes,319,Y,29,64,23,203,34,22,S,47,12APR17
2015-2016,TEXAS,48,4822500,HARLETON ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822530,HARLINGEN CISD,No,122,Y,S,S,43,60,20,20,29,13,12APR17
2015-2016,TEXAS,48,4822560,HARMONY ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822590,HARPER ISD,No,5,,.,.,.,5,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822620,HARROLD ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822650,HART ISD,No,33,Y,.,.,.,33,6,9,S,21,12APR17
2015-2016,TEXAS,48,4822680,HARTLEY ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822710,HARTS BLUFF ISD,No,7,Y,.,.,.,7,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822740,HASKELL CISD,Yes,42,Y,S,S,.,37,7,S,S,18,12APR17
2015-2016,TEXAS,48,4822770,HAWKINS ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822800,HAWLEY ISD,Yes,143,Y,.,.,S,S,20,S,S,28,12APR17
2015-2016,TEXAS,48,4822830,HEARNE ISD,No,3,,.,.,.,3,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822850,HEDLEY ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4822890,HEMPHILL ISD,No,18,,.,.,S,S,S,S,S,9,12APR17
2015-2016,TEXAS,48,4822920,HEMPSTEAD ISD,No,266,Y,26,10,6,224,23,48,S,39,12APR17
2015-2016,TEXAS,48,4822970,HENDERSON ISD,No,10,Y,.,.,S,S,S,S,S,4,12APR17
2015-2016,TEXAS,48,4822980,HENRIETTA ISD,No,27,Y,S,.,.,S,4,S,S,3,12APR17
2015-2016,TEXAS,48,4823010,HEREFORD ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4823040,HERMLEIGH ISD,Yes,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4823070,HICO ISD,No,22,Y,.,.,.,22,4,5,S,3,12APR17
2015-2016,TEXAS,48,4823100,HIDALGO ISD,No,3,Y,S,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4823140,HIGGINS ISD,No,5,,.,.,.,5,S,S,S,S,12APR17
2015-2016,TEXAS,48,4823160,HIGH ISLAND ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4823190,HIGHLAND ISD,Yes,20,Y,.,.,.,20,3,S,S,S,12APR17
2015-2016,TEXAS,48,4823250,HIGHLAND PARK ISD,No,S,,.,S,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4823280,HILLSBORO ISD,No,41,Y,6,.,.,35,5,5,S,S,12APR17
2015-2016,TEXAS,48,4823310,HITCHCOCK ISD,Yes,278,Y,S,24,S,245,25,15,S,35,12APR17
2015-2016,TEXAS,48,4823370,HOLLAND ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4823400,HOLLIDAY ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4823430,HONDO ISD,No,54,Y,.,S,S,52,7,S,4,S,12APR17
2015-2016,TEXAS,48,4823460,HONEY GROVE ISD,No,23,Y,.,.,S,S,5,S,S,3,12APR17
2015-2016,TEXAS,48,4823490,HOOKS ISD,No,15,,.,.,S,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4823640,HOUSTON ISD,Yes,5911,Y,223,200,876,4612,518,1595,14,683,12APR17
2015-2016,TEXAS,48,4823670,HOWE ISD,No,58,Y,.,.,.,58,7,4,S,11,12APR17
2015-2016,TEXAS,48,4823700,HUBBARD ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4823730,HUBBARD ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4823760,HUCKABAY ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4823790,HUDSON ISD,No,22,,.,.,9,13,9,S,S,7,12APR17
2015-2016,TEXAS,48,4823820,HUFFMAN ISD,No,60,Y,S,.,S,55,4,5,S,14,12APR17
2015-2016,TEXAS,48,4823850,HUGHES SPRINGS ISD,No,40,Y,.,S,.,S,6,S,S,7,12APR17
2015-2016,TEXAS,48,4823880,HULL-DAISETTA ISD,No,154,Y,.,15,.,139,10,S,S,59,12APR17
2015-2016,TEXAS,48,4823910,HUMBLE ISD,Yes,887,Y,22,7,46,812,87,58,S,77,12APR17
2015-2016,TEXAS,48,4823970,HUNT ISD,No,4,,S,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4824000,HUNTINGTON ISD,No,19,,.,S,.,S,5,S,S,16,12APR17
2015-2016,TEXAS,48,4824030,HUNTSVILLE ISD,No,220,Y,9,.,14,197,25,14,S,24,12APR17
2015-2016,TEXAS,48,4824060,HURST-EULESS-BEDFORD ISD,Yes,706,Y,135,7,14,550,85,68,S,77,12APR17
2015-2016,TEXAS,48,4824100,HUTTO ISD,Yes,191,Y,S,S,4,181,27,24,S,12,12APR17
2015-2016,TEXAS,48,4824120,IDALOU ISD,No,7,,.,.,.,7,S,S,S,S,12APR17
2015-2016,TEXAS,48,4824150,INDUSTRIAL ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4824180,INGLESIDE ISD,No,40,Y,S,.,S,29,5,S,S,3,12APR17
2015-2016,TEXAS,48,4824210,INGRAM ISD,No,29,Y,S,.,.,S,S,S,S,10,12APR17
2015-2016,TEXAS,48,4824240,IOLA ISD,No,S,,.,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4824260,IOWA PARK CISD,No,20,Y,.,.,.,20,4,S,S,S,12APR17
2015-2016,TEXAS,48,4824300,IRA ISD,Yes,20,,S,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4824330,IRAAN-SHEFFIELD ISD,No,3,,.,.,.,3,S,S,S,S,12APR17
2015-2016,TEXAS,48,4824360,IREDELL ISD,No,17,,.,.,.,17,S,S,S,11,12APR17
2015-2016,TEXAS,48,4824420,IRVING ISD,Yes,1317,Y,157,11,80,1069,137,361,S,143,12APR17
2015-2016,TEXAS,48,4824450,ITALY ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4824480,ITASCA ISD,No,63,Y,.,S,.,S,7,3,S,S,12APR17
2015-2016,TEXAS,48,4824530,JACKSBORO ISD,No,3,,.,.,.,3,S,S,S,S,12APR17
2015-2016,TEXAS,48,4824590,JACKSONVILLE ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4824600,JARRELL ISD,No,99,Y,S,S,.,96,14,14,S,44,12APR17
2015-2016,TEXAS,48,4824630,JASPER ISD,No,105,Y,12,.,11,82,10,12,S,6,12APR17
2015-2016,TEXAS,48,4824660,JAYTON-GIRARD ISD,No,S,,.,.,.,S,S,S,S,S,12APR17
2015-2016,TEXAS,48,4824730,JEFFERSON ISD,No,53,Y,.,4,.,49,9,S,S,13,12APR17
2015-2016,TEXAS,48,4824750,JIM HOGG COUNTY ISD,No,S,Y,S,.,.,.,S,S,S,S,12APR17
2015-2016,TEXAS,48,4824780,JIM NED CISD,Yes,61,Y,S,S,.,54,8,S,S,8,12APR17
2015-2016,TEXAS,48,4824810,JOAQUIN ISD,No,64,Y,.,.,S,S,10,3,S,S,12APR17
