state,county,state_name,county_name,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
20,141,Kansas,Osborne County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,143,Kansas,Ottawa County,1.1:1.6,3,1.9:4.2,3,4.0:5.0,3,93.1:89.2,3
20,145,Kansas,Pawnee County,0.4:0.8,3,5.0:8.0,3,4.4:4.9,3,90.2:86.3,3
20,147,Kansas,Phillips County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,149,Kansas,Pottawatomie County,4.1:9.3,3,2.5:8.0,3,8.0:7.6,3,85.5:75.1,3
20,151,Kansas,Pratt County,0.4:0.8,3,5.0:8.0,3,4.4:4.9,3,90.2:86.3,3
20,153,Kansas,Rawlins County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,155,Kansas,Reno County,0.7:0.8,2,1.5:5.5,2,1.2:3.0,2,96.6:90.7,2
20,157,Kansas,Republic County,1.1:1.6,3,1.9:4.2,3,4.0:5.0,3,93.1:89.2,3
20,159,Kansas,Rice County,0.7:0.8,3,1.5:5.5,3,1.2:3.0,3,96.6:90.7,3
20,161,Kansas,Riley County,4.1:9.3,2,2.5:8.0,2,8.0:7.6,2,85.5:75.1,2
20,163,Kansas,Rooks County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,165,Kansas,Rush County,0.4:0.8,3,5.0:8.0,3,4.4:4.9,3,90.2:86.3,3
20,167,Kansas,Russell County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,169,Kansas,Saline County,1.1:1.6,2,1.9:4.2,2,4.0:5.0,2,93.1:89.2,2
20,171,Kansas,Scott County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,173,Kansas,Sedgwick County,2.1:6.8,1,8.8:10.9,1,9.1:8.3,1,79.9:73.9,1
20,175,Kansas,Seward County,0.8:3.7,3,25.5:38.8,3,6.9:3.5,3,66.8:54.0,3
20,177,Kansas,Shawnee County,4.3:7.2,1,7.2:9.4,1,4.6:6.6,1,83.9:76.8,1
20,179,Kansas,Sheridan County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,181,Kansas,Sherman County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,183,Kansas,Smith County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,185,Kansas,Stafford County,0.4:0.8,3,5.0:8.0,3,4.4:4.9,3,90.2:86.3,3
20,187,Kansas,Stanton County,0.8:3.7,3,25.5:38.8,3,6.9:3.5,3,66.8:54.0,3
20,189,Kansas,Stevens County,0.8:3.7,3,25.5:38.8,3,6.9:3.5,3,66.8:54.0,3
20,191,Kansas,Sumner County,0.4:0.8,3,5.0:8.0,3,4.4:4.9,3,90.2:86.3,3
20,193,Kansas,Thomas County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,195,Kansas,Trego County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,197,Kansas,Wabaunsee County,0.4:0.8,3,3.7:2.4,3,4.3:5.3,3,91.6:91.5,3
20,199,Kansas,Wallace County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,201,Kansas,Washington County,1.1:1.6,3,1.9:4.2,3,4.0:5.0,3,93.1:89.2,3
20,203,Kansas,Wichita County,0.0:0.6,3,7.8:5.6,3,3.6:3.4,3,88.6:90.4,3
20,205,Kansas,Wilson County,0.4:1.7,3,5.6:7.4,3,5.2:5.9,3,88.8:85.0,3
20,207,Kansas,Woodson County,0.4:1.7,3,5.6:7.4,3,5.2:5.9,3,88.8:85.0,3
20,209,Kansas,Wyandotte County,16.7:22.6,1,17.9:23.7,1,13.2:10.3,1,52.2:43.3,1
21,001,Kentucky,Adair County,1.0:1.1,3,0.4:0.3,3,2.2:3.5,3,96.4:95.0,3
21,003,Kentucky,Allen County,0.7:3.4,3,1.5:2.5,3,2.8:3.4,3,95.0:90.7,3
21,005,Kentucky,Anderson County,3.2:5.7,3,1.0:3.1,3,2.2:3.8,3,93.6:87.4,3
21,007,Kentucky,Ballard County,3.4:6.6,3,1.5:2.1,3,1.6:2.8,3,93.6:88.5,3
21,009,Kentucky,Barren County,0.7:3.4,3,1.5:2.5,3,2.8:3.4,3,95.0:90.7,3
21,011,Kentucky,Bath County,1.0:2.6,3,0.2:0.7,3,0.7:1.9,3,98.2:94.8,3
21,013,Kentucky,Bell County,NA:0.2,NA,NA:0.3,NA,1.9:3.0,3,98.1:96.5,3
21,015,Kentucky,Boone County,2.1:2.6,1,1.3:3.3,1,5.6:7.6,1,91.0:86.5,1
21,017,Kentucky,Bourbon County,1.2:3.4,3,2.6:3.5,3,3.8:4.8,3,92.5:88.3,3
21,019,Kentucky,Boyd County,0.2:1.1,2,0.4:0.4,2,3.7:3.7,2,95.7:94.8,2
21,021,Kentucky,Boyle County,2.0:5.7,3,2.6:2.6,3,1.4:2.7,3,93.9:89.0,3
21,023,Kentucky,Bracken County,1.0:2.6,3,0.2:0.7,3,0.7:1.9,3,98.2:94.8,3
21,025,Kentucky,Breathitt County,NA:1.2,NA,1.2:0.2,3,1.4:2.5,3,97.5:96.1,3
21,027,Kentucky,Breckinridge County,0.9:3.7,3,0.3:1.0,3,3.4:4.5,3,95.5:90.8,3
21,029,Kentucky,Bullitt County,1.2:0.6,1,0.6:1.0,1,3.1:4.2,1,95.1:94.2,1
21,031,Kentucky,Butler County,0.7:3.4,3,1.5:2.5,3,2.8:3.4,3,95.0:90.7,3
21,033,Kentucky,Caldwell County,3.3:4.1,3,0.2:0.5,3,1.9:3.6,3,94.6:91.9,3
21,035,Kentucky,Calloway County,3.4:6.6,3,1.5:2.1,3,1.6:2.8,3,93.6:88.5,3
21,037,Kentucky,Campbell County,0.1:1.5,2,0.5:1.6,2,2.7:3.9,2,96.7:93.0,2
21,039,Kentucky,Carlisle County,3.4:6.6,3,1.5:2.1,3,1.6:2.8,3,93.6:88.5,3
21,041,Kentucky,Carroll County,0.1:1.5,3,0.5:1.6,3,2.7:3.9,3,96.7:93.0,3
21,043,Kentucky,Carter County,0.2:1.1,3,0.4:0.4,3,3.7:3.7,3,95.7:94.8,3
21,045,Kentucky,Casey County,1.0:1.1,3,0.4:0.3,3,2.2:3.5,3,96.4:95.0,3
21,047,Kentucky,Christian County,8.6:15.2,2,0.0:5.0,2,3.9:4.9,2,87.5:75.0,2
21,049,Kentucky,Clark County,1.2:3.4,3,2.6:3.5,3,3.8:4.8,3,92.5:88.3,3
21,051,Kentucky,Clay County,NA,NA,0.5:1.0,3,2.2:2.8,3,97.3:96.2,3
21,053,Kentucky,Clinton County,1.0:1.1,3,0.4:0.3,3,2.2:3.5,3,96.4:95.0,3
21,055,Kentucky,Crittenden County,3.3:4.1,3,0.2:0.5,3,1.9:3.6,3,94.6:91.9,3
21,057,Kentucky,Cumberland County,1.0:1.1,3,0.4:0.3,3,2.2:3.5,3,96.4:95.0,3
21,059,Kentucky,Daviess County,2.2:3.5,1,1.7:2.1,1,9.3:6.0,1,86.8:88.4,1
21,061,Kentucky,Edmonson County,0.7:3.4,3,1.5:2.5,3,2.8:3.4,3,95.0:90.7,3
21,063,Kentucky,Elliott County,0.2:1.1,3,0.4:0.4,3,3.7:3.7,3,95.7:94.8,3
21,065,Kentucky,Estill County,0.3:2.9,3,0.6:1.6,3,4.2:4.0,3,94.9:91.4,3
21,067,Kentucky,Fayette County,6.0:12.3,1,4.1:5.2,1,6.5:6.8,1,83.4:75.8,1
21,069,Kentucky,Fleming County,1.0:2.6,3,0.2:0.7,3,0.7:1.9,3,98.2:94.8,3
21,071,Kentucky,Floyd County,NA:0.2,NA,0.5:0.3,3,5.1:6.0,3,94.5:93.6,3
21,073,Kentucky,Franklin County,3.2:5.7,2,1.0:3.1,2,2.2:3.8,2,93.6:87.4,2
21,075,Kentucky,Fulton County,3.4:6.6,3,1.5:2.1,3,1.6:2.8,3,93.6:88.5,3
21,077,Kentucky,Gallatin County,0.1:1.5,3,0.5:1.6,3,2.7:3.9,3,96.7:93.0,3
21,079,Kentucky,Garrard County,2.0:5.7,3,2.6:2.6,3,1.4:2.7,3,93.9:89.0,3
21,081,Kentucky,Grant County,0.1:1.5,3,0.5:1.6,3,2.7:3.9,3,96.7:93.0,3
21,083,Kentucky,Graves County,3.4:6.6,3,1.5:2.1,3,1.6:2.8,3,93.6:88.5,3
21,085,Kentucky,Grayson County,0.9:3.7,3,0.3:1.0,3,3.4:4.5,3,95.5:90.8,3
21,087,Kentucky,Green County,1.0:1.1,3,0.4:0.3,3,2.2:3.5,3,96.4:95.0,3
21,089,Kentucky,Greenup County,0.2:1.1,3,0.4:0.4,3,3.7:3.7,3,95.7:94.8,3
21,091,Kentucky,Hancock County,1.3:3.4,3,0.8:2.5,3,4.2:3.5,3,93.7:90.6,3
21,093,Kentucky,Hardin County,5.0:9.6,1,7.3:4.8,1,4.8:5.6,1,83.0:80.0,1
21,095,Kentucky,Harlan County,NA:0.2,NA,NA:0.3,NA,1.9:3.0,3,98.1:96.5,3
21,097,Kentucky,Harrison County,1.2:3.4,3,2.6:3.5,3,3.8:4.8,3,92.5:88.3,3
21,099,Kentucky,Hart County,0.7:3.4,3,1.5:2.5,3,2.8:3.4,3,95.0:90.7,3
21,101,Kentucky,Henderson County,1.3:3.4,2,0.8:2.5,2,4.2:3.5,2,93.7:90.6,2
21,103,Kentucky,Henry County,2.8:3.2,3,1.9:4.4,3,8.5:7.0,3,86.8:85.4,3
21,105,Kentucky,Hickman County,3.4:6.6,3,1.5:2.1,3,1.6:2.8,3,93.6:88.5,3
21,107,Kentucky,Hopkins County,3.3:4.1,2,0.2:0.5,2,1.9:3.6,2,94.6:91.9,2
21,109,Kentucky,Jackson County,NA,NA,0.5:1.0,3,2.2:2.8,3,97.3:96.2,3
21,111,Kentucky,Jefferson County,8.7:21.5,1,4.2:5.3,1,5.2:5.4,1,81.9:67.7,1
21,113,Kentucky,Jessamine County,2.0:5.7,2,2.6:2.6,2,1.4:2.7,2,93.9:89.0,2
21,115,Kentucky,Johnson County,NA:0.2,NA,0.5:0.3,3,5.1:6.0,3,94.5:93.6,3
21,117,Kentucky,Kenton County,1.6:2.5,1,1.0:1.3,1,6.1:5.8,1,91.3:90.4,1
21,119,Kentucky,Knott County,NA:1.2,NA,1.2:0.2,3,1.4:2.5,3,97.5:96.1,3
21,121,Kentucky,Knox County,NA:0.2,NA,NA:0.3,NA,1.9:3.0,3,98.1:96.5,3
21,123,Kentucky,Larue County,0.9:3.7,3,0.3:1.0,3,3.4:4.5,3,95.5:90.8,3
21,125,Kentucky,Laurel County,NA,NA,0.5:1.0,2,2.2:2.8,2,97.3:96.2,2
21,127,Kentucky,Lawrence County,0.2:1.1,3,0.4:0.4,3,3.7:3.7,3,95.7:94.8,3
21,129,Kentucky,Lee County,NA:1.2,NA,1.2:0.2,3,1.4:2.5,3,97.5:96.1,3
21,131,Kentucky,Leslie County,NA:1.2,NA,1.2:0.2,3,1.4:2.5,3,97.5:96.1,3
21,133,Kentucky,Letcher County,NA:1.2,NA,1.2:0.2,3,1.4:2.5,3,97.5:96.1,3
21,135,Kentucky,Lewis County,1.0:2.6,3,0.2:0.7,3,0.7:1.9,3,98.2:94.8,3
21,137,Kentucky,Lincoln County,2.0:5.7,3,2.6:2.6,3,1.4:2.7,3,93.9:89.0,3
21,139,Kentucky,Livingston County,3.3:4.1,3,0.2:0.5,3,1.9:3.6,3,94.6:91.9,3
21,141,Kentucky,Logan County,0.7:3.4,3,1.5:2.5,3,2.8:3.4,3,95.0:90.7,3
21,143,Kentucky,Lyon County,8.6:15.2,3,0.0:5.0,3,3.9:4.9,3,87.5:75.0,3
21,145,Kentucky,McCracken County,3.4:6.6,3,1.5:2.1,3,1.6:2.8,3,93.6:88.5,3
21,147,Kentucky,McCreary County,0.2:0.4,3,0.8:2.1,3,2.8:3.0,3,96.2:94.5,3
21,149,Kentucky,McLean County,1.3:3.4,3,0.8:2.5,3,4.2:3.5,3,93.7:90.6,3
21,151,Kentucky,Madison County,0.3:2.9,1,0.6:1.6,1,4.2:4.0,1,94.9:91.4,1
21,153,Kentucky,Magoffin County,NA:0.2,NA,0.5:0.3,3,5.1:6.0,3,94.5:93.6,3
21,155,Kentucky,Marion County,0.9:3.7,3,0.3:1.0,3,3.4:4.5,3,95.5:90.8,3
21,157,Kentucky,Marshall County,3.4:6.6,3,1.5:2.1,3,1.6:2.8,3,93.6:88.5,3
21,159,Kentucky,Martin County,NA:0.2,NA,0.5:0.3,3,5.1:6.0,3,94.5:93.6,3
21,161,Kentucky,Mason County,1.0:2.6,3,0.2:0.7,3,0.7:1.9,3,98.2:94.8,3
21,163,Kentucky,Meade County,0.9:3.7,3,0.3:1.0,3,3.4:4.5,3,95.5:90.8,3
21,165,Kentucky,Menifee County,1.0:2.6,3,0.2:0.7,3,0.7:1.9,3,98.2:94.8,3
21,167,Kentucky,Mercer County,3.2:5.7,3,1.0:3.1,3,2.2:3.8,3,93.6:87.4,3
21,169,Kentucky,Metcalfe County,0.7:3.4,3,1.5:2.5,3,2.8:3.4,3,95.0:90.7,3
21,171,Kentucky,Monroe County,0.7:3.4,3,1.5:2.5,3,2.8:3.4,3,95.0:90.7,3
21,173,Kentucky,Montgomery County,1.0:2.6,3,0.2:0.7,3,0.7:1.9,3,98.2:94.8,3
21,175,Kentucky,Morgan County,1.0:2.6,3,0.2:0.7,3,0.7:1.9,3,98.2:94.8,3
21,177,Kentucky,Muhlenberg County,3.3:4.1,3,0.2:0.5,3,1.9:3.6,3,94.6:91.9,3
21,179,Kentucky,Nelson County,0.9:3.7,3,0.3:1.0,3,3.4:4.5,3,95.5:90.8,3
21,181,Kentucky,Nicholas County,1.2:3.4,3,2.6:3.5,3,3.8:4.8,3,92.5:88.3,3
21,183,Kentucky,Ohio County,1.3:3.4,3,0.8:2.5,3,4.2:3.5,3,93.7:90.6,3
21,185,Kentucky,Oldham County,2.8:3.2,2,1.9:4.4,2,8.5:7.0,2,86.8:85.4,2
21,187,Kentucky,Owen County,0.1:1.5,3,0.5:1.6,3,2.7:3.9,3,96.7:93.0,3
21,189,Kentucky,Owsley County,NA:1.2,NA,1.2:0.2,3,1.4:2.5,3,97.5:96.1,3
21,191,Kentucky,Pendleton County,0.1:1.5,3,0.5:1.6,3,2.7:3.9,3,96.7:93.0,3
21,193,Kentucky,Perry County,NA:1.2,NA,1.2:0.2,3,1.4:2.5,3,97.5:96.1,3
21,195,Kentucky,Pike County,NA:0.2,NA,0.5:0.3,2,5.1:6.0,2,94.5:93.6,2
21,197,Kentucky,Powell County,0.3:2.9,3,0.6:1.6,3,4.2:4.0,3,94.9:91.4,3
21,199,Kentucky,Pulaski County,0.2:0.4,2,0.8:2.1,2,2.8:3.0,2,96.2:94.5,2
21,201,Kentucky,Robertson County,1.0:2.6,3,0.2:0.7,3,0.7:1.9,3,98.2:94.8,3
21,203,Kentucky,Rockcastle County,NA,NA,0.5:1.0,3,2.2:2.8,3,97.3:96.2,3
21,205,Kentucky,Rowan County,1.0:2.6,3,0.2:0.7,3,0.7:1.9,3,98.2:94.8,3
21,207,Kentucky,Russell County,1.0:1.1,3,0.4:0.3,3,2.2:3.5,3,96.4:95.0,3
21,209,Kentucky,Scott County,1.2:3.4,2,2.6:3.5,2,3.8:4.8,2,92.5:88.3,2
21,211,Kentucky,Shelby County,2.8:3.2,3,1.9:4.4,3,8.5:7.0,3,86.8:85.4,3
21,213,Kentucky,Simpson County,0.7:3.4,3,1.5:2.5,3,2.8:3.4,3,95.0:90.7,3
21,215,Kentucky,Spencer County,1.2:0.6,3,0.6:1.0,3,3.1:4.2,3,95.1:94.2,3
21,217,Kentucky,Taylor County,1.0:1.1,3,0.4:0.3,3,2.2:3.5,3,96.4:95.0,3
21,219,Kentucky,Todd County,8.6:15.2,3,0.0:5.0,3,3.9:4.9,3,87.5:75.0,3
21,221,Kentucky,Trigg County,8.6:15.2,3,0.0:5.0,3,3.9:4.9,3,87.5:75.0,3
21,223,Kentucky,Trimble County,2.8:3.2,3,1.9:4.4,3,8.5:7.0,3,86.8:85.4,3
21,225,Kentucky,Union County,1.3:3.4,3,0.8:2.5,3,4.2:3.5,3,93.7:90.6,3
21,227,Kentucky,Warren County,3.7:8.2,1,1.2:3.5,1,7.4:9.0,1,87.7:79.2,1
21,229,Kentucky,Washington County,0.9:3.7,3,0.3:1.0,3,3.4:4.5,3,95.5:90.8,3
21,231,Kentucky,Wayne County,0.2:0.4,3,0.8:2.1,3,2.8:3.0,3,96.2:94.5,3
21,233,Kentucky,Webster County,1.3:3.4,3,0.8:2.5,3,4.2:3.5,3,93.7:90.6,3
21,235,Kentucky,Whitley County,NA:0.2,NA,NA:0.3,NA,1.9:3.0,3,98.1:96.5,3
21,237,Kentucky,Wolfe County,NA:1.2,NA,1.2:0.2,3,1.4:2.5,3,97.5:96.1,3
21,239,Kentucky,Woodford County,3.2:5.7,3,1.0:3.1,3,2.2:3.8,3,93.6:87.4,3
22,001,Louisiana,Acadia Parish,3.6:14.4,2,3.2:4.3,2,3.1:4.3,2,90.2:77.0,2
22,003,Louisiana,Allen Parish,6.2:10.9,3,1.6:2.1,3,3.2:4.0,3,89.0:83.0,3
22,005,Louisiana,Ascension Parish,16.0:22.0,1,3.7:4.2,1,5.7:5.3,1,74.5:68.4,1
22,007,Louisiana,Assumption Parish,6.4:15.1,3,2.3:2.6,3,3.8:5.6,3,87.5:76.7,3
22,009,Louisiana,Avoyelles Parish,16.5:23.2,3,2.1:1.8,3,4.4:4.3,3,77.1:70.7,3
22,011,Louisiana,Beauregard Parish,6.2:10.9,3,1.6:2.1,3,3.2:4.0,3,89.0:83.0,3
22,013,Louisiana,Bienville Parish,17.7:35.7,3,2.7:2.2,3,5.7:5.3,3,73.9:56.8,3
22,015,Louisiana,Bossier Parish,12.4:25.6,1,5.0:5.1,1,3.8:4.6,1,78.7:64.7,1
22,017,Louisiana,Caddo Parish,31.7:49.7,1,1.8:2.8,1,5.4:3.6,1,61.1:44.0,1
22,019,Louisiana,Calcasieu Parish,13.3:22.8,2,1.5:1.8,2,5.3:5.2,2,80.0:70.1,2
22,021,Louisiana,Caldwell Parish,21.1:33.6,3,0.8:1.1,3,1.3:3.1,3,76.7:62.3,3
22,023,Louisiana,Cameron Parish,18.8:31.7,3,1.4:1.6,3,6.9:6.2,3,73.0:60.5,3
22,025,Louisiana,Catahoula Parish,16.5:23.2,3,2.1:1.8,3,4.4:4.3,3,77.1:70.7,3
22,027,Louisiana,Claiborne Parish,17.7:35.7,3,2.7:2.2,3,5.7:5.3,3,73.9:56.8,3
22,029,Louisiana,Concordia Parish,16.5:23.2,3,2.1:1.8,3,4.4:4.3,3,77.1:70.7,3
22,031,Louisiana,De Soto Parish,17.7:35.7,3,2.7:2.2,3,5.7:5.3,3,73.9:56.8,3
22,033,Louisiana,East Baton Rouge Parish,22.4:43.1,1,2.9:3.9,1,5.7:5.4,1,69.0:47.6,1
22,035,Louisiana,East Carroll Parish,21.1:33.6,3,0.8:1.1,3,1.3:3.1,3,76.7:62.3,3
22,037,Louisiana,East Feliciana Parish,20.8:35.1,3,2.1:2.1,3,3.4:3.5,3,73.7:59.4,3
22,039,Louisiana,Evangeline Parish,32.7:36.4,3,2.2:2.5,3,2.2:3.6,3,62.8:57.5,3
22,041,Louisiana,Franklin Parish,21.1:33.6,3,0.8:1.1,3,1.3:3.1,3,76.7:62.3,3
22,043,Louisiana,Grant Parish,16.5:23.2,3,2.1:1.8,3,4.4:4.3,3,77.1:70.7,3
22,045,Louisiana,Iberia Parish,14.9:28.4,2,3.5:3.7,2,4.0:4.4,2,77.6:63.5,2
22,047,Louisiana,Iberville Parish,20.8:35.1,3,2.1:2.1,3,3.4:3.5,3,73.7:59.4,3
22,049,Louisiana,Jackson Parish,21.1:33.6,3,0.8:1.1,3,1.3:3.1,3,76.7:62.3,3
22,051,Louisiana,Jefferson Parish,10.9:22.2,1,8.2:12.4,1,7.7:7.4,1,73.2:58.0,1
22,053,Louisiana,Jefferson Davis Parish,18.8:31.7,3,1.4:1.6,3,6.9:6.2,3,73.0:60.5,3
22,055,Louisiana,Lafayette Parish,8.7:21.8,1,2.7:3.3,1,5.4:6.2,1,83.2:68.7,1
22,057,Louisiana,Lafourche Parish,6.4:15.1,1,2.3:2.6,1,3.8:5.6,1,87.5:76.7,1
22,059,Louisiana,LaSalle Parish,16.5:23.2,3,2.1:1.8,3,4.4:4.3,3,77.1:70.7,3
22,061,Louisiana,Lincoln Parish,17.7:35.7,3,2.7:2.2,3,5.7:5.3,3,73.9:56.8,3
22,063,Louisiana,Livingston Parish,5.4:9.7,1,2.3:2.9,1,3.4:4.3,1,89.0:83.1,1
22,065,Louisiana,Madison Parish,21.1:33.6,3,0.8:1.1,3,1.3:3.1,3,76.7:62.3,3
22,067,Louisiana,Morehouse Parish,21.1:33.6,3,0.8:1.1,3,1.3:3.1,3,76.7:62.3,3
22,069,Louisiana,Natchitoches Parish,17.7:35.7,3,2.7:2.2,3,5.7:5.3,3,73.9:56.8,3
22,071,Louisiana,Orleans Parish,32.5:53.0,1,5.2:5.2,1,6.8:6.5,1,55.6:35.3,1
22,073,Louisiana,Ouachita Parish,15.3:34.5,1,1.4:2.6,1,6.4:3.2,1,76.8:59.6,1
22,075,Louisiana,Plaquemines Parish,23.0:29.9,3,8.3:7.9,3,5.9:7.3,3,62.7:54.9,3
22,077,Louisiana,Pointe Coupee Parish,20.8:35.1,3,2.1:2.1,3,3.4:3.5,3,73.7:59.4,3
22,079,Louisiana,Rapides Parish,13.0:24.8,2,3.1:4.4,2,5.6:5.2,2,78.3:65.6,2
22,081,Louisiana,Red River Parish,17.7:35.7,3,2.7:2.2,3,5.7:5.3,3,73.9:56.8,3
22,083,Louisiana,Richland Parish,21.1:33.6,3,0.8:1.1,3,1.3:3.1,3,76.7:62.3,3
22,085,Louisiana,Sabine Parish,17.7:35.7,3,2.7:2.2,3,5.7:5.3,3,73.9:56.8,3
22,087,Louisiana,St. Bernard Parish,23.0:29.9,2,8.3:7.9,2,5.9:7.3,2,62.7:54.9,2
22,089,Louisiana,St. Charles Parish,19.4:34.8,2,2.9:4.6,2,2.4:4.6,2,75.3:56.0,2
22,091,Louisiana,St. Helena Parish,5.4:9.7,3,2.3:2.9,3,3.4:4.3,3,89.0:83.1,3
22,093,Louisiana,St. James Parish,19.4:34.8,3,2.9:4.6,3,2.4:4.6,3,75.3:56.0,3
22,095,Louisiana,St. John the Baptist Parish,19.4:34.8,2,2.9:4.6,2,2.4:4.6,2,75.3:56.0,2
22,097,Louisiana,St. Landry Parish,32.7:36.4,2,2.2:2.5,2,2.2:3.6,2,62.8:57.5,2
22,099,Louisiana,St. Martin Parish,14.9:28.4,2,3.5:3.7,2,4.0:4.4,2,77.6:63.5,2
22,101,Louisiana,St. Mary Parish,11.2:18.5,3,4.0:6.0,3,9.0:9.5,3,75.8:66.1,3
22,103,Louisiana,St. Tammany Parish,7.3:11.5,1,4.9:5.4,1,4.8:6.3,1,83.0:76.7,1
22,105,Louisiana,Tangipahoa Parish,14.2:25.7,2,2.3:3.7,2,5.7:7.5,2,77.8:63.2,2
22,107,Louisiana,Tensas Parish,21.1:33.6,3,0.8:1.1,3,1.3:3.1,3,76.7:62.3,3
22,109,Louisiana,Terrebonne Parish,11.2:18.5,2,4.0:6.0,2,9.0:9.5,2,75.8:66.1,2
22,111,Louisiana,Union Parish,21.1:33.6,3,0.8:1.1,3,1.3:3.1,3,76.7:62.3,3
22,113,Louisiana,Vermilion Parish,3.6:14.4,2,3.2:4.3,2,3.1:4.3,2,90.2:77.0,2
22,115,Louisiana,Vernon Parish,13.0:24.8,3,3.1:4.4,3,5.6:5.2,3,78.3:65.6,3
22,117,Louisiana,Washington Parish,14.2:25.7,3,2.3:3.7,3,5.7:7.5,3,77.8:63.2,3
22,119,Louisiana,Webster Parish,12.4:25.6,3,5.0:5.1,3,3.8:4.6,3,78.7:64.7,3
22,121,Louisiana,West Baton Rouge Parish,20.8:35.1,3,2.1:2.1,3,3.4:3.5,3,73.7:59.4,3
22,123,Louisiana,West Carroll Parish,21.1:33.6,3,0.8:1.1,3,1.3:3.1,3,76.7:62.3,3
22,125,Louisiana,West Feliciana Parish,20.8:35.1,3,2.1:2.1,3,3.4:3.5,3,73.7:59.4,3
22,127,Louisiana,Winn Parish,16.5:23.2,3,2.1:1.8,3,4.4:4.3,3,77.1:70.7,3
23,001,Maine,Androscoggin County,0.6:2.3,1,1.0:1.7,1,6.1:5.1,1,92.3:90.9,1
23,003,Maine,Aroostook County,0.2:0.3,2,1.4:2.4,2,6.6:6.4,2,91.8:90.8,2
23,005,Maine,Cumberland County,0.7:2.8,2,0.6:1.5,2,4.3:5.6,2,94.5:90.1,2
23,007,Maine,Franklin County,0.6:0.5,3,6.8:1.3,3,4.0:5.4,3,88.6:92.7,3
23,009,Maine,Hancock County,0.0:0.1,3,0.7:2.3,3,4.3:5.0,3,95.0:92.7,3
23,011,Maine,Kennebec County,0.2:0.6,1,0.5:1.1,1,2.1:4.3,1,97.2:94.0,1
23,013,Maine,Knox County,0.0:0.1,3,0.7:2.3,3,4.3:5.0,3,95.0:92.7,3
23,015,Maine,Lincoln County,0.0:0.1,3,0.7:2.3,3,4.3:5.0,3,95.0:92.7,3
23,017,Maine,Oxford County,0.6:0.5,2,6.8:1.3,2,4.0:5.4,2,88.6:92.7,2
23,019,Maine,Penobscot County,1.2:0.7,1,0.7:2.2,1,4.1:5.3,1,94.1:91.9,1
23,021,Maine,Piscataquis County,0.6:0.5,3,6.8:1.3,3,4.0:5.4,3,88.6:92.7,3
23,023,Maine,Sagadahoc County,0.2:0.3,3,0.3:0.6,3,4.1:4.2,3,95.5:95.0,3
23,025,Maine,Somerset County,0.6:0.5,3,6.8:1.3,3,4.0:5.4,3,88.6:92.7,3
23,027,Maine,Waldo County,0.0:0.1,3,0.7:2.3,3,4.3:5.0,3,95.0:92.7,3
23,029,Maine,Washington County,0.2:0.3,3,1.4:2.4,3,6.6:6.4,3,91.8:90.8,3
23,031,Maine,York County,0.6:0.6,2,0.5:1.0,2,4.7:5.1,2,94.2:93.4,2
24,001,Maryland,Allegany County,0.2:0.8,2,0.2:1.3,2,2.3:4.0,2,97.4:93.9,2
24,003,Maryland,Anne Arundel County,11.0:18.9,1,4.1:6.1,1,6.7:7.0,1,78.2:68.0,1
24,005,Maryland,Baltimore County,18.7:29.2,1,3.7:5.1,1,9.3:9.4,1,68.4:56.3,1
24,009,Maryland,Calvert County,8.2:11.7,1,4.1:4.8,1,6.7:5.8,1,81.1:77.7,1
24,011,Maryland,Caroline County,5.7:13.3,3,0.9:3.9,3,3.4:4.8,3,90.1:78.0,3
24,013,Maryland,Carroll County,2.4:2.6,1,2.4:3.0,1,5.8:5.9,1,89.4:88.4,1
24,015,Maryland,Cecil County,3.1:5.4,1,2.7:3.6,1,2.5:5.4,1,91.6:85.6,1
24,017,Maryland,Charles County,47.7:49.8,1,6.6:4.9,1,8.1:9.6,1,37.6:35.7,1
24,019,Maryland,Dorchester County,5.7:13.3,3,0.9:3.9,3,3.4:4.8,3,90.1:78.0,3
24,021,Maryland,Frederick County,6.3:7.8,1,7.9:8.6,1,10.6:9.9,1,75.2:73.8,1
