year,state,place,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality
2016,49,57300,0.005:0.012,2,0.066:0.071,2,0.041:0.055,2,0.888:0.862,2
2016,49,62470,NA,NA,0.046:0.132,1,0.072:0.079,1,0.882:0.789,1
2016,49,65330,NA:0.008,NA,0.044:0.097,2,0.028:0.033,2,0.928:0.862,2
2016,49,67000,0.011:0.019,3,0.068:0.123,3,0.033:0.072,3,0.888:0.786,3
2016,49,67440,0.001:0.008,2,0.045:0.094,2,0.045:0.054,2,0.909:0.844,2
2016,49,70850,0.000:0.000,3,0.049:0.093,3,0.046:0.054,3,0.905:0.854,3
2016,49,82950,0.000:0.001,2,0.071:0.117,2,0.034:0.041,2,0.894:0.842,2
2016,49,83470,0.015:0.027,2,0.186:0.260,2,0.070:0.082,2,0.728:0.630,2
2016,51,01000,0.056:0.211,3,0.034:0.111,3,0.048:0.087,3,0.862:0.590,3
2016,51,16000,0.190:0.285,3,0.047:0.051,3,0.065:0.045,3,0.698:0.618,3
2016,51,35000,0.399:0.473,3,0.031:0.055,3,0.037:0.060,3,0.533:0.411,3
2016,51,47672,0.155:0.216,2,0.005:0.012,2,0.007:0.033,2,0.834:0.739,2
2016,51,56000,0.261:0.400,2,0.037:0.067,2,0.045:0.060,2,0.657:0.473,2
2016,51,57000,0.228:0.410,2,0.021:0.056,2,0.063:0.053,2,0.688:0.482,2
2016,51,64000,0.375:0.471,3,0.020:0.031,3,0.022:0.030,3,0.583:0.467,3
2016,51,67000,0.216:0.476,3,0.005:0.034,3,0.022:0.053,3,0.757:0.437,3
2016,51,68000,0.109:0.221,3,0.008:0.034,3,0.035:0.053,3,0.847:0.692,3
2016,51,76432,0.266:0.385,2,0.019:0.026,2,0.017:0.017,2,0.698:0.572,2
2016,51,82000,0.091:0.174,2,0.026:0.056,2,0.083:0.084,2,0.800:0.686,2
2016,53,03180,0.026:0.052,2,0.035:0.089,2,0.155:0.151,2,0.784:0.708,2
2016,53,05210,0.003:0.029,1,0.014:0.045,1,0.297:0.332,1,0.686:0.594,1
2016,53,05280,0.004:0.008,2,0.026:0.073,2,0.049:0.074,2,0.921:0.846,2
2016,53,22640,0.024:0.048,2,0.049:0.093,2,0.144:0.131,2,0.782:0.729,2
2016,53,23515,0.012:0.074,2,0.021:0.128,2,0.156:0.174,2,0.811:0.625,2
2016,53,35275,0.013:0.007,2,0.086:0.179,2,0.084:0.061,2,0.818:0.753,2
2016,53,35415,0.063:0.095,1,0.061:0.133,1,0.217:0.202,1,0.659:0.570,1
2016,53,35940,0.000:0.003,2,0.018:0.047,2,0.227:0.242,2,0.755:0.709,2
2016,53,53545,NA:0.018,NA,0.184:0.300,2,0.023:0.027,2,0.793:0.655,2
2016,53,57745,0.112:0.123,NA,0.031:0.058,NA,0.266:0.281,NA,0.591:0.539,NA
2016,53,63000,0.021:0.055,2,0.024:0.056,2,0.143:0.197,2,0.812:0.693,2
2016,53,67000,0.005:0.018,3,0.021:0.043,3,0.038:0.063,3,0.935:0.876,3
2016,53,67167,0.006:0.022,2,0.016:0.029,2,0.044:0.047,2,0.934:0.902,2
2016,53,70000,0.054:0.102,3,0.037:0.076,3,0.100:0.133,3,0.809:0.690,3
2016,53,74060,0.009:0.013,1,0.023:0.072,1,0.090:0.090,1,0.878:0.825,1
2016,53,80010,0.013:0.012,2,0.152:0.298,2,0.011:0.047,2,0.824:0.642,2
2016,55,02375,0.007:0.009,3,0.019:0.032,3,0.019:0.030,3,0.955:0.929,3
2016,55,31000,0.003:0.023,2,0.055:0.113,2,0.028:0.054,2,0.913:0.810,2
2016,55,39225,0.015:0.064,2,0.030:0.103,2,0.018:0.026,2,0.937:0.807,2
2016,55,48000,0.007:0.031,3,0.018:0.046,3,0.033:0.085,3,0.942:0.838,3
2016,55,53000,0.188:0.394,2,0.092:0.135,2,0.038:0.043,2,0.681:0.427,2
2016,55,66000,0.040:0.107,3,0.038:0.101,3,0.011:0.023,3,0.912:0.769,3
2017,01,03076,0.109:0.218,2,0.039:0.037,2,0.022:0.051,2,0.830:0.694,2
2017,01,07000,0.343:0.652,3,0.007:0.032,3,0.018:0.025,3,0.632:0.291,3
2017,01,35896,0.043:0.165,3,0.012:0.028,3,0.027:0.040,3,0.919:0.767,3
2017,01,37000,0.093:0.238,3,0.015:0.044,3,0.046:0.052,3,0.847:0.667,3
2017,01,50000,0.259:0.472,3,0.008:0.024,3,0.026:0.037,3,0.707:0.467,3
2017,01,51000,0.304:0.555,3,0.017:0.022,3,0.035:0.041,3,0.644:0.382,3
2017,01,77256,0.244:0.402,2,0.033:0.046,2,0.025:0.027,2,0.699:0.526,2
2017,02,03000,0.025:0.061,2,0.032:0.072,2,0.162:0.211,2,0.781:0.656,2
2017,04,04720,0.053:0.099,2,0.394:0.460,2,0.058:0.076,2,0.495:0.365,2
2017,04,07940,0.019:0.028,2,0.151:0.216,2,0.082:0.084,2,0.749:0.672,2
2017,04,12000,0.026:0.054,3,0.085:0.137,3,0.125:0.108,3,0.764:0.700,3
2017,04,23620,0.002:0.008,3,0.082:0.123,3,0.112:0.241,3,0.804:0.627,3
2017,04,27400,0.016:0.026,1,0.120:0.132,1,0.065:0.068,1,0.800:0.774,1
2017,04,27820,0.025:0.089,1,0.165:0.256,1,0.122:0.097,1,0.688:0.558,1
2017,04,28380,0.064:0.068,2,0.153:0.194,2,0.047:0.071,2,0.736:0.667,2
2017,04,46000,0.014:0.033,2,0.114:0.193,2,0.042:0.055,2,0.830:0.719,2
2017,04,54050,0.012:0.022,2,0.088:0.133,2,0.075:0.072,2,0.825:0.773,2
2017,04,55000,0.025:0.069,2,0.170:0.317,2,0.062:0.073,2,0.743:0.541,2
2017,04,65000,0.003:0.022,3,0.039:0.078,3,0.048:0.050,3,0.909:0.850,3
2017,04,71510,0.023:0.036,1,0.117:0.140,1,0.034:0.026,1,0.826:0.797,1
2017,04,73000,0.008:0.064,3,0.123:0.199,3,0.092:0.113,3,0.777:0.624,3
2017,04,77000,0.024:0.035,2,0.224:0.320,2,0.051:0.067,2,0.702:0.579,2
2017,04,85540,0.015:0.022,2,0.488:0.535,2,0.014:0.035,2,0.484:0.408,2
2017,05,23290,0.024:0.025,2,0.064:0.124,2,0.045:0.078,2,0.867:0.773,2
2017,05,24550,0.008:0.039,2,0.040:0.077,2,0.047:0.068,2,0.905:0.815,2
2017,05,35710,0.015:0.066,2,0.022:0.035,2,0.013:0.035,2,0.950:0.864,2
2017,05,41000,0.172:0.397,1,0.011:0.037,1,0.060:0.054,1,0.758:0.513,1
2017,05,66080,0.023:0.025,3,0.065:0.125,3,0.045:0.077,3,0.867:0.773,3
2017,06,00562,0.035:0.112,2,0.125:0.163,2,0.345:0.296,2,0.495:0.429,2
2017,06,00884,0.025:0.014,2,0.190:0.317,2,0.472:0.483,2,0.312:0.186,2
2017,06,02000,0.019:0.033,3,0.232:0.416,3,0.285:0.216,3,0.463:0.335,3
2017,06,02252,0.160:0.211,1,0.194:0.243,1,0.234:0.192,1,0.412:0.353,1
2017,06,02364,0.063:0.078,2,0.305:0.354,2,0.079:0.066,2,0.554:0.502,2
2017,06,03526,0.042:0.065,2,0.358:0.473,2,0.093:0.075,2,0.506:0.387,2
2017,06,04982,0.044:0.150,2,0.510:0.562,2,0.132:0.108,2,0.314:0.179,2
2017,06,06000,0.049:0.076,1,0.045:0.092,1,0.151:0.223,1,0.755:0.609,1
2017,06,08786,0.020:0.039,3,0.133:0.222,3,0.265:0.262,3,0.582:0.477,3
2017,06,08954,0.019:0.035,1,0.099:0.176,1,0.123:0.131,1,0.759:0.658,1
2017,06,11194,0.004:0.004,1,0.088:0.126,1,0.105:0.092,1,0.804:0.778,1
2017,06,11530,0.300:0.208,1,0.259:0.342,1,0.290:0.300,1,0.150:0.150,1
2017,06,13014,0.013:0.035,1,0.056:0.108,1,0.018:0.069,1,0.912:0.788,1
2017,06,13210,0.033:0.037,2,0.284:0.369,2,0.341:0.272,2,0.342:0.321,2
2017,06,13214,0.033:0.035,2,0.274:0.353,2,0.350:0.284,2,0.343:0.328,2
2017,06,13392,0.038:0.067,1,0.427:0.528,1,0.202:0.157,1,0.333:0.249,1
2017,06,13588,0.009:0.022,1,0.115:0.149,1,0.063:0.071,1,0.813:0.758,1
2017,06,14218,0.012:0.019,1,0.218:0.251,1,0.157:0.114,1,0.613:0.616,1
2017,06,15044,0.396:0.397,2,0.582:0.573,2,0.002:0.013,2,0.021:0.017,2
2017,06,16000,0.028:0.053,3,0.124:0.175,3,0.168:0.188,3,0.681:0.584,3
2017,06,16350,0.048:0.060,2,0.244:0.350,2,0.130:0.119,2,0.578:0.471,2
2017,06,16532,0.003:0.009,2,0.119:0.205,2,0.193:0.176,2,0.686:0.610,2
2017,06,17918,0.015:0.024,2,0.146:0.204,2,0.435:0.446,2,0.405:0.326,2
2017,06,19766,0.009:0.034,1,0.674:0.687,1,0.100:0.092,1,0.217:0.187,1
2017,06,21712,0.016:0.051,2,0.132:0.202,2,0.069:0.074,2,0.784:0.673,2
2017,06,22020,0.069:0.101,1,0.166:0.187,1,0.343:0.282,1,0.423:0.430,1
2017,06,22230,0.002:0.001,1,0.455:0.647,1,0.464:0.302,1,0.080:0.050,1
2017,06,22804,0.010:0.028,1,0.213:0.394,1,0.092:0.077,1,0.685:0.500,1
2017,06,23182,0.085:0.159,1,0.220:0.212,1,0.242:0.221,1,0.453:0.408,1
2017,06,24638,0.017:0.013,2,0.062:0.080,2,0.151:0.162,2,0.770:0.744,2
2017,06,24680,0.104:0.098,1,0.567:0.649,1,0.102:0.080,1,0.228:0.173,1
2017,06,26000,0.005:0.019,2,0.063:0.122,2,0.655:0.601,2,0.277:0.259,2
2017,06,27000,0.032:0.080,3,0.306:0.401,3,0.141:0.143,3,0.522:0.376,3
2017,06,28000,0.021:0.016,3,0.193:0.346,3,0.284:0.240,3,0.501:0.398,3
2017,06,29000,0.010:0.016,3,0.197:0.289,3,0.499:0.470,3,0.294:0.225,3
2017,06,30000,0.017:0.026,2,0.097:0.161,2,0.156:0.149,2,0.729:0.664,2
2017,06,32548,0.095:0.259,NA,0.393:0.475,NA,0.213:0.111,NA,0.298:0.155,NA
2017,06,33000,0.049:0.111,1,0.209:0.317,1,0.451:0.319,1,0.291:0.252,1
2017,06,33182,0.063:0.061,2,0.204:0.285,2,0.065:0.070,2,0.669:0.584,2
2017,06,33434,0.063:0.079,2,0.306:0.355,2,0.079:0.066,2,0.552:0.500,2
2017,06,36000,0.002:0.008,3,0.084:0.124,3,0.152:0.149,3,0.762:0.719,3
2017,06,36448,0.009:0.019,2,0.492:0.667,2,0.020:0.018,2,0.479:0.296,2
2017,06,36546,0.489:0.475,1,0.402:0.440,1,0.050:0.042,1,0.059:0.043,1
2017,06,36770,0.004:0.025,2,0.049:0.105,2,0.382:0.370,2,0.565:0.500,2
2017,06,37692,0.073:0.082,2,0.397:0.482,2,0.252:0.164,2,0.278:0.272,2
2017,06,39496,0.011:0.020,3,0.089:0.175,3,0.338:0.287,3,0.563:0.517,3
2017,06,39892,0.046:0.073,2,0.202:0.280,2,0.373:0.328,2,0.379:0.319,2
2017,06,40130,0.072:0.162,1,0.277:0.306,1,0.089:0.084,1,0.561:0.448,1
2017,06,41992,0.017:0.020,2,0.042:0.089,2,0.302:0.279,2,0.639:0.613,2
2017,06,43000,0.059:0.135,2,0.209:0.320,2,0.115:0.153,2,0.617:0.392,2
2017,06,44000,0.062:0.107,1,0.196:0.364,1,0.137:0.150,1,0.605:0.379,1
2017,06,45484,0.055:0.051,3,0.245:0.316,3,0.288:0.196,3,0.412:0.436,3
2017,06,46842,0.035:0.043,2,0.287:0.324,2,0.116:0.104,2,0.561:0.529,2
2017,06,46898,0.021:0.043,2,0.326:0.496,2,0.115:0.091,2,0.538:0.370,2
2017,06,47766,0.026:0.050,2,0.064:0.094,2,0.754:0.694,2,0.156:0.162,2
2017,06,48256,0.000:0.004,1,0.072:0.141,1,0.103:0.119,1,0.824:0.736,1
2017,06,48354,0.023:0.048,1,0.248:0.318,1,0.135:0.113,1,0.594:0.521,1
2017,06,49270,0.133:0.198,1,0.478:0.503,1,0.111:0.091,1,0.278:0.208,1
2017,06,49670,0.004:0.013,2,0.038:0.088,2,0.294:0.333,2,0.663:0.566,2
2017,06,50076,0.047:0.054,2,0.202:0.223,2,0.112:0.112,2,0.640:0.611,2
2017,06,50258,0.006:0.014,2,0.112:0.228,2,0.086:0.083,2,0.796:0.675,2
2017,06,51182,0.006:0.012,3,0.030:0.113,3,0.112:0.150,3,0.851:0.725,3
2017,06,52526,0.034:0.041,1,0.566:0.601,1,0.179:0.175,1,0.221:0.183,1
2017,06,53000,0.159:0.250,3,0.086:0.187,3,0.180:0.209,3,0.575:0.354,3
2017,06,53322,0.020:0.032,2,0.151:0.287,2,0.116:0.105,2,0.713:0.575,2
2017,06,53896,0.042:0.062,1,0.521:0.581,1,0.128:0.121,1,0.309:0.235,1
2017,06,53980,0.003:0.008,2,0.134:0.329,2,0.175:0.126,2,0.688:0.537,2
2017,06,54652,0.010:0.022,1,0.405:0.560,1,0.123:0.079,1,0.462:0.339,1
2017,06,55156,0.062:0.137,1,0.403:0.481,1,0.081:0.061,1,0.454:0.321,1
2017,06,56000,0.047:0.086,3,0.127:0.253,3,0.201:0.219,3,0.625:0.442,3
2017,06,56700,0.052:0.093,2,0.471:0.577,2,0.086:0.063,2,0.391:0.266,2
2017,06,57456,0.126:0.125,2,0.170:0.274,2,0.167:0.194,2,0.537:0.406,2
2017,06,57792,0.017:0.020,3,0.042:0.089,3,0.302:0.279,3,0.639:0.613,3
2017,06,58072,0.040:0.063,1,0.537:0.636,1,0.202:0.144,1,0.220:0.157,1
2017,06,59444,0.058:0.100,2,0.074:0.183,2,0.221:0.152,2,0.648:0.565,2
2017,06,59451,0.087:0.102,1,0.236:0.321,1,0.174:0.156,1,0.503:0.421,1
2017,06,59920,0.007:0.009,2,0.033:0.069,2,0.082:0.074,2,0.878:0.848,2
2017,06,60102,0.003:0.019,2,0.065:0.159,2,0.230:0.222,2,0.702:0.600,2
2017,06,60466,0.156:0.130,2,0.547:0.610,2,0.065:0.061,2,0.233:0.198,2
2017,06,60620,0.105:0.179,2,0.227:0.345,2,0.282:0.209,2,0.385:0.267,2
2017,06,62000,0.055:0.078,2,0.321:0.433,2,0.108:0.095,2,0.516:0.395,2
2017,06,62938,0.033:0.024,1,0.104:0.122,1,0.113:0.099,1,0.750:0.755,1
2017,06,64000,0.069:0.153,2,0.145:0.208,2,0.239:0.219,2,0.546:0.420,2
2017,06,64224,0.013:0.014,1,0.587:0.673,1,0.087:0.061,1,0.313:0.252,1
2017,06,65000,0.076:0.123,3,0.486:0.551,3,0.063:0.075,3,0.374:0.252,3
2017,06,65042,0.007:0.034,NA,0.253:0.276,NA,0.069:0.054,NA,0.671:0.637,NA
2017,06,66000,0.023:0.060,1,0.108:0.221,1,0.173:0.183,1,0.696:0.537,1
2017,06,67000,0.015:0.045,2,0.049:0.110,2,0.384:0.346,2,0.551:0.499,2
2017,06,68000,0.018:0.028,1,0.134:0.241,1,0.398:0.365,1,0.450:0.366,1
2017,06,68084,0.035:0.112,2,0.125:0.163,2,0.345:0.296,2,0.495:0.429,2
2017,06,68196,0.011:0.010,2,0.164:0.267,2,0.115:0.101,2,0.709:0.621,2
2017,06,68252,0.004:0.014,2,0.058:0.136,2,0.283:0.312,2,0.655:0.538,2
2017,06,68378,0.016:0.030,2,0.026:0.035,2,0.326:0.329,2,0.632:0.606,2
2017,06,69000,0.019:0.015,2,0.514:0.629,2,0.192:0.161,2,0.275:0.194,2
2017,06,69070,0.002:0.009,2,0.107:0.243,2,0.053:0.086,2,0.837:0.662,2
2017,06,69084,0.014:0.029,1,0.057:0.141,1,0.441:0.463,1,0.488:0.367,1
2017,06,69088,0.026:0.042,1,0.181:0.250,1,0.180:0.152,1,0.614:0.556,1
2017,06,69196,0.010:0.007,2,0.310:0.487,2,0.103:0.087,2,0.576:0.418,2
2017,06,70000,0.046:0.036,3,0.106:0.120,3,0.178:0.133,3,0.671:0.711,3
2017,06,70098,0.005:0.016,1,0.117:0.225,1,0.082:0.086,1,0.797:0.673,1
2017,06,72016,0.008:0.014,1,0.151:0.228,1,0.138:0.117,1,0.703:0.641,1
2017,06,73080,0.037:0.037,2,0.898:0.896,2,0.015:0.023,2,0.051:0.044,2
2017,06,75000,0.075:0.121,3,0.259:0.369,3,0.203:0.187,3,0.463:0.323,3
2017,06,77000,0.013:0.018,3,0.053:0.134,3,0.490:0.494,3,0.444:0.354,3
2017,06,78120,0.068:0.032,1,0.169:0.200,1,0.095:0.107,1,0.668:0.662,1
2017,06,78582,0.006:0.014,1,0.087:0.105,1,0.113:0.113,1,0.794:0.769,1
2017,06,80000,0.004:0.029,2,0.081:0.149,2,0.397:0.387,2,0.518:0.435,2
2017,06,80238,0.055:0.051,2,0.245:0.316,2,0.288:0.197,2,0.412:0.436,2
2017,06,80854,0.011:0.021,3,0.089:0.176,3,0.342:0.291,3,0.558:0.513,3
2017,06,81344,0.018:0.053,2,0.325:0.476,2,0.144:0.113,2,0.512:0.358,2
2017,06,81554,0.089:0.088,NA,0.127:0.242,NA,0.096:0.078,NA,0.688:0.593,NA
2017,06,81666,0.091:0.209,1,0.123:0.172,1,0.214:0.200,1,0.572:0.419,1
2017,06,82590,0.109:0.157,2,0.442:0.483,2,0.112:0.067,2,0.336:0.293,2
2017,06,82954,0.009:0.006,1,0.322:0.420,1,0.083:0.082,1,0.587:0.492,1
2017,06,82996,0.017:0.039,2,0.177:0.348,2,0.110:0.071,2,0.697:0.542,2
2017,06,84200,0.034:0.051,2,0.421:0.526,2,0.380:0.288,2,0.165:0.135,2
2017,06,84550,0.013:0.020,2,0.143:0.247,2,0.395:0.389,2,0.449:0.343,2
2017,06,85292,0.006:0.006,2,0.446:0.533,2,0.244:0.208,2,0.304:0.253,2
2017,08,03455,0.004:0.005,1,0.089:0.131,1,0.040:0.041,1,0.867:0.823,1
2017,08,04000,0.092:0.150,3,0.127:0.207,3,0.094:0.090,3,0.687:0.553,3
2017,08,07850,0.000:0.005,2,0.029:0.072,2,0.042:0.045,2,0.928:0.878,2
2017,08,12815,0.022:0.041,2,0.036:0.063,2,0.078:0.078,2,0.864:0.817,2
2017,08,16000,0.029:0.054,3,0.077:0.122,3,0.056:0.055,3,0.839:0.769,3
2017,08,20000,0.033:0.084,1,0.117:0.222,1,0.048:0.059,1,0.802:0.635,1
2017,08,27425,NA:0.007,NA,0.058:0.104,2,0.059:0.054,2,0.883:0.834,2
2017,08,32155,0.001:0.007,2,0.145:0.252,2,0.016:0.035,2,0.839:0.706,2
2017,08,43000,0.004:0.010,3,0.104:0.146,3,0.047:0.051,3,0.845:0.792,3
2017,08,45970,0.002:0.006,2,0.097:0.149,2,0.060:0.063,2,0.842:0.782,2
2017,08,46465,NA,NA,0.035:0.055,2,0.013:0.031,2,0.952:0.915,2
2017,08,62000,0.003:0.016,3,0.274:0.393,3,0.047:0.027,3,0.676:0.563,3
2017,08,77290,0.014:0.013,2,0.186:0.336,2,0.074:0.061,2,0.727:0.591,2
2017,08,83835,0.006:0.007,2,0.116:0.199,2,0.060:0.074,2,0.818:0.721,2
2017,09,08000,0.261:0.314,1,0.238:0.367,1,0.052:0.053,1,0.450:0.266,1
2017,09,18430,0.028:0.045,2,0.050:0.116,2,0.045:0.072,2,0.876:0.767,2
2017,09,37000,0.541:0.342,3,0.235:0.397,3,0.026:0.089,3,0.198:0.171,3
2017,09,52000,0.264:0.336,1,0.167:0.220,1,0.047:0.091,1,0.521:0.354,1
2017,09,55990,0.013:0.089,2,0.039:0.183,2,0.067:0.067,2,0.882:0.661,2
2017,09,73000,0.016:0.069,3,0.060:0.165,3,0.075:0.096,3,0.848:0.670,3
2017,09,80000,0.114:0.178,2,0.264:0.373,2,0.067:0.053,2,0.555:0.396,2
2017,11,50000,0.222:0.434,1,0.065:0.074,1,0.051:0.067,1,0.663:0.424,1
2017,12,07300,0.003:0.028,2,0.061:0.113,2,0.019:0.047,2,0.916:0.812,2
2017,12,07875,0.065:0.141,2,0.074:0.107,2,0.017:0.025,2,0.844:0.727,2
2017,12,10275,0.025:0.028,1,0.102:0.143,1,0.022:0.023,1,0.850:0.806,1
2017,12,12875,0.047:0.083,2,0.173:0.131,2,0.024:0.033,2,0.756:0.753,2
2017,12,14400,0.066:0.138,1,0.133:0.229,1,0.142:0.085,1,0.658:0.549,1
2017,12,16475,0.138:0.081,2,0.222:0.302,2,0.076:0.089,2,0.564:0.528,2
2017,12,16725,0.086:0.162,2,0.162:0.171,2,0.011:0.030,2,0.741:0.637,2
2017,12,17200,0.050:0.075,2,0.147:0.241,2,0.032:0.023,2,0.772:0.661,2
2017,12,17935,0.005:0.011,2,0.874:0.898,2,0.021:0.022,2,0.099:0.069,2
2017,12,24000,0.059:0.230,3,0.118:0.193,3,0.011:0.027,3,0.812:0.549,3
2017,12,24125,0.027:0.135,2,0.049:0.154,2,0.076:0.043,2,0.848:0.668,2
2017,12,25175,0.124:0.200,1,0.052:0.098,1,0.079:0.082,1,0.745:0.620,1
2017,12,30000,0.017:0.035,2,0.930:0.931,2,0.010:0.010,2,0.043:0.024,2
2017,12,32000,0.104:0.175,2,0.242:0.325,2,0.048:0.054,2,0.606:0.446,2
2017,12,32275,0.031:0.179,3,0.341:0.495,3,0.016:0.029,3,0.612:0.296,3
2017,12,35000,0.140:0.286,3,0.053:0.079,3,0.068:0.064,3,0.739:0.571,3
2017,12,36950,0.119:0.105,2,0.354:0.525,2,0.083:0.050,2,0.444:0.321,2
2017,12,38250,0.146:0.158,2,0.073:0.130,2,0.042:0.033,2,0.739:0.679,2
2017,12,39425,0.028:0.068,2,0.049:0.115,2,0.047:0.044,2,0.876:0.773,2
2017,12,43975,0.097:0.118,2,0.062:0.069,2,0.047:0.049,2,0.794:0.765,2
2017,12,45000,0.050:0.141,2,0.573:0.688,2,0.026:0.025,2,0.352:0.147,2
2017,12,45025,0.010:0.045,2,0.335:0.523,2,0.012:0.033,2,0.643:0.399,2
2017,12,45060,0.543:0.542,2,0.353:0.367,2,0.018:0.016,2,0.087:0.075,2
2017,12,45975,0.219:0.318,2,0.381:0.360,2,0.068:0.052,2,0.333:0.269,2
2017,12,49675,0.003:0.014,3,0.017:0.030,3,0.044:0.019,3,0.936:0.937,3
2017,12,53000,0.092:0.224,3,0.179:0.297,3,0.073:0.069,3,0.656:0.410,3
2017,12,54000,0.110:0.136,1,0.116:0.116,1,0.053:0.044,1,0.721:0.704,1
2017,12,54200,0.067:0.096,2,0.041:0.057,2,0.021:0.026,2,0.871:0.821,2
2017,12,55775,0.133:0.180,2,0.386:0.408,2,0.076:0.072,2,0.405:0.340,2
2017,12,57425,0.154:0.210,2,0.185:0.266,2,0.076:0.073,2,0.585:0.451,2
2017,12,58050,0.051:0.162,2,0.100:0.153,2,0.013:0.023,2,0.836:0.662,2
2017,12,58715,0.098:0.154,1,0.146:0.163,1,0.043:0.026,1,0.713:0.656,1
2017,12,63000,0.067:0.151,3,0.049:0.057,3,0.024:0.039,3,0.860:0.753,3
2017,12,69700,0.150:0.203,2,0.200:0.273,2,0.077:0.074,2,0.573:0.450,2
2017,12,70600,0.152:0.322,1,0.037:0.065,1,0.040:0.054,1,0.770:0.560,1
2017,12,71000,0.073:0.224,2,0.132:0.233,2,0.047:0.053,2,0.748:0.491,2
2017,12,76600,0.083:0.265,2,0.105:0.244,2,0.031:0.037,2,0.781:0.453,2
2017,13,03440,0.112:0.259,2,0.028:0.079,2,0.024:0.059,2,0.835:0.603,2
2017,13,04000,0.158:0.477,3,0.025:0.042,3,0.050:0.059,3,0.767:0.422,3
2017,13,04204,0.392:0.526,1,0.022:0.044,1,0.050:0.037,1,0.535:0.393,1
2017,13,19000,0.238:0.459,3,0.094:0.070,3,0.092:0.041,3,0.575:0.430,3
2017,13,42425,0.078:0.130,2,0.065:0.064,2,0.250:0.235,2,0.607:0.571,2
2017,13,49008,0.305:0.509,1,0.057:0.028,1,0.043:0.035,1,0.595:0.428,1
2017,13,67284,0.052:0.129,2,0.039:0.080,2,0.103:0.105,2,0.805:0.685,2
2017,13,68516,0.031:0.159,1,0.024:0.089,1,0.041:0.096,1,0.904:0.656,1
2017,13,69000,0.257:0.453,3,0.009:0.051,3,0.036:0.044,3,0.698:0.453,3
2017,13,80508,0.210:0.289,2,0.038:0.062,2,0.046:0.046,2,0.706:0.603,2
2017,15,71550,0.005:0.020,1,0.029:0.060,1,0.755:0.704,1,0.211:0.217,1
2017,16,08830,0.018:0.013,2,0.037:0.070,2,0.056:0.047,2,0.888:0.871,2
2017,16,52120,0.006:0.011,3,0.043:0.090,3,0.052:0.050,3,0.899:0.849,3
2017,16,56260,0.001:0.003,2,0.086:0.151,2,0.058:0.046,2,0.855:0.800,2
2017,17,02154,0.005:0.023,3,0.041:0.138,3,0.097:0.122,3,0.857:0.717,3
2017,17,03012,0.037:0.081,2,0.187:0.307,2,0.120:0.080,2,0.655:0.532,2
2017,17,06613,0.026:0.078,2,0.011:0.034,2,0.050:0.061,2,0.914:0.827,2
2017,17,12385,0.020:0.125,3,0.019:0.042,3,0.078:0.123,3,0.883:0.710,3
2017,17,14000,0.126:0.297,1,0.153:0.209,1,0.110:0.087,1,0.611:0.407,1
2017,17,14351,0.025:0.083,2,0.291:0.446,2,0.042:0.047,2,0.641:0.424,2
2017,17,23074,0.051:0.058,2,0.149:0.251,2,0.085:0.086,2,0.715:0.604,2
2017,17,24582,0.046:0.081,2,0.055:0.094,2,0.145:0.170,2,0.755:0.655,2
2017,17,38570,0.082:0.167,2,0.150:0.201,2,0.035:0.027,2,0.733:0.605,2
2017,17,51622,0.038:0.074,2,0.055:0.094,2,0.172:0.145,2,0.734:0.686,2
2017,17,59000,0.033:0.154,3,0.067:0.033,3,0.073:0.052,3,0.826:0.761,3
2017,17,65000,0.095:0.174,3,0.075:0.108,3,0.026:0.037,3,0.805:0.680,3
2017,17,68003,0.008:0.053,2,0.062:0.093,2,0.208:0.204,2,0.723:0.650,2
2017,17,72000,0.036:0.111,2,0.010:0.015,2,0.017:0.030,2,0.936:0.844,2
2017,17,79293,0.087:0.232,2,0.239:0.327,2,0.084:0.065,2,0.590:0.376,2
2017,18,05860,0.008:0.036,2,0.004:0.032,2,0.026:0.076,2,0.962:0.857,2
2017,18,10342,0.008:0.044,2,0.019:0.028,2,0.072:0.085,2,0.901:0.843,2
2017,18,22000,0.023:0.084,3,0.014:0.022,3,0.034:0.040,3,0.929:0.853,3
2017,18,23278,0.026:0.044,2,0.053:0.035,2,0.070:0.067,2,0.852:0.854,2
2017,18,25000,0.034:0.121,1,0.026:0.064,1,0.039:0.058,1,0.902:0.757,1
2017,18,31000,0.128:0.246,3,0.315:0.377,3,0.005:0.019,3,0.552:0.358,3
2017,18,36003,0.147:0.276,1,0.033:0.069,1,0.044:0.051,1,0.777:0.604,1
2017,18,71000,0.081:0.256,3,0.045:0.075,3,0.040:0.027,3,0.834:0.642,3
2017,19,12000,0.013:0.041,3,0.014:0.026,3,0.029:0.056,3,0.944:0.877,3
2017,19,19000,0.079:0.067,3,0.025:0.051,3,0.032:0.043,3,0.864:0.839,3
2017,19,21000,0.031:0.093,3,0.047:0.087,3,0.039:0.068,3,0.883:0.753,3
2017,19,73335,0.005:0.016,2,0.062:0.101,2,0.019:0.066,2,0.914:0.817,2
2017,20,36000,0.191:0.232,3,0.131:0.222,3,0.064:0.072,3,0.614:0.474,3
