year,state,place,subgroup,share_meps20,share_meps20_quality
2017,6,48256,"Black, Non-Hispanic",0,1
2018,6,80238,"Black, Non-Hispanic",16.20162,1
2016,6,32548,Other Races and Ethnicities,43.616177,1
2018,6,2252,Hispanic,67.242981,1
2020,6,72016,Hispanic,0,1
2018,6,28000,"Black, Non-Hispanic",18.811882,1
2016,6,13014,Hispanic,29.319988,1
2017,6,59444,"White, Non-Hispanic",67.612686,1
2020,6,36770,"White, Non-Hispanic",0,1
2016,6,39892,"Black, Non-Hispanic",21.508379,1
2018,6,14218,Hispanic,18.764034,1
2018,6,39496,"White, Non-Hispanic",5.8209958,1
2019,6,60466,Other Races and Ethnicities,83.519997,1
2016,6,19766,"White, Non-Hispanic",29.109274,1
2018,6,37692,Hispanic,73.870895,1
2019,6,36546,All,78.714951,1
2020,6,40130,"White, Non-Hispanic",37.804878,1
2016,6,65042,Other Races and Ethnicities,2.8651292,1
2019,6,81344,All,29.3092,1
2020,6,48256,Other Races and Ethnicities,0,1
2019,6,33000,Other Races and Ethnicities,29.967674,1
2018,6,51182,Hispanic,0,1
2019,6,64224,"White, Non-Hispanic",26.253582,1
2018,6,77000,All,0,1
2018,6,80854,"White, Non-Hispanic",22.993362,1
2018,6,13214,Hispanic,1.1456629,1
2018,6,49670,"White, Non-Hispanic",.68623716,1
2020,6,53322,"Black, Non-Hispanic",17.3258,1
2018,6,80238,All,20.620001,1
2019,6,44000,"White, Non-Hispanic",25.44104,1
2019,6,16532,Hispanic,50.896015,1
2018,6,22020,Hispanic,3.3613446,1
2017,6,73080,"White, Non-Hispanic",100,1
2016,6,59444,Hispanic,68.549561,1
2016,6,2000,"White, Non-Hispanic",28.960943,1
2020,6,16532,"White, Non-Hispanic",.88593578,1
2016,6,80238,"White, Non-Hispanic",9.2538481,1
2016,6,81554,"White, Non-Hispanic",7.5588188,1
2020,6,73080,All,96.591995,1
2020,6,53000,"Black, Non-Hispanic",45.580559,1
2020,6,84550,Other Races and Ethnicities,6.894927,1
2020,6,82590,Hispanic,56.726093,1
2016,6,49270,"Black, Non-Hispanic",99.320534,1
2018,6,24638,"White, Non-Hispanic",0,1
2016,6,65000,Other Races and Ethnicities,96.427666,1
2017,6,2000,"White, Non-Hispanic",27.877026,1
2017,6,58072,Other Races and Ethnicities,53.284672,1
2017,6,80238,"White, Non-Hispanic",13.065016,1
2016,6,53980,All,34.507896,1
2017,6,54652,Other Races and Ethnicities,74.190605,1
2018,6,44000,"White, Non-Hispanic",28.028162,1
2017,6,49270,Other Races and Ethnicities,92.585426,1
2016,6,80000,Other Races and Ethnicities,2.0895522,1
2018,6,64000,Hispanic,69.507828,1
2018,6,2000,Hispanic,77.091522,1
2020,6,33434,"White, Non-Hispanic",16.354816,1
2019,6,53000,Hispanic,81.601669,1
2018,6,37692,"White, Non-Hispanic",51.532677,1
2016,6,13392,All,30.677113,1
2019,6,46842,Hispanic,7.0418429,1
2016,6,57456,Hispanic,69.252113,1
2020,6,60466,Other Races and Ethnicities,48.045601,1
2017,6,41992,Hispanic,21.999529,1
2017,6,70000,Hispanic,0,1
2019,6,16532,"White, Non-Hispanic",17.825769,1
2016,6,81666,Other Races and Ethnicities,48.828678,1
2018,6,28000,"White, Non-Hispanic",8.0469646,1
2020,6,64000,Other Races and Ethnicities,39.981113,1
2017,6,68196,Other Races and Ethnicities,8.2558775,1
2017,6,27000,"White, Non-Hispanic",37.025116,1
2020,6,78120,"White, Non-Hispanic",0,1
2019,6,13210,All,29.359331,1
2019,6,62000,"Black, Non-Hispanic",46.255379,1
2020,6,45484,Other Races and Ethnicities,4.6851573,1
2017,6,69070,Other Races and Ethnicities,9.2548075,1
2020,6,55156,Other Races and Ethnicities,33.233383,1
2020,6,80854,"White, Non-Hispanic",.17103763,1
2020,6,13588,All,0,1
2016,6,70098,All,30.604235,1
2019,6,77000,Hispanic,0,1
2018,6,3526,"Black, Non-Hispanic",73.263672,1
2018,6,6000,Other Races and Ethnicities,0,1
2020,6,24680,Other Races and Ethnicities,13.902532,1
2019,6,39496,"Black, Non-Hispanic",4.1322312,1
2018,6,53000,Other Races and Ethnicities,57.64695,1
2020,6,78582,"Black, Non-Hispanic",0,1
2020,6,562,Other Races and Ethnicities,0,1
2020,6,52526,Other Races and Ethnicities,10.556186,1
2019,6,30000,Other Races and Ethnicities,26.54265,1
2020,6,56000,All,10.972569,1
2019,6,36546,"White, Non-Hispanic",44.954128,1
2018,6,68084,Other Races and Ethnicities,29.765602,1
2018,6,65000,"White, Non-Hispanic",95.587189,1
2020,6,33182,Hispanic,37.790298,1
2016,6,60466,Hispanic,100,1
2018,6,36546,Other Races and Ethnicities,85.100288,1
2016,6,48256,Hispanic,0,1
2018,6,17918,"Black, Non-Hispanic",0,1
2020,6,51182,Hispanic,0,1
2019,6,30000,"White, Non-Hispanic",34.366577,1
2019,6,39496,Hispanic,33.908859,1
2018,6,2000,"White, Non-Hispanic",30.818937,1
2016,6,69196,"Black, Non-Hispanic",32.323231,1
2020,6,30000,"White, Non-Hispanic",6.3838105,1
2019,6,16000,All,15.134627,1
2017,6,33182,Hispanic,96.040497,1
2020,6,65000,All,82.81189,1
2018,6,40130,All,78.251274,1
2017,6,59920,"White, Non-Hispanic",37.508625,1
2018,6,58072,"White, Non-Hispanic",66.318924,1
2017,6,66000,"Black, Non-Hispanic",60.920021,1
2016,6,17918,"White, Non-Hispanic",.67114097,1
2017,6,78582,"White, Non-Hispanic",.75105333,1
2020,6,64000,All,42.244678,1
2020,6,78582,Hispanic,0,1
2016,6,15044,"White, Non-Hispanic",100,1
2019,6,39892,All,23.961124,1
2017,6,85292,"Black, Non-Hispanic",43.421051,1
2017,6,30000,Other Races and Ethnicities,41.550697,1
2020,6,11530,Hispanic,14.990831,1
2018,6,36770,Other Races and Ethnicities,0,1
2018,6,2000,All,67.883087,1
2020,6,36000,All,2.3271871,1
2016,6,49670,Other Races and Ethnicities,1.2669288,1
2020,6,68196,"Black, Non-Hispanic",3.8461537,1
2018,6,33434,All,91.258163,1
2018,6,39496,Hispanic,34.62867,1
2019,6,46842,All,5.014535,1
2018,6,72016,Hispanic,10.091358,1
2019,6,17918,Other Races and Ethnicities,2.7397261,1
2019,6,41992,"Black, Non-Hispanic",0,1
2016,6,77000,Other Races and Ethnicities,0,1
2018,6,11194,All,0,1
2020,6,28000,Other Races and Ethnicities,.87527353,1
2018,6,59451,Hispanic,21.035599,1
2018,6,16532,All,50.500187,1
2017,6,68196,All,16.502331,1
2018,6,64224,"Black, Non-Hispanic",54.655872,1
2019,6,51182,All,0,1
2019,6,22020,Other Races and Ethnicities,3.1119976,1
2016,6,884,All,73.119812,1
2018,6,59920,"White, Non-Hispanic",47.660259,1
2017,6,36546,Other Races and Ethnicities,83.972122,1
2020,6,39892,All,2.7702088,1
2017,6,73080,All,100,1
2019,6,81666,Other Races and Ethnicities,30.310799,1
2019,6,84200,Other Races and Ethnicities,27.121914,1
2020,6,13210,All,3.2952797,1
2019,6,59444,Other Races and Ethnicities,34.655624,1
2019,6,54652,"White, Non-Hispanic",56.693245,1
2016,6,22020,All,2.2222223,1
2018,6,884,All,69.120087,1
2020,6,82590,"Black, Non-Hispanic",62.48217,1
2019,6,33182,"Black, Non-Hispanic",90.432098,1
2020,6,68000,All,4.9404235,1
2019,6,2252,All,53.379623,1
2020,6,39496,Hispanic,0,1
2020,6,82996,All,6.7165542,1
2016,6,2000,Hispanic,73.607254,1
2018,6,8954,All,.15172505,1
2020,6,39496,All,0,1
2016,6,60620,Other Races and Ethnicities,59.101517,1
2019,6,15044,Other Races and Ethnicities,100,1
2017,6,59444,All,73.796608,1
2018,6,13588,"White, Non-Hispanic",51.717369,1
2019,6,36000,Hispanic,10.961081,1
2018,6,62000,Hispanic,65.749535,1
2016,6,48354,Hispanic,62.551598,1
2017,6,48354,"White, Non-Hispanic",46.496967,1
2018,6,50258,Hispanic,30.736248,1
2016,6,56700,"White, Non-Hispanic",92.478813,1
2018,6,22804,All,49.149799,1
2020,6,72016,Other Races and Ethnicities,0,1
2020,6,56000,"Black, Non-Hispanic",9.5588236,1
2018,6,56700,Other Races and Ethnicities,96.21212,1
2020,6,39892,Hispanic,4.3205113,1
2019,6,80854,Other Races and Ethnicities,5.8556514,1
2020,6,62938,Hispanic,0,1
2017,6,78120,"Black, Non-Hispanic",5.5660377,1
2018,6,69070,All,17.434319,1
2018,6,82996,"White, Non-Hispanic",38.795475,1
2018,6,39496,Other Races and Ethnicities,6.8852458,1
2020,6,68252,All,0,1
2016,6,30000,"Black, Non-Hispanic",45.247147,1
2020,6,80000,Hispanic,10.7346,1
2019,6,56000,Other Races and Ethnicities,14.359638,1
2018,6,84200,"Black, Non-Hispanic",45.023697,1
2016,6,68084,Other Races and Ethnicities,19.30287,1
2020,6,26000,Other Races and Ethnicities,0,1
2020,6,58072,Hispanic,83.979965,1
2016,6,8954,"White, Non-Hispanic",0,1
2020,6,16532,Other Races and Ethnicities,1.545595,1
2017,6,30000,Hispanic,66.232597,1
2017,6,13392,Other Races and Ethnicities,7.8058844,1
2017,6,16000,All,34.802345,1
2017,6,57456,Other Races and Ethnicities,58.2673,1
2016,6,59444,All,54.722286,1
2020,6,70098,"Black, Non-Hispanic",1.5122874,1
2019,6,37692,All,61.536919,1
2018,6,80854,"Black, Non-Hispanic",41.777779,1
2017,6,69084,"Black, Non-Hispanic",2.8277636,1
2020,6,68000,"White, Non-Hispanic",.48852783,1
2018,6,4982,"White, Non-Hispanic",75.438599,1
2020,6,80238,All,3.7747066,1
2019,6,16350,Hispanic,18.147999,1
2018,6,73080,Other Races and Ethnicities,100,1
2019,6,32548,Hispanic,72.027824,1
2018,6,39892,Hispanic,34.175369,1
2016,6,62000,Hispanic,60.752285,1
2018,6,37692,Other Races and Ethnicities,43.287037,1
2019,6,17918,All,3.7963946,1
2020,6,50258,"White, Non-Hispanic",0,1
2018,6,45484,"Black, Non-Hispanic",11.895162,1
2019,6,41992,All,0,1
2020,6,51182,"White, Non-Hispanic",0,1
2018,6,82996,All,59.589401,1
2017,6,48354,Hispanic,68.396805,1
2017,6,13210,Hispanic,58.514553,1
2016,6,14218,Other Races and Ethnicities,10.715755,1
2020,6,78120,"Black, Non-Hispanic",0,1
2017,6,69084,All,2.9005728,1
2018,6,62000,"White, Non-Hispanic",32.23922,1
2016,6,43000,"Black, Non-Hispanic",70.791527,1
2017,6,44000,All,84.110886,1
2016,6,75000,Hispanic,84.281021,1
2017,6,68084,"White, Non-Hispanic",25.346113,1
2017,6,58072,"Black, Non-Hispanic",79.445015,1
2018,6,68196,"White, Non-Hispanic",2.2749753,1
2020,6,6000,Other Races and Ethnicities,0,1
2020,6,69000,"Black, Non-Hispanic",39.903847,1
2018,6,53980,Other Races and Ethnicities,19.624706,1
2020,6,47766,Other Races and Ethnicities,0,1
2016,6,58072,All,86.040848,1
2020,6,68252,Hispanic,0,1
2017,6,8786,"Black, Non-Hispanic",67.1875,1
2019,6,60102,Other Races and Ethnicities,5.8167715,1
2020,6,64000,"Black, Non-Hispanic",50.364182,1
2017,6,19766,"Black, Non-Hispanic",44.211994,1
2017,6,37692,Hispanic,93.042252,1
2018,6,27000,"Black, Non-Hispanic",81.558441,1
2016,6,17918,Other Races and Ethnicities,1.5489036,1
2016,6,60620,"Black, Non-Hispanic",76.731926,1
2018,6,43000,All,61.622139,1
2018,6,81344,"White, Non-Hispanic",12.952381,1
2019,6,884,All,35.792912,1
2016,6,78582,"Black, Non-Hispanic",1.9762846,1
2018,6,62938,Other Races and Ethnicities,1.6425499,1
2020,6,23182,All,14.17697,1
2017,6,78120,All,3.7051456,1
2018,6,64000,Other Races and Ethnicities,56.939228,1
2019,6,56000,"Black, Non-Hispanic",29.371113,1
2017,6,49670,All,3.2985659,1
2018,6,45484,Other Races and Ethnicities,8.1512604,1
2016,6,78582,Other Races and Ethnicities,.78688526,1
2018,6,26000,All,1.2189353,1
2016,6,80000,All,6.5722313,1
2016,6,2364,Other Races and Ethnicities,35.308056,1
2017,6,60102,Other Races and Ethnicities,4.2131982,1
2016,6,53322,Other Races and Ethnicities,17.256746,1
2020,6,884,All,0,1
2016,6,48354,"White, Non-Hispanic",36.827747,1
2019,6,82954,All,56.810741,1
2019,6,78582,"White, Non-Hispanic",.44122839,1
2020,6,51182,"Black, Non-Hispanic",0,1
2016,6,54652,All,72.529976,1
2019,6,46842,Other Races and Ethnicities,2.2067363,1
2017,6,80238,Hispanic,34.170803,1
2020,6,69196,Other Races and Ethnicities,19.702602,1
2017,8,43000,"White, Non-Hispanic",4.0350728,1
2016,8,27425,Hispanic,18.271507,1
2020,8,77290,All,9.3417673,1
2018,8,43000,"Black, Non-Hispanic",22.342342,1
2016,8,12815,"White, Non-Hispanic",1.6002272,1
2016,8,3455,Hispanic,29.947624,1
2018,8,46465,Hispanic,18.284735,1
2018,8,62000,All,59.215885,1
2020,8,43000,"Black, Non-Hispanic",10.612855,1
2016,8,20000,"White, Non-Hispanic",20.199194,1
2020,8,62000,"Black, Non-Hispanic",37.64706,1
2017,8,16000,All,25.973373,1
2019,8,20000,"Black, Non-Hispanic",33.856949,1
2018,8,62000,"Black, Non-Hispanic",48.523987,1
2018,8,4000,"White, Non-Hispanic",8.9199381,1
2016,8,4000,Other Races and Ethnicities,23.849072,1
2018,8,4000,All,27.280979,1
2016,8,46465,"White, Non-Hispanic",12.61958,1
2018,8,77290,All,19.410219,1
2017,8,45970,All,10.074816,1
2018,8,4000,Other Races and Ethnicities,22.357603,1
2017,8,4000,All,27.975988,1
2017,8,3455,"Black, Non-Hispanic",23.529411,1
2018,8,46465,All,11.36891,1
2017,8,83835,Hispanic,22.659657,1
2016,8,45970,"White, Non-Hispanic",9.7272263,1
2018,8,32155,"Black, Non-Hispanic",44.516129,1
2018,8,27425,"Black, Non-Hispanic",9.6256685,1
2016,8,7850,"Black, Non-Hispanic",0,1
2016,8,12815,"Black, Non-Hispanic",10.982659,1
2016,8,12815,Hispanic,22.831404,1
2020,8,20000,All,28.466763,1
2020,8,62000,"White, Non-Hispanic",30.396685,1
2016,8,32155,Hispanic,39.654858,1
2020,8,12815,"White, Non-Hispanic",.39441746,1
2017,8,20000,Other Races and Ethnicities,35.994213,1
2017,8,62000,Other Races and Ethnicities,52.412281,1
2017,8,27425,"White, Non-Hispanic",3.0666797,1
2020,8,4000,Hispanic,28.793591,1
2016,8,3455,Other Races and Ethnicities,17.248753,1
2016,8,43000,Other Races and Ethnicities,17.845659,1
2019,8,3455,Other Races and Ethnicities,10.167029,1
2018,8,83835,"White, Non-Hispanic",3.9846027,1
2020,8,7850,"White, Non-Hispanic",0,1
2020,8,45970,Hispanic,25.742889,1
2017,8,27425,Other Races and Ethnicities,2.8965516,1
2019,8,20000,"White, Non-Hispanic",10.2649,1
2020,8,12815,"Black, Non-Hispanic",.97173142,1
2019,8,83835,Other Races and Ethnicities,4.7697368,1
2016,8,20000,"Black, Non-Hispanic",55.014881,1
2018,8,45970,"Black, Non-Hispanic",8.6705198,1
2019,8,45970,All,12.746569,1
2016,8,16000,All,25.448252,1
2017,8,77290,"Black, Non-Hispanic",30.964466,1
2016,8,83835,"Black, Non-Hispanic",9.3247585,1
2019,8,16000,Other Races and Ethnicities,21.732084,1
2016,8,20000,All,57.121059,1
2017,8,7850,Other Races and Ethnicities,0,1
2017,8,46465,Other Races and Ethnicities,18.705036,1
2018,8,27425,All,6.2792392,1
2019,8,62000,"White, Non-Hispanic",31.374172,1
2020,8,32155,"Black, Non-Hispanic",53.346855,1
2018,8,46465,"White, Non-Hispanic",8.9167976,1
2018,8,43000,Hispanic,37.247864,1
2018,8,3455,"Black, Non-Hispanic",22,1
2017,8,3455,"White, Non-Hispanic",5.2709837,1
2018,8,62000,Hispanic,65.625191,1
2018,8,32155,Hispanic,43.325706,1
2020,8,3455,"White, Non-Hispanic",4.0359464,1
2020,8,45970,"White, Non-Hispanic",4.0805225,1
2016,8,45970,"Black, Non-Hispanic",18.343195,1
2018,8,45970,"White, Non-Hispanic",4.7857366,1
2020,8,46465,Other Races and Ethnicities,3.6879432,1
2016,8,7850,All,0,1
2018,8,12815,Hispanic,29.796955,1
2019,8,45970,Hispanic,26.847662,1
2018,8,7850,All,0,1
2018,8,46465,"Black, Non-Hispanic",11.515152,1
2019,8,46465,Hispanic,12.52505,1
2020,8,62000,Other Races and Ethnicities,35.861423,1
2018,8,12815,"White, Non-Hispanic",1.2383329,1
2018,8,3455,Hispanic,25.334131,1
2016,8,12815,All,6.8440847,1
2019,8,4000,"White, Non-Hispanic",5.8694558,1
2019,8,3455,All,9.8238783,1
2016,8,83835,"White, Non-Hispanic",5.3334703,1
2017,8,77290,Hispanic,40.794678,1
2020,8,7850,Hispanic,0,1
2018,8,12815,All,7.9331255,1
2018,8,45970,Hispanic,27.869101,1
2018,8,20000,"Black, Non-Hispanic",45.05814,1
2018,8,62000,"White, Non-Hispanic",48.287376,1
2017,8,3455,All,10.684344,1
2020,8,77290,Other Races and Ethnicities,5.6895766,1
2019,8,20000,All,33.99181,1
2019,8,27425,Hispanic,12.285457,1
2016,8,62000,"White, Non-Hispanic",55.429893,1
2019,8,27425,"White, Non-Hispanic",3.6800153,1
2016,8,46465,Other Races and Ethnicities,17.691154,1
2018,8,7850,"White, Non-Hispanic",0,1
2020,8,7850,All,0,1
2019,8,4000,Other Races and Ethnicities,18.808411,1
2017,8,46465,"White, Non-Hispanic",10.801609,1
2019,8,32155,"White, Non-Hispanic",12.666774,1
2020,8,7850,Other Races and Ethnicities,0,1
2017,8,45970,"White, Non-Hispanic",4.0152373,1
2020,8,27425,Other Races and Ethnicities,2.4954629,1
2019,8,3455,"White, Non-Hispanic",4.948391,1
2016,8,16000,"Black, Non-Hispanic",43.081997,1
2016,8,62000,Hispanic,73.882233,1
2018,8,16000,Other Races and Ethnicities,23.797926,1
2020,8,27425,"Black, Non-Hispanic",7.2022161,1
2017,8,77290,Other Races and Ethnicities,13.93972,1
2016,8,43000,Hispanic,38.691547,1
2017,8,3455,Other Races and Ethnicities,11.420613,1
2016,8,62000,All,67.409981,1
2016,8,7850,Other Races and Ethnicities,0,1
2016,8,77290,Other Races and Ethnicities,17.509949,1
2018,8,32155,All,33.823986,1
2019,8,16000,"Black, Non-Hispanic",40.469528,1
2019,8,43000,"Black, Non-Hispanic",16.10338,1
2016,8,83835,Other Races and Ethnicities,9.5265255,1
2020,8,45970,All,12.360085,1
2018,8,27425,Hispanic,13.982498,1
2020,8,3455,Other Races and Ethnicities,7.9460268,1
2018,8,7850,Hispanic,0,1
2020,8,32155,All,30.351999,1
2019,8,27425,All,5.3787122,1
2017,8,4000,"Black, Non-Hispanic",30.669189,1
2020,8,43000,Hispanic,17.727684,1
2017,8,20000,"Black, Non-Hispanic",48.528343,1
2018,8,45970,All,13.650613,1
2019,8,12815,Other Races and Ethnicities,0,1
2019,8,45970,"Black, Non-Hispanic",7.514451,1
2017,8,16000,Other Races and Ethnicities,24.977068,1
2019,8,62000,Other Races and Ethnicities,35.559738,1
2018,8,83835,"Black, Non-Hispanic",10.243902,1
2017,8,43000,Other Races and Ethnicities,9.8294888,1
2020,8,3455,Hispanic,20.015854,1
2020,8,46465,Hispanic,6.3204646,1
2017,8,12815,"White, Non-Hispanic",1.0904609,1
2018,8,7850,"Black, Non-Hispanic",0,1
2020,8,4000,All,18.615984,1
2017,8,27425,Hispanic,11.504939,1
2020,8,46465,All,3.827985,1
2017,8,20000,Hispanic,65.723564,1
2016,8,27425,Other Races and Ethnicities,3.3818693,1
2018,8,32155,Other Races and Ethnicities,31.265509,1
2017,8,77290,All,26.301735,1
2016,8,27425,All,6.4423766,1
2016,8,46465,"Black, Non-Hispanic",19.375,1
2020,8,4000,Other Races and Ethnicities,15.409245,1
2017,8,45970,"Black, Non-Hispanic",6.1111112,1
2017,8,46465,"Black, Non-Hispanic",16.393442,1
2019,8,83835,"Black, Non-Hispanic",8.1858406,1
2019,8,27425,"Black, Non-Hispanic",8.2191782,1
2017,8,12815,Other Races and Ethnicities,.84632516,1
2017,8,20000,All,49.421349,1
2020,8,77290,Hispanic,13.954718,1
2019,8,4000,"Black, Non-Hispanic",24.29528,1
2019,8,77290,Hispanic,16.005314,1
2016,8,20000,Hispanic,74.530426,1
2020,8,16000,"Black, Non-Hispanic",37.493767,1
2016,8,4000,"Black, Non-Hispanic",30.422022,1
2016,8,77290,All,29.948202,1
2017,8,62000,"White, Non-Hispanic",52.09441,1
2018,8,20000,Other Races and Ethnicities,31.897472,1
2020,8,27425,All,4.1430869,1
2016,8,12815,Other Races and Ethnicities,1.501938,1
2017,8,62000,Hispanic,67.210983,1
2016,8,62000,"Black, Non-Hispanic",65.605095,1
2020,8,32155,Hispanic,37.773972,1
2019,8,3455,"Black, Non-Hispanic",21.072798,1
2020,8,77290,"Black, Non-Hispanic",20.170454,1
2019,8,83835,All,6.2646518,1
2019,8,43000,All,15.987699,1
2018,8,43000,Other Races and Ethnicities,19.87084,1
2020,8,20000,"Black, Non-Hispanic",26.53602,1
2019,8,16000,Hispanic,40.164284,1
2017,8,12815,"Black, Non-Hispanic",10.066477,1
2017,8,16000,Hispanic,42.648277,1
2016,8,3455,"Black, Non-Hispanic",26.99115,1
2017,8,7850,All,0,1
2017,8,62000,"Black, Non-Hispanic",58.232933,1
2020,8,32155,"White, Non-Hispanic",13.234782,1
2016,8,45970,Hispanic,38.488995,1
2020,8,83835,All,4.0110068,1
2020,8,3455,"Black, Non-Hispanic",15.416667,1
2017,8,32155,All,28.797052,1
2016,8,43000,"Black, Non-Hispanic",21.272366,1
2019,8,7850,Other Races and Ethnicities,0,1
2018,8,77290,Hispanic,29.857092,1
2016,8,16000,Hispanic,41.713314,1
2020,8,83835,"Black, Non-Hispanic",5.4290719,1
2016,8,16000,"White, Non-Hispanic",15.75288,1
2020,8,20000,Other Races and Ethnicities,19.873817,1
2017,8,77290,"White, Non-Hispanic",10.837026,1
2019,8,77290,"Black, Non-Hispanic",21.890547,1
2020,8,77290,"White, Non-Hispanic",3.2592218,1
2018,8,83835,Hispanic,17.252995,1
2019,8,12815,"White, Non-Hispanic",0,1
2020,8,62000,All,42.115326,1
2017,8,20000,"White, Non-Hispanic",15.772224,1
2020,8,43000,"White, Non-Hispanic",3.8052094,1
2019,8,4000,All,22.733673,1
2020,8,7850,"Black, Non-Hispanic",0,1
2018,8,43000,"White, Non-Hispanic",11.256668,1
2018,8,27425,"White, Non-Hispanic",4.4248633,1
2018,8,46465,Other Races and Ethnicities,15.84022,1
2020,8,43000,All,9.2121801,1
2017,8,7850,"White, Non-Hispanic",0,1
2017,8,46465,Hispanic,20.313564,1
2017,8,43000,All,11.947442,1
2016,8,77290,"White, Non-Hispanic",12.266112,1
2018,8,16000,"Black, Non-Hispanic",43.814114,1
2016,8,32155,All,29.638935,1
2019,8,43000,Hispanic,31.074261,1
2017,8,62000,All,61.891014,1
2016,8,20000,Other Races and Ethnicities,42.705868,1
2016,8,83835,All,11.785492,1
2020,8,12815,All,2.6669097,1
2019,8,32155,"Black, Non-Hispanic",43.774319,1
2019,8,32155,All,30.015749,1
2020,8,12815,Hispanic,11.942625,1
2018,8,20000,All,43.841339,1
2016,8,7850,"White, Non-Hispanic",0,1
2016,8,77290,Hispanic,47.084106,1
2019,8,3455,Hispanic,21.457258,1
2016,8,4000,"White, Non-Hispanic",11.086567,1
2016,8,43000,All,20.7223,1
2019,8,7850,All,0,1
2017,8,32155,Other Races and Ethnicities,28.328981,1
2018,8,45970,Other Races and Ethnicities,6.347826,1
2020,8,46465,"White, Non-Hispanic",3.0278137,1
2019,8,77290,"White, Non-Hispanic",3.9554713,1
2016,8,46465,All,14.961326,1
2018,8,12815,Other Races and Ethnicities,1.1735121,1
2018,8,16000,"White, Non-Hispanic",15.879132,1
2018,8,77290,"White, Non-Hispanic",7.4976788,1
2016,8,16000,Other Races and Ethnicities,24.80278,1
2020,8,16000,Hispanic,35.781361,1
2019,8,46465,Other Races and Ethnicities,12.793734,1
2017,8,27425,"Black, Non-Hispanic",6.2330623,1
2019,8,16000,All,24.422623,1
2020,8,83835,Other Races and Ethnicities,3.2779098,1
2020,8,3455,All,8.6778812,1
2019,8,12815,All,0,1
2019,8,83835,"White, Non-Hispanic",2.6221943,1
